lsoa,pop
E01013218,"1,340"
E01013219,"1,401"
E01013220,"1,580"
E01013221,"1,801"
E01013222,"1,568"
E01013223,"3,057"
E01013224,"2,037"
E01013225,"1,108"
E01013226,"1,454"
E01013227,"1,573"
E01013228,"1,567"
E01013229,"1,554"
E01013231,"1,513"
E01013233,"1,351"
E01013234,"1,439"
E01033414,"2,713"
E01013236,"1,611"
E01013237,"1,812"
E01013238,"1,654"
E01013239,"1,672"
E01013240,"3,868"
E01013241,"1,535"
E01013242,"1,833"
E01013243,"2,377"
E01013244,"1,941"
E01013245,"1,522"
E01013246,"1,641"
E01013247,"1,747"
E01013248,"1,822"
E01013249,"1,680"
E01013250,"1,692"
E01013251,"1,879"
E01013252,"1,734"
E01013253,"1,987"
E01013254,"1,782"
E01013255,"1,821"
E01013256,"2,466"
E01013257,"1,907"
E01013258,"1,717"
E01013259,"1,977"
E01013260,"1,393"
E01013261,"1,412"
E01013262,"1,264"
E01013263,"1,404"
E01013264,"1,743"
E01013265,"1,594"
E01013266,"1,872"
E01013267,"1,219"
E01013268,"1,232"
E01013269,"1,627"
E01013270,"1,947"
E01013271,"2,092"
E01013272,"1,684"
E01013273,"1,691"
E01013274,"2,039"
E01013275,"1,512"
E01013276,"1,605"
E01013277,"1,433"
E01013278,"1,598"
E01013279,"1,571"
E01013280,"1,499"
E01013281,"1,381"
E01013282,"1,495"
E01013283,"1,559"
E01013284,"1,591"
E01013285,"1,241"
E01013286,"2,350"
E01013287,"1,476"
E01013288,"1,502"
E01013289,"1,716"
E01013290,"1,656"
E01013291,"1,597"
E01013292,"1,726"
E01013293,"1,462"
E01013294,"1,650"
E01013295,"1,384"
E01013296,"2,002"
E01013297,"2,670"
E01013298,"1,685"
E01013299,"1,674"
E01013300,"1,922"
E01013301,"1,660"
E01013302,"1,549"
E01013303,"1,275"
E01013304,"1,571"
E01013305,"1,656"
E01013306,"1,623"
E01013307,"1,806"
E01013308,"1,890"
E01013309,"1,637"
E01013310,"1,456"
E01013311,"1,911"
E01013312,"1,745"
E01013313,"1,602"
E01013314,"1,477"
E01013315,"1,450"
E01013316,"1,448"
E01013317,"1,418"
E01013318,"1,531"
E01013319,"2,302"
E01013320,"1,386"
E01013321,"1,673"
E01013322,"2,043"
E01013323,"1,615"
E01013324,"1,512"
E01013325,"1,496"
E01013326,"1,587"
E01013327,"1,328"
E01013328,"1,297"
E01013329,"1,903"
E01013330,"2,213"
E01013331,"1,758"
E01013332,"2,044"
E01013333,"1,809"
E01013334,"1,617"
E01033296,"1,333"
E01033297,"1,824"
E01013335,"1,622"
E01013336,"1,494"
E01013337,"1,663"
E01013338,"2,335"
E01013339,"1,553"
E01013340,"1,329"
E01013341,"1,331"
E01013342,"1,490"
E01013343,"2,067"
E01013344,"1,600"
E01013345,"1,847"
E01013346,"1,754"
E01013347,"1,650"
E01013348,"2,528"
E01013349,"1,427"
E01013350,"1,678"
E01013351,"1,911"
E01013352,"1,705"
E01013353,"1,623"
E01013354,"1,302"
E01013355,"1,777"
E01013356,"1,403"
E01013357,"2,270"
E01013358,"1,554"
E01013359,"1,611"
E01013360,"1,909"
E01013361,"1,918"
E01013362,"2,045"
E01013363,"3,574"
E01013364,"2,127"
E01013365,"2,935"
E01013366,"1,946"
E01013368,"2,433"
E01013369,"2,105"
E01013370,"1,583"
E01013371,"1,419"
E01013372,"1,612"
E01013373,"1,518"
E01013374,"1,511"
E01013375,"1,231"
E01013376,"1,412"
E01013377,"1,557"
E01013378,"5,343"
E01013379,"1,492"
E01013380,"1,896"
E01013381,"1,722"
E01013382,"1,753"
E01013383,"2,935"
E01013384,"1,744"
E01013385,"1,433"
E01013386,"1,795"
E01013387,"1,445"
E01013388,"1,041"
E01013389,"1,074"
E01013390,"1,556"
E01013391,"2,294"
E01013392,"1,802"
E01013393,"1,545"
E01013394,"1,447"
E01013395,"1,545"
E01013396,"1,596"
E01013397,"1,570"
E01013398,"1,814"
E01013399,"1,825"
E01013400,"2,234"
E01013401,"1,758"
E01013402,"1,964"
E01013403,"1,969"
E01013404,"1,585"
E01013405,"1,374"
E01013406,"2,152"
E01013407,"1,498"
E01013408,"1,279"
E01013409,"1,821"
E01013410,"1,390"
E01013411,"1,525"
E01013412,"2,074"
E01013413,"1,704"
E01013414,"1,903"
E01013416,"1,669"
E01013417,"1,965"
E01013418,"1,594"
E01013419,"2,508"
E01013420,"2,211"
E01013421,"1,605"
E01013422,"1,753"
E01013423,"1,252"
E01013424,"1,317"
E01013425,"1,577"
E01013426,"1,587"
E01013427,"1,429"
E01013428,"1,694"
E01013429,"1,909"
E01013430,"1,531"
E01013431,"1,966"
E01013432,"2,168"
E01013433,"1,385"
E01013434,"1,500"
E01013435,"1,408"
E01013436,"1,786"
E01013437,"1,342"
E01013438,"1,966"
E01013439,"1,355"
E01013440,"1,864"
E01013441,"1,628"
E01013442,"1,441"
E01013443,"1,672"
E01013444,"1,480"
E01013445,"1,608"
E01013446,"1,675"
E01013447,"1,536"
E01013448,"1,425"
E01013449,"1,626"
E01013450,"1,312"
E01013451,"1,231"
E01013452,"1,632"
E01033067,"1,937"
E01033068,"1,258"
E01033069,"1,139"
E01033070,"3,421"
E01013453,"2,449"
E01013454,"1,410"
E01013455,"1,902"
E01013456,"2,029"
E01013457,"1,874"
E01013458,"1,762"
E01013459,"2,132"
E01013460,"2,007"
E01013461,"1,679"
E01013462,"1,526"
E01013463,"1,516"
E01013464,"1,326"
E01013465,"1,648"
E01013466,"1,473"
E01013467,"1,385"
E01013468,"1,559"
E01013469,"1,273"
E01013470,"1,399"
E01013471,"1,955"
E01013472,"2,283"
E01013473,"1,571"
E01013474,"1,571"
E01013475,"1,643"
E01013476,"1,438"
E01013477,"1,692"
E01013479,"3,287"
E01013480,"2,526"
E01013481,"2,022"
E01013483,"2,193"
E01013484,"2,112"
E01013485,"2,259"
E01013486,"2,270"
E01013487,"2,746"
E01013488,"1,533"
E01013489,"1,483"
E01013490,"1,506"
E01013491,"1,710"
E01013492,"1,527"
E01013493,"1,481"
E01013494,"1,835"
E01013495,"1,777"
E01013496,"1,471"
E01013497,"1,546"
E01013498,"1,432"
E01013499,"1,458"
E01013500,"1,626"
E01013501,"1,352"
E01013502,"1,364"
E01013503,"1,467"
E01013504,"1,950"
E01013505,"1,414"
E01013506,"1,529"
E01013507,"1,432"
E01013508,"1,269"
E01013509,"1,546"
E01013510,"1,516"
E01013511,"1,486"
E01013512,"1,426"
E01013513,"1,417"
E01013514,"1,555"
E01013515,"1,934"
E01013517,"1,350"
E01013518,"1,486"
E01013519,"1,598"
E01013520,"1,834"
E01013521,"1,295"
E01013522,"1,894"
E01013523,"1,978"
E01013524,"2,586"
E01013525,"2,014"
E01013526,"1,548"
E01013527,"1,495"
E01013528,"1,621"
E01013529,"2,412"
E01013530,"1,541"
E01013531,"1,415"
E01013532,"1,520"
E01013533,"1,619"
E01013534,"1,612"
E01013535,"1,669"
E01013536,"1,678"
E01013537,"1,602"
E01013538,"1,414"
E01013539,"2,534"
E01013540,"1,585"
E01013541,"1,665"
E01013542,"2,298"
E01013543,"1,737"
E01013544,"1,808"
E01013545,"1,759"
E01013546,"1,613"
E01013547,"1,808"
E01013548,"1,698"
E01013549,"1,395"
E01013550,"1,203"
E01013551,"1,665"
E01013552,"1,653"
E01013553,"1,564"
E01013554,"1,669"
E01013555,"2,413"
E01013556,"1,347"
E01013557,"1,297"
E01013558,"2,591"
E01013559,"1,337"
E01013560,"1,406"
E01013561,"1,496"
E01013562,"1,226"
E01013563,"1,287"
E01013564,"1,860"
E01013565,"1,929"
E01013566,"2,426"
E01013567,"2,464"
E01013568,"2,456"
E01013569,"1,737"
E01013570,"2,385"
E01013571,"2,161"
E01013572,"1,947"
E01013573,"2,201"
E01013574,"1,290"
E01013575,"1,358"
E01013576,"1,406"
E01013577,"1,435"
E01013578,"1,347"
E01013579,"1,344"
E01013580,"1,387"
E01013581,"1,481"
E01013582,"1,501"
E01013583,"1,829"
E01013584,"1,945"
E01013585,"1,795"
E01013586,"1,604"
E01013587,"1,609"
E01013588,"1,488"
E01013589,"1,350"
E01013590,"2,260"
E01013591,"2,284"
E01013592,"1,363"
E01013593,"1,311"
E01013594,"1,267"
E01013595,"2,415"
E01013596,"1,459"
E01013597,"1,468"
E01013598,"1,487"
E01013599,"1,391"
E01033166,"1,403"
E01033167,"1,298"
E01033168,"1,393"
E01033169,"1,827"
E01033170,"1,229"
E01033171,"1,722"
E01033172,"1,796"
E01013600,"1,995"
E01013601,"1,667"
E01013602,"2,018"
E01013603,"1,852"
E01013604,"1,867"
E01013605,"1,887"
E01013606,"1,783"
E01013607,"4,103"
E01013608,"1,497"
E01013609,"1,475"
E01013610,"1,694"
E01013611,"1,495"
E01013612,"1,731"
E01013613,"1,840"
E01013614,"1,548"
E01013615,"1,519"
E01013616,"1,601"
E01013617,"2,624"
E01013618,"1,470"
E01013619,"1,718"
E01013620,"1,771"
E01013621,"2,057"
E01013622,"1,529"
E01013623,"2,098"
E01013624,"1,549"
E01013625,"2,086"
E01013626,"1,853"
E01013627,"1,315"
E01013628,"1,629"
E01013629,"1,640"
E01013630,"1,983"
E01013631,"1,515"
E01013632,"1,786"
E01013633,"1,636"
E01013634,"1,472"
E01013635,"1,477"
E01013636,"1,298"
E01013637,"2,080"
E01013638,"1,711"
E01013639,"1,446"
E01013640,"1,995"
E01013641,"1,633"
E01013642,"2,040"
E01013643,"1,921"
E01013646,"3,569"
E01013647,"3,045"
E01013648,"4,488"
E01013649,"1,323"
E01013650,"1,849"
E01013651,"1,773"
E01013652,"1,967"
E01013653,"2,374"
E01013654,"2,476"
E01013655,"2,363"
E01013656,"2,062"
E01013657,"1,862"
E01013658,"2,320"
E01013659,"2,064"
E01013660,"1,940"
E01013661,"1,948"
E01013662,"1,767"
E01013663,"1,815"
E01013664,"1,908"
E01013665,"2,018"
E01013666,"1,580"
E01013667,"1,587"
E01013668,"1,461"
E01013669,"1,307"
E01013670,"2,021"
E01013671,"1,888"
E01013672,"1,522"
E01013673,"1,507"
E01013674,"1,515"
E01013675,"1,575"
E01013676,"1,980"
E01013677,"1,453"
E01013678,"1,664"
E01013679,"1,458"
E01013680,"2,293"
E01013681,"2,064"
E01013682,"1,902"
E01013683,"2,341"
E01013684,"2,278"
E01013685,"1,381"
E01013686,"1,696"
E01013687,"1,507"
E01013688,"1,718"
E01013689,"2,186"
E01013690,"2,126"
E01013691,"1,631"
E01013692,"1,368"
E01013693,"1,426"
E01013694,"2,006"
E01013695,"2,546"
E01013696,"2,341"
E01013697,"3,576"
E01013698,"1,650"
E01013699,"1,817"
E01013700,"1,551"
E01013702,"1,554"
E01013703,"1,237"
E01013704,"1,353"
E01013705,"1,437"
E01013706,"1,610"
E01013707,"1,503"
E01013709,"1,563"
E01013710,"1,465"
E01013711,"1,639"
E01013712,"1,328"
E01013713,"1,710"
E01013714,"1,642"
E01013715,"1,263"
E01013716,"2,753"
E01013717,"1,524"
E01013718,"1,649"
E01013719,"1,577"
E01013720,"1,445"
E01013721,"1,585"
E01013722,"1,749"
E01013723,"1,427"
E01013725,"1,437"
E01013726,"1,893"
E01013727,"1,462"
E01013728,"1,707"
E01013729,"1,221"
E01013730,"1,529"
E01013731,"1,611"
E01013732,"2,257"
E01013733,"1,946"
E01013734,"1,345"
E01013735,"1,161"
E01013736,"1,954"
E01013737,"1,321"
E01013738,"1,428"
E01013739,"1,463"
E01013740,"1,436"
E01013741,"1,653"
E01013742,"1,666"
E01013743,"1,728"
E01013744,"1,738"
E01013745,"1,673"
E01013746,"1,703"
E01013747,"1,943"
E01013748,"1,884"
E01013749,"1,565"
E01013750,"1,394"
E01013751,"1,958"
E01013752,"1,468"
E01013753,"1,718"
E01013754,"2,250"
E01013755,"2,385"
E01013756,"2,044"
E01013757,"1,723"
E01013758,"1,525"
E01013759,"1,844"
E01013760,"2,351"
E01013761,"2,003"
E01013762,"1,778"
E01013763,"2,306"
E01013764,"1,598"
E01013765,"1,878"
E01013766,"1,827"
E01013767,"1,581"
E01013768,"1,665"
E01013770,"1,378"
E01013771,"1,549"
E01013772,"1,628"
E01013773,"1,379"
E01013774,"1,866"
E01013775,"3,357"
E01013776,"2,666"
E01013777,"1,947"
E01013778,"3,526"
E01013779,"2,117"
E01013780,"1,501"
E01013781,"1,626"
E01013782,"1,497"
E01013783,"1,418"
E01013784,"1,440"
E01013785,"1,462"
E01013786,"1,551"
E01032597,"1,523"
E01032599,"1,516"
E01032602,"1,752"
E01032862,"1,989"
E01032863,"2,516"
E01032865,"2,154"
E01032867,"4,291"
E01032868,"3,263"
E01032872,"1,699"
E01032873,"2,322"
E01032875,"2,501"
E01013787,"1,317"
E01013788,"2,498"
E01013789,"1,386"
E01013790,"2,261"
E01013791,"1,167"
E01013792,"1,745"
E01013793,"1,493"
E01013794,"1,348"
E01013795,"1,059"
E01013796,"1,685"
E01013797,"1,766"
E01013798,"1,434"
E01013799,"1,665"
E01013800,"1,542"
E01013801,"3,765"
E01013802,"2,561"
E01013803,"2,215"
E01013804,"1,598"
E01013805,"1,358"
E01013806,"2,011"
E01013807,"1,363"
E01013808,"1,479"
E01013809,"1,211"
E01013810,"1,892"
E01013811,"1,608"
E01013812,"1,855"
E01013813,"3,758"
E01013814,"2,639"
E01013815,"1,920"
E01013816,"4,703"
E01013817,"1,951"
E01013818,"1,813"
E01013819,"1,886"
E01013820,"1,880"
E01013821,"1,698"
E01013822,"1,878"
E01013823,"1,918"
E01013824,"1,676"
E01013825,"1,928"
E01013826,"2,153"
E01013827,"1,465"
E01013828,"1,800"
E01013829,"1,653"
E01013830,"1,680"
E01013831,"1,517"
E01013832,"2,013"
E01013833,"1,313"
E01013834,"1,637"
E01013835,"1,636"
E01013836,"2,065"
E01013837,"2,106"
E01013838,"1,681"
E01013839,"1,988"
E01013840,"2,303"
E01013841,"1,663"
E01013842,"1,962"
E01013843,"1,968"
E01013844,"1,669"
E01013845,"1,962"
E01013846,"1,883"
E01013847,"1,369"
E01013849,"1,557"
E01013850,"1,395"
E01013851,"1,649"
E01013852,"1,498"
E01013853,"1,466"
E01013854,"1,354"
E01013855,"1,733"
E01013856,"1,654"
E01013858,"1,508"
E01013859,"1,429"
E01013860,"1,501"
E01013861,"1,559"
E01013862,"1,606"
E01013863,"1,459"
E01013864,"2,134"
E01013865,"1,633"
E01013866,"1,460"
E01013867,"1,636"
E01013868,"1,608"
E01013870,"2,052"
E01013871,"1,694"
E01013872,"1,914"
E01013873,"2,122"
E01013874,"1,530"
E01013875,"1,248"
E01013876,"1,838"
E01013877,"1,530"
E01013878,"1,349"
E01013879,"1,275"
E01013880,"1,552"
E01013881,"1,503"
E01013882,"1,455"
E01013883,"1,503"
E01013884,"1,322"
E01013885,"1,741"
E01013886,"1,452"
E01013887,"1,489"
E01013888,"1,509"
E01013889,"1,584"
E01013890,"1,468"
E01013891,"1,710"
E01013892,"1,349"
E01013893,"1,503"
E01013894,"1,403"
E01013895,"1,441"
E01013896,"1,289"
E01013897,"1,531"
E01013898,"2,180"
E01013899,"1,270"
E01013900,"1,533"
E01013901,"1,526"
E01013902,"1,911"
E01013903,"1,219"
E01013904,"1,594"
E01013905,"1,539"
E01013906,"1,585"
E01013907,"1,533"
E01013908,"1,633"
E01013909,"1,482"
E01013910,"1,459"
E01013911,"1,397"
E01013912,"1,578"
E01013913,"1,640"
E01013914,"1,730"
E01013915,"1,499"
E01013916,"1,565"
E01013917,"1,756"
E01013918,"2,015"
E01013919,"2,106"
E01013920,"2,402"
E01013921,"2,399"
E01013924,"1,386"
E01013926,"1,637"
E01013928,"1,880"
E01013929,"1,987"
E01013930,"2,080"
E01013931,"1,883"
E01013932,"2,279"
E01013933,"1,899"
E01013934,"1,628"
E01013935,"1,500"
E01013936,"2,154"
E01013937,"1,786"
E01013938,"1,427"
E01013939,"1,409"
E01013940,"1,954"
E01013941,"1,938"
E01013942,"2,434"
E01013943,"1,948"
E01013944,"2,028"
E01013945,"2,472"
E01013947,"2,396"
E01013948,"1,371"
E01013953,"2,861"
E01013954,"1,916"
E01013957,"1,741"
E01013958,"1,831"
E01013959,"2,001"
E01013960,"1,730"
E01013961,"2,609"
E01013962,"1,930"
E01013963,"1,664"
E01013964,"1,862"
E01013965,"1,519"
E01013966,"1,387"
E01013967,"1,806"
E01013968,"1,380"
E01013969,"1,706"
E01013970,"1,566"
E01013971,"1,578"
E01013972,"1,490"
E01013973,"4,240"
E01013974,"2,443"
E01013975,"2,669"
E01013976,"1,667"
E01013977,"2,028"
E01013978,"1,779"
E01013979,"1,614"
E01013980,"1,623"
E01013981,"1,613"
E01013982,"1,667"
E01013983,"1,500"
E01013984,"1,505"
E01013985,"1,878"
E01032520,"1,948"
E01032522,"2,818"
E01032621,"1,444"
E01033395,"3,678"
E01033396,"1,295"
E01033397,"1,952"
E01033398,"1,354"
E01033399,"2,708"
E01033400,"3,779"
E01033401,"1,340"
E01033402,"1,946"
E01033403,"1,090"
E01033404,"3,672"
E01033405,"1,958"
E01033406,"2,253"
E01033407,"1,674"
E01033408,"3,126"
E01033409,"2,279"
E01033410,"2,885"
E01033411,"1,187"
E01013986,"1,716"
E01013987,"1,642"
E01013988,"1,954"
E01013989,"1,567"
E01013990,"2,107"
E01013991,"1,388"
E01013992,"1,611"
E01013993,"1,650"
E01013994,"1,616"
E01013995,"1,841"
E01013996,"1,647"
E01013997,"2,013"
E01013998,"1,481"
E01013999,"1,662"
E01014000,"1,296"
E01014001,"1,686"
E01014002,"1,520"
E01014003,"1,562"
E01014004,"1,389"
E01014005,"1,666"
E01014006,"1,442"
E01014007,"2,600"
E01014008,"1,731"
E01014009,"1,640"
E01014010,"1,907"
E01014011,"1,497"
E01014012,"1,628"
E01014013,"2,188"
E01014014,"1,944"
E01014015,"1,649"
E01014016,"1,578"
E01014017,"1,460"
E01014018,"1,576"
E01014019,"1,583"
E01014020,"1,653"
E01014021,"1,434"
E01014022,"2,169"
E01014023,"1,850"
E01014024,"1,277"
E01014025,"1,519"
E01014026,"2,139"
E01014027,"1,363"
E01014028,"1,564"
E01014029,"1,505"
E01014030,"1,396"
E01014031,"1,558"
E01014032,"1,702"
E01014033,"1,737"
E01014034,"1,540"
E01014035,"1,807"
E01014036,"1,730"
E01014037,"1,508"
E01014038,"1,482"
E01014039,"1,819"
E01014040,"1,708"
E01014041,"1,688"
E01014042,"1,690"
E01014043,"1,204"
E01014044,"1,523"
E01014045,"1,679"
E01014046,"1,521"
E01014047,"1,451"
E01014048,"1,645"
E01014049,"1,718"
E01014050,"1,804"
E01014051,"1,894"
E01014052,"1,597"
E01014053,"1,780"
E01014054,"1,421"
E01014055,"1,693"
E01014056,"1,579"
E01014057,"1,841"
E01014058,"1,657"
E01014059,"2,078"
E01014060,"1,729"
E01014061,"1,860"
E01014062,"1,777"
E01014063,"1,890"
E01014064,"1,673"
E01014065,"1,548"
E01014066,"1,154"
E01014067,"1,407"
E01014068,"1,452"
E01014069,"1,973"
E01014070,"2,281"
E01014071,"1,552"
E01014072,"2,125"
E01014073,"2,254"
E01014074,"1,667"
E01014075,"1,771"
E01014076,"2,203"
E01014077,"1,657"
E01014078,"1,543"
E01014079,"1,676"
E01014080,"1,443"
E01014081,"1,526"
E01014082,"2,126"
E01014083,"1,619"
E01014084,"1,624"
E01014085,"1,579"
E01014086,"1,463"
E01014087,"1,509"
E01014088,"1,480"
E01014089,"1,483"
E01014090,"1,480"
E01014091,"1,528"
E01014092,"1,918"
E01014093,"1,481"
E01014094,"1,502"
E01014095,"1,554"
E01014096,"1,492"
E01014097,"1,318"
E01014098,"1,580"
E01014099,"1,770"
E01014100,"1,699"
E01014101,"1,075"
E01014102,"1,764"
E01014103,"1,226"
E01014104,"1,658"
E01014105,"2,323"
E01014106,"1,580"
E01014107,"1,032"
E01014108,"1,506"
E01014109,"1,292"
E01014110,"1,753"
E01014111,"1,626"
E01014112,"1,796"
E01014113,"1,763"
E01014114,"1,493"
E01014115,"1,428"
E01014116,"1,794"
E01014117,"1,182"
E01014118,"1,364"
E01014119,"1,597"
E01014120,"1,741"
E01014121,"1,319"
E01014122,"1,576"
E01014123,"1,459"
E01014124,"1,677"
E01014125,"1,499"
E01014126,"1,628"
E01014127,"1,795"
E01014128,"2,364"
E01014129,"1,111"
E01014130,"1,323"
E01014131,"2,313"
E01014132,"1,061"
E01014133,"1,846"
E01014134,"1,470"
E01014135,"1,188"
E01014136,"1,636"
E01014137,"1,918"
E01014138,"1,572"
E01014139,"1,367"
E01014140,"1,466"
E01014141,"4,234"
E01014142,"1,394"
E01014143,"1,552"
E01014144,"1,480"
E01014145,"2,168"
E01014146,"3,681"
E01014147,"3,751"
E01014148,"1,450"
E01014149,908
E01014150,"1,598"
E01014151,"1,344"
E01014152,"1,923"
E01014153,"1,943"
E01014154,"1,769"
E01014155,"1,907"
E01014156,"4,110"
E01014157,"1,439"
E01014158,"1,877"
E01014159,"1,243"
E01014160,"1,277"
E01014161,"1,073"
E01014162,"1,772"
E01014163,"1,729"
E01014164,"1,724"
E01014165,"1,554"
E01014166,"1,530"
E01014167,"2,254"
E01014168,"1,422"
E01014169,"1,933"
E01014170,"1,460"
E01014171,"1,419"
E01014172,"1,380"
E01014173,"1,705"
E01014174,"1,478"
E01014175,"1,283"
E01014176,"1,478"
E01014177,"1,859"
E01014178,"1,752"
E01014179,"1,057"
E01014180,"1,369"
E01014181,"2,039"
E01014182,"1,239"
E01014183,"1,849"
E01014184,"2,226"
E01014185,"1,661"
E01014186,"1,328"
E01014187,"1,418"
E01014188,"1,449"
E01014189,"1,395"
E01014190,"1,615"
E01014191,"1,999"
E01014192,"1,475"
E01014193,"1,708"
E01014194,"1,528"
E01014195,"1,431"
E01014196,"1,549"
E01014197,"1,844"
E01014198,"1,374"
E01014199,"1,687"
E01014200,"1,377"
E01014201,"1,278"
E01014202,"2,605"
E01014203,"1,540"
E01014204,"1,921"
E01014205,"1,301"
E01014206,"1,230"
E01014207,"1,248"
E01014208,"1,161"
E01014209,"1,594"
E01014210,"1,390"
E01014211,"1,543"
E01014212,"1,631"
E01014213,"1,253"
E01014214,"1,420"
E01014215,"1,484"
E01014216,"1,363"
E01014217,"1,456"
E01014218,"1,614"
E01014219,"1,200"
E01014220,"1,718"
E01014221,"1,612"
E01014222,"1,591"
E01014223,"1,797"
E01014224,"1,686"
E01014225,"1,436"
E01014226,"1,390"
E01014228,"1,229"
E01014229,"1,935"
E01014230,"1,625"
E01014231,"2,174"
E01014233,"1,357"
E01014234,"1,620"
E01014235,"1,725"
E01014236,"2,974"
E01014237,"1,727"
E01014238,"1,549"
E01014239,"1,466"
E01014240,"1,573"
E01014241,"1,482"
E01014242,"1,536"
E01014243,"1,396"
E01014244,"1,669"
E01014245,"1,696"
E01014246,"1,640"
E01014247,"1,788"
E01014248,"1,472"
E01014249,"1,982"
E01014250,"1,195"
E01014251,"2,657"
E01014252,"1,636"
E01014253,"1,482"
E01014254,"1,770"
E01014255,"2,157"
E01014256,"1,782"
E01014257,"1,481"
E01014258,"1,443"
E01014259,"1,534"
E01014260,"1,358"
E01014261,"1,625"
E01014262,"1,321"
E01014263,"1,687"
E01014264,"1,799"
E01014265,"1,446"
E01014266,"1,106"
E01014267,"2,431"
E01014268,"2,508"
E01014269,"1,711"
E01014270,"1,538"
E01014271,"1,448"
E01014272,"1,422"
E01014273,"1,286"
E01014274,"1,861"
E01014275,"1,462"
E01014276,"1,533"
E01014277,"1,453"
E01014278,"1,234"
E01014279,"1,834"
E01014280,"1,170"
E01014281,"2,189"
E01014282,"1,703"
E01014283,"2,303"
E01014284,"1,124"
E01014285,"2,446"
E01014286,"1,816"
E01014287,"2,018"
E01014288,"1,553"
E01014289,"1,541"
E01014290,"1,506"
E01014291,"1,639"
E01014292,"1,647"
E01014293,"1,905"
E01014294,"1,358"
E01014295,"1,722"
E01014296,"1,366"
E01014297,"1,164"
E01014298,"1,582"
E01014299,"1,344"
E01014300,"1,441"
E01014301,"1,656"
E01014302,"1,903"
E01014303,"1,409"
E01014304,"1,387"
E01014305,"1,557"
E01014306,"1,441"
E01014307,"1,577"
E01014308,"1,575"
E01014309,"1,268"
E01014310,"1,878"
E01014311,"1,316"
E01014312,"1,442"
E01014313,"1,543"
E01014314,"1,437"
E01014315,"1,225"
E01014316,"1,717"
E01014317,"1,593"
E01014318,"1,323"
E01014319,"1,298"
E01014320,"1,237"
E01014321,"1,397"
E01014322,"1,804"
E01014323,"1,275"
E01014324,"1,465"
E01014325,"1,243"
E01014326,"1,347"
E01014327,"1,404"
E01014328,"1,474"
E01014329,"1,487"
E01014330,"1,607"
E01014331,"1,563"
E01014332,"1,600"
E01014333,"1,433"
E01014334,"1,307"
E01014335,"1,724"
E01014336,"1,652"
E01014337,"1,654"
E01014338,"1,535"
E01014339,"1,699"
E01014340,"2,002"
E01014341,"1,809"
E01014342,"1,514"
E01014343,"1,940"
E01014344,"1,592"
E01014345,"2,128"
E01014346,"1,457"
E01014347,"1,336"
E01014348,"1,422"
E01014349,"1,345"
E01014350,"1,344"
E01014351,"1,366"
E01014352,"1,321"
E01014353,"1,769"
E01014354,"1,807"
E01014355,"2,161"
E01014356,"1,860"
E01014357,"1,584"
E01014358,"1,442"
E01014359,"1,882"
E01014360,"2,587"
E01014361,"1,873"
E01014362,"1,276"
E01014363,"1,294"
E01014364,"1,520"
E01014365,"1,494"
E01014366,"1,877"
E01014367,"1,775"
E01014368,"1,724"
E01014369,"1,670"
E01033216,"2,816"
E01014370,"1,981"
E01014371,"1,989"
E01014372,"2,025"
E01014373,"1,724"
E01014374,"1,544"
E01014375,"1,256"
E01014376,"1,478"
E01014377,"1,385"
E01014379,"2,815"
E01014380,"5,180"
E01014381,"1,614"
E01014382,"2,391"
E01014383,"1,066"
E01014384,"1,584"
E01014385,"1,344"
E01014386,"1,212"
E01014387,"1,554"
E01014388,"1,337"
E01014389,"1,535"
E01014390,"1,511"
E01014391,"1,662"
E01014392,"1,101"
E01014393,"1,296"
E01014394,"1,742"
E01014395,"1,239"
E01014396,"1,540"
E01014397,"1,390"
E01014398,"1,478"
E01014399,"2,044"
E01014400,"2,630"
E01014401,"1,735"
E01014402,"2,586"
E01014403,"1,602"
E01014404,"2,117"
E01014405,"2,360"
E01014407,"2,029"
E01014409,"1,653"
E01014410,"1,787"
E01014411,"2,257"
E01014412,"1,455"
E01014413,"2,326"
E01014414,"1,542"
E01014415,"2,042"
E01014416,"1,745"
E01014417,"1,774"
E01014418,"1,461"
E01014419,"1,450"
E01014420,"1,560"
E01014421,"1,393"
E01014422,"1,754"
E01014423,"1,531"
E01014424,"1,957"
E01014425,"2,287"
E01014426,"1,454"
E01014427,"1,421"
E01014428,"1,370"
E01014429,"1,600"
E01014430,"1,589"
E01014431,"1,237"
E01014432,"1,390"
