pcon,lsoa11,pcds
N06000004,95GG01S1,36
N06000004,95GG01S2,31
N06000004,95GG01S3,31
N06000002,95GG02S1,27
N06000002,95GG02S2,25
N06000002,95GG02S3,75
N06000001,95GG03S1,49
N06000001,95GG03S2,52
N06000001,95GG03S3,62
N06000001,95GG04S1,90
N06000001,95GG04S2,62
N06000001,95GG04S3,81
N06000003,95GG05S1,43
N06000003,95GG05S2,35
N06000003,95GG05S3,39
N06000002,95GG06S1,37
N06000002,95GG06S2,27
N06000002,95GG06S3,39
N06000004,95GG07S1,36
N06000004,95GG07S2,39
N06000004,95GG07S3,28
N06000002,95GG08S1,44
N06000002,95GG08S2,46
N06000002,95GG08S3,44
N06000001,95GG09S1,60
N06000001,95GG09S2,42
N06000001,95GG09S3,83
N06000003,95GG10S1,143
N06000003,95GG10S2,74
N06000001,95GG11S1,83
N06000001,95GG11S2,44
N06000001,95GG11S3,31
N06000003,95GG12S1,70
N06000003,95GG12S2,40
N06000003,95GG12S3,41
N06000003,95GG12S4,93
N06000003,95GG12S5,56
N06000002,95GG13S1,35
N06000002,95GG13S2,28
N06000002,95GG13S3,46
N06000002,95GG14S1,33
N06000002,95GG14S2,32
N06000002,95GG14S3,23
N06000001,95GG15S1,53
N06000001,95GG15S2,43
N06000001,95GG15S3,41
N06000002,95GG16S1,63
N06000002,95GG16S2,60
N06000002,95GG16S3,26
N06000002,95GG17S1,42
N06000002,95GG17S2,24
N06000002,95GG17S3,37
N06000004,95GG18S1,72
N06000004,95GG18S2,74
N06000002,95GG19S1,89
N06000002,95GG19S2,114
N06000002,95GG20S1,499
N06000002,95GG20S2,72
N06000004,95GG21S1,76
N06000004,95GG21S2,75
N06000004,95GG21S3,292
N06000004,95GG22S1,45
N06000004,95GG22S2,44
N06000004,95GG22S3,34
N06000003,95GG23S1,26
N06000003,95GG23S2,29
N06000003,95GG23S3,39
N06000002,95GG24S1,43
N06000002,95GG24S2,32
N06000002,95GG24S3,42
N06000004,95GG25S1,55
N06000004,95GG25S2,32
N06000004,95GG25S3,26
N06000004,95GG26S1,36
N06000004,95GG26S2,38
N06000004,95GG27S1,26
N06000004,95GG27S2,35
N06000004,95GG27S3,26
N06000004,95GG27S4,23
N06000004,95GG28S1,44
N06000004,95GG28S2,36
N06000004,95GG28S3,39
N06000001,95GG29S1,130
N06000001,95GG29S2,84
N06000001,95GG30S1,28
N06000001,95GG30S2,41
N06000001,95GG30S3,18
N06000004,95GG31S1,55
N06000004,95GG31S2,35
N06000004,95GG31S3,40
N06000002,95GG32S1,104
N06000002,95GG32S2,46
N06000002,95GG32S3,33
N06000003,95GG33S1,52
N06000003,95GG33S2,41
N06000003,95GG33S3,84
N06000003,95GG34S1,23
N06000003,95GG34S2,23
N06000003,95GG34S3,51
N06000002,95GG35S1,173
N06000002,95GG35S2,45
N06000002,95GG35S3,38
N06000001,95GG36S1,35
N06000001,95GG36S2,33
N06000001,95GG36S3,42
N06000003,95GG37S1,67
N06000003,95GG37S2,35
N06000003,95GG37S3,47
N06000003,95GG38S1,80
N06000003,95GG38S2,45
N06000003,95GG38S3,30
N06000003,95GG39S1,880
N06000003,95GG39S2,328
N06000003,95GG39S3,85
N06000004,95GG40S1,78
N06000004,95GG40S2,131
N06000001,95GG41S1,116
N06000001,95GG41S2,64
N06000001,95GG41S3,64
N06000003,95GG42S1,33
N06000003,95GG42S2,25
N06000003,95GG42S3,57
N06000003,95GG42S4,46
N06000001,95GG43S1,50
N06000001,95GG43S2,31
N06000001,95GG43S3,35
N06000001,95GG44S1,108
N06000001,95GG44S2,88
N06000003,95GG45S1,96
N06000003,95GG45S2,33
N06000003,95GG45S3,44
N06000004,95GG46S1,25
N06000004,95GG46S2,27
N06000004,95GG46S3,26
N06000002,95GG47S1,84
N06000002,95GG47S2,48
N06000002,95GG47S3,45
N06000004,95GG48S1,18
N06000004,95GG48S2,55
N06000004,95GG48S3,28
N06000003,95GG49S1,57
N06000003,95GG49S2,52
N06000003,95GG49S3,39
N06000003,95GG49S4,31
N06000003,95GG50S1,26
N06000003,95GG50S2,80
N06000003,95GG50S3,44
N06000002,95GG51S1,30
N06000002,95GG51S2,45
N06000002,95GG51S3,38
N06000005,95HH01W1,59
N06000005,95HH02S1,30
N06000005,95HH02S2,35
N06000005,95HH03W1,44
N06000005,95HH04S1,30
N06000005,95HH04S2,32
N06000005,95HH05W1,39
N06000005,95HH06S1,51
N06000005,95HH06S2,56
N06000005,95HH07W1,23
N06000005,95HH08W1,71
N06000005,95HH09W1,114
N06000005,95HH10W1,59
N06000005,95HH11W1,33
N06000005,95HH12W1,45
N06000005,95HH13W1,27
N06000005,95HH14W1,32
N06000005,95HH15W1,64
N06000005,95HH16W1,62
N06000005,95HH17W1,49
N06000001,95II01S1,77
N06000001,95II01S2,89
N06000003,95II02S1,60
N06000003,95II02S2,71
N06000003,95II02S3,71
N06000003,95II03S1,53
N06000003,95II03S2,52
N06000001,95II04S1,120
N06000001,95II04S2,83
N06000003,95II05S1,48
N06000003,95II05S2,61
N06000003,95II06S1,46
N06000003,95II06S2,44
N06000001,95II07W1,30
N06000001,95II08W1,47
N06000001,95II09S1,113
N06000001,95II09S2,42
N06000001,95II10W1,117
N06000003,95II11W1,99
N06000001,95II12W1,65
N06000001,95II13W1,141
N06000003,95II14W1,72
N06000003,95II15S1,43
N06000003,95II15S2,72
N06000001,95II16W1,121
N06000001,95II17W1,55
N06000003,95II18W1,117
N06000016,95II19S1,65
N06000016,95II19S2,88
N06000003,95II20W1,188
N06000001,95II21W1,51
N06000001,95II22W1,56
N06000003,95II23W1,40
N06000006,95JJ01W1,116
N06000006,95JJ02W1,117
N06000006,95JJ03S1,27
N06000006,95JJ03S2,17
N06000006,95JJ04S1,60
N06000006,95JJ04S2,66
N06000006,95JJ05W1,135
N06000006,95JJ06W1,58
N06000006,95JJ07W1,52
N06000006,95JJ08S1,62
N06000006,95JJ08S2,77
N06000006,95JJ09W1,106
N06000006,95JJ10W1,98
N06000006,95JJ11S1,42
N06000006,95JJ11S2,62
N06000006,95JJ12W1,98
N06000006,95JJ13S1,54
N06000006,95JJ13S2,32
N06000006,95JJ14W1,88
N06000006,95JJ15W1,70
N06000006,95JJ16W1,86
N06000006,95JJ17W1,89
N06000006,95JJ18W1,102
N06000006,95JJ19S1,59
N06000006,95JJ19S2,39
N06000006,95JJ20S1,62
N06000006,95JJ20S2,33
N06000006,95JJ21W1,76
N06000006,95JJ22W1,85
N06000010,95KK01W1,42
N06000010,95KK02W1,76
N06000010,95KK03W1,77
N06000010,95KK04W1,59
N06000010,95KK05W1,75
N06000010,95KK06W1,47
N06000010,95KK07W1,78
N06000010,95KK08W1,91
N06000010,95KK09W1,80
N06000010,95KK10W1,93
N06000010,95KK11W1,62
N06000010,95KK12W1,81
N06000010,95KK13W1,102
N06000010,95KK14W1,87
N06000010,95KK15W1,98
N06000010,95KK16W1,56
N06000017,95LL01S1,61
N06000017,95LL01S2,46
N06000017,95LL02S1,38
N06000017,95LL02S2,118
N06000017,95LL03W1,65
N06000017,95LL04W1,77
N06000017,95LL05S1,56
N06000017,95LL05S2,36
N06000017,95LL06S1,45
N06000017,95LL06S2,43
N06000017,95LL07W1,68
N06000017,95LL08S1,18
N06000017,95LL08S2,44
N06000017,95LL09S1,67
N06000017,95LL09S2,46
N06000017,95LL10S1,66
N06000017,95LL10S2,64
N06000017,95LL11S1,36
N06000017,95LL11S2,63
N06000017,95LL12S1,64
N06000017,95LL12S2,13
N06000017,95LL13S1,122
N06000017,95LL13S2,40
N06000017,95LL14S1,20
N06000017,95LL14S2,23
N06000017,95LL15S1,53
N06000017,95LL15S2,36
N06000017,95LL16S1,77
N06000017,95LL16S2,115
N06000017,95LL17W1,67
N06000017,95LL18S1,55
N06000017,95LL18S2,34
N06000017,95LL19S1,54
N06000017,95LL19S2,71
N06000017,95LL20W1,62
N06000017,95LL21W1,121
N06000017,95LL22W1,72
N06000017,95LL23W1,55
N06000017,95LL24S1,58
N06000017,95LL24S2,60
N06000017,95LL25S1,60
N06000017,95LL25S2,31
N06000017,95LL26S1,36
N06000017,95LL26S2,51
N06000008,95MM01S1,25
N06000008,95MM01S2,51
N06000008,95MM01S3,33
N06000008,95MM02S1,44
N06000008,95MM02S2,18
N06000006,95MM03W1,96
N06000008,95MM04W1,49
N06000008,95MM05W1,71
N06000008,95MM06S1,25
N06000008,95MM06S2,21
N06000008,95MM07W1,111
N06000008,95MM08S1,33
N06000008,95MM08S2,36
N06000006,95MM09S1,30
N06000006,95MM09S2,61
N06000008,95MM10S1,21
N06000008,95MM10S2,16
N06000008,95MM11W1,47
N06000008,95MM12S1,60
N06000008,95MM12S2,20
N06000008,95MM12S3,24
N06000008,95MM13S1,19
N06000008,95MM13S2,17
N06000008,95MM13S3,14
N06000008,95MM13S4,31
N06000008,95MM13S5,21
N06000008,95MM14S1,55
N06000008,95MM14S2,111
N06000008,95MM15S1,54
N06000008,95MM15S2,36
N06000008,95MM16S1,82
N06000008,95MM16S2,142
N06000008,95MM17S1,25
N06000008,95MM17S2,40
N06000008,95MM18S1,65
N06000008,95MM18S2,52
N06000008,95MM19S1,64
N06000008,95MM19S2,50
N06000008,95MM20S1,68
N06000008,95MM20S2,69
N06000008,95MM21S1,33
N06000008,95MM21S2,36
N06000008,95MM22S1,38
N06000008,95MM22S2,30
N06000008,95MM23W1,77
N06000008,95MM24W1,43
N06000008,95MM25S1,13
N06000008,95MM25S2,13
N06000008,95MM25S3,44
N06000008,95MM25S4,30
N06000008,95MM26S1,23
N06000008,95MM26S2,28
N06000008,95MM27S1,248
N06000008,95MM27S2,56
N06000008,95MM28W1,188
N06000008,95MM29W1,107
N06000008,95MM30W1,49
N06000015,95NN01S1,63
N06000015,95NN01S2,73
N06000015,95NN02W1,60
N06000016,95NN03S1,51
N06000016,95NN03S2,38
N06000015,95NN04W1,87
N06000016,95NN05W1,77
N06000015,95NN06S1,29
N06000015,95NN06S2,73
N06000015,95NN07S1,31
N06000015,95NN07S2,71
N06000015,95NN08S1,55
N06000015,95NN08S2,44
N06000016,95NN09S1,51
N06000016,95NN09S2,52
N06000015,95NN10S1,54
N06000015,95NN10S2,44
N06000015,95NN11S1,37
N06000015,95NN11S2,62
N06000015,95NN12W1,83
N06000015,95NN13W1,90
N06000015,95NN14S1,70
N06000015,95NN14S2,59
N06000016,95NN15W1,83
N06000016,95NN16S1,51
N06000016,95NN16S2,44
N06000015,95NN17W1,73
N06000015,95NN18S1,51
N06000015,95NN18S2,51
N06000016,95NN19S1,49
N06000016,95NN19S2,82
N06000015,95NN20W1,146
N06000015,95NN21W1,85
N06000015,95NN22W1,128
N06000015,95NN23S1,71
N06000015,95NN23S2,51
N06000010,95OO01W1,74
N06000007,95OO02W1,103
N06000007,95OO03W1,110
N06000007,95OO04W1,84
N06000007,95OO05W1,63
N06000007,95OO06W1,82
N06000007,95OO07W1,105
N06000007,95OO08W1,87
N06000007,95OO09W1,91
N06000010,95OO10W1,74
N06000010,95OO11W1,96
N06000010,95OO12W1,96
N06000007,95OO13W1,58
N06000010,95OO14W1,81
N06000007,95OO15W1,56
N06000007,95OO16W1,92
N06000007,95OO17W1,82
N06000007,95OO18W1,126
N06000007,95OO19W1,88
N06000007,95OO20W1,75
N06000007,95OO21W1,110
N06000010,95OO22W1,53
N06000007,95PP01W1,136
N06000007,95PP02W1,224
N06000007,95PP03W1,312
N06000007,95PP04W1,327
N06000007,95PP05W1,198
N06000007,95PP06S1,30
N06000007,95PP06S2,102
N06000007,95PP07W1,288
N06000007,95PP08W1,255
N06000007,95PP09W1,48
N06000007,95PP10W1,253
N06000007,95PP11W1,92
N06000007,95PP12W1,309
N06000007,95PP13W1,93
N06000007,95PP14S1,155
N06000007,95PP14S2,168
N06000007,95PP15W1,214
N06000007,95PP16W1,166
N06000007,95PP17W1,83
N06000007,95PP18W1,265
N06000007,95PP19W1,260
N06000007,95PP20W1,160
N06000007,95PP21W1,245
N06000007,95PP22W1,85
N06000007,95PP23W1,167
N06000005,95QQ01W1,42
N06000005,95QQ02W1,93
N06000005,95QQ03W1,25
N06000005,95QQ04W1,39
N06000005,95QQ05W1,73
N06000005,95QQ06W1,71
N06000005,95QQ07W1,137
N06000005,95QQ08W1,27
N06000005,95QQ09W1,65
N06000005,95QQ10W1,76
N06000005,95QQ11W1,83
N06000005,95QQ12W1,60
N06000005,95QQ13W1,78
N06000005,95QQ14S1,85
N06000005,95QQ14S2,65
N06000005,95QQ15W1,35
N06000006,95RR01S1,52
N06000006,95RR01S2,43
N06000006,95RR02W1,41
N06000006,95RR03W1,25
N06000006,95RR04W1,40
N06000006,95RR05S1,18
N06000006,95RR05S2,16
N06000006,95RR06W1,49
N06000006,95RR07W1,44
N06000006,95RR08W1,53
N06000006,95RR09S1,57
N06000006,95RR09S2,42
N06000006,95RR10W1,29
N06000006,95RR11W1,49
N06000006,95RR12W1,20
N06000006,95RR13W1,113
N06000006,95RR14W1,58
N06000006,95RR15W1,49
N06000009,95SS01S1,62
N06000009,95SS01S2,73
N06000009,95SS02S1,44
N06000009,95SS02S2,59
N06000009,95SS03S1,56
N06000009,95SS03S2,63
N06000009,95SS04S1,38
N06000009,95SS04S2,58
N06000009,95SS04S3,100
N06000009,95SS05S1,52
N06000009,95SS05S2,79
N06000004,95SS06S1,41
N06000004,95SS06S2,36
N06000004,95SS06S3,22
N06000004,95SS07S1,52
N06000004,95SS07S2,11
N06000009,95SS07S3,110
N06000009,95SS08S1,53
N06000009,95SS08S2,89
N06000009,95SS09S1,55
N06000009,95SS09S2,44
N06000004,95SS10S1,62
N06000004,95SS10S2,33
N06000014,95SS11S1,78
N06000014,95SS11S2,108
N06000009,95SS12W1,82
N06000009,95SS13S1,122
N06000009,95SS13S2,29
N06000009,95SS14S1,29
N06000009,95SS14S2,40
N06000009,95SS15S1,55
N06000009,95SS15S2,96
N06000004,95SS16S1,31
N06000004,95SS16S2,31
N06000009,95SS17S1,80
N06000009,95SS17S2,24
N06000009,95SS18S1,27
N06000009,95SS18S2,56
N06000009,95SS19S1,43
N06000009,95SS19S2,37
N06000009,95SS20W1,62
N06000009,95SS21S1,58
N06000009,95SS21S2,81
N06000009,95SS22S1,35
N06000009,95SS22S2,55
N06000009,95SS23S1,68
N06000009,95SS23S2,60
N06000009,95SS24S1,65
N06000009,95SS24S2,45
N06000009,95SS25W1,78
N06000004,95SS26S1,27
N06000004,95SS26S2,24
N06000009,95SS27W1,61
N06000009,95SS28W1,80
N06000004,95SS29S1,23
N06000004,95SS29S2,29
N06000009,95SS30S1,31
N06000009,95SS30S2,66
N06000010,95TT01W1,78
N06000010,95TT02W1,47
N06000010,95TT03S1,41
N06000010,95TT03S2,53
N06000010,95TT04W1,81
N06000010,95TT05S1,64
N06000010,95TT05S2,40
N06000010,95TT06W1,80
N06000010,95TT07W1,95
N06000010,95TT08W1,99
N06000010,95TT09S1,42
N06000010,95TT09S2,40
N06000010,95TT10W1,65
N06000010,95TT11S1,55
N06000010,95TT11S2,42
N06000010,95TT12W1,90
N06000010,95TT13S1,45
N06000010,95TT13S2,39
N06000010,95TT14W1,60
N06000010,95TT15W1,99
N06000010,95TT16W1,72
N06000012,95UU06W1,36
N06000005,95UU09W1,42
N06000012,95UU14W1,53
N06000012,95UU99C1,87
N06000012,95UU99C2,73
N06000012,95UU99C3,98
N06000012,95UU99C4,68
N06000005,95UU99C5,79
N06000012,95UU99C6,78
N06000015,95VV01S1,38
N06000015,95VV01S2,45
N06000011,95VV02W1,49
N06000011,95VV03W1,73
N06000015,95VV04W1,85
N06000015,95VV05S1,64
N06000015,95VV05S2,57
N06000011,95VV06W1,114
N06000015,95VV07S1,53
N06000015,95VV07S2,67
N06000011,95VV08W1,121
N06000011,95VV09W1,45
N06000011,95VV10S1,20
N06000011,95VV10S2,95
N06000015,95VV11S1,36
N06000015,95VV11S2,40
N06000011,95VV12S1,39
N06000011,95VV12S2,24
N06000015,95VV13S1,84
N06000015,95VV13S2,49
N06000011,95VV14S1,57
N06000011,95VV14S2,36
N06000011,95VV15S1,40
N06000011,95VV15S2,34
N06000011,95VV16W1,82
N06000011,95VV17S1,47
N06000011,95VV17S2,60
N06000015,95VV18S1,48
N06000015,95VV18S2,36
N06000015,95VV19S1,32
N06000015,95VV19S2,30
N06000015,95VV20W1,74
N06000015,95VV21S1,60
N06000015,95VV21S2,52
N06000011,95VV22W1,153
N06000015,95VV23W1,73
N06000015,95VV24S1,34
N06000015,95VV24S2,29
N06000011,95VV25S1,66
N06000011,95VV25S2,63
N06000015,95VV26W1,111
N06000011,95VV27W1,76
N06000011,95VV28S1,44
N06000011,95VV28S2,65
N06000011,95VV30S1,47
N06000011,95VV30S2,38
N06000002,95WW01S1,73
N06000002,95WW01S2,24
N06000014,95WW02S1,39
N06000014,95WW02S2,48
N06000014,95WW03S1,41
N06000014,95WW03S2,33
N06000014,95WW04S1,23
N06000014,95WW04S2,24
N06000002,95WW05S1,56
N06000002,95WW05S2,72
N06000014,95WW06S1,78
N06000014,95WW06S2,53
N06000014,95WW07S1,87
N06000014,95WW07S2,49
N06000014,95WW08S1,46
N06000014,95WW08S2,41
N06000014,95WW09S1,62
N06000014,95WW09S2,35
N06000002,95WW10S1,46
N06000002,95WW10S2,26
N06000002,95WW11S1,43
N06000002,95WW11S2,38
N06000002,95WW12W1,78
N06000014,95WW13S1,55
N06000014,95WW13S2,57
N06000002,95WW14W1,52
N06000002,95WW15S1,21
N06000002,95WW15S2,21
N06000002,95WW16S1,37
N06000014,95WW17W1,62
N06000002,95WW18W1,81
N06000005,95WW19S1,44
N06000005,95WW19S2,40
N06000005,95WW19S3,50
N06000014,95WW20S1,91
N06000014,95WW20S2,259
N06000014,95WW20S3,81
N06000005,95WW21S1,42
N06000005,95WW21S2,46
N06000014,95WW22S1,61
N06000014,95WW22S2,87
N06000005,95WW23S1,58
N06000005,95WW23S2,64
N06000002,95WW24S1,69
N06000002,95WW24S2,54
N06000002,95WW25W1,62
N06000013,95XX01S1,71
N06000013,95XX01S2,45
N06000013,95XX01S3,57
N06000013,95XX02W1,108
N06000013,95XX03S1,60
N06000013,95XX03S2,41
N06000013,95XX04S1,63
N06000013,95XX04S2,103
N06000013,95XX05W1,125
N06000013,95XX06S1,81
N06000013,95XX06S2,88
N06000013,95XX07S1,32
N06000013,95XX07S2,38
N06000013,95XX08S1,30
N06000013,95XX08S2,28
N06000013,95XX09S1,57
N06000013,95XX09S2,37
N06000013,95XX10S1,28
N06000013,95XX10S2,69
N06000013,95XX10S3,28
N06000013,95XX11S1,79
N06000013,95XX11S2,103
N06000013,95XX11S3,72
N06000013,95XX12W1,100
N06000013,95XX13W1,110
N06000013,95XX14W1,94
N06000013,95XX15W1,53
N06000013,95XX16W1,168
N06000013,95XX17S1,113
N06000013,95XX17S2,58
N06000013,95XX18W1,122
N06000013,95XX19W1,87
N06000013,95XX20S1,56
N06000013,95XX20S2,29
N06000013,95XX21W1,92
N06000013,95XX22W1,50
N06000013,95XX23W1,62
N06000013,95XX24S1,32
N06000013,95XX24S2,36
N06000013,95XX25W1,58
N06000018,95YY01W1,138
N06000018,95YY02W1,78
N06000018,95YY03W1,142
N06000018,95YY04W1,70
N06000018,95YY05W1,117
N06000018,95YY06W1,93
N06000018,95YY07W1,103
N06000018,95YY08W1,92
N06000018,95YY09W1,85
N06000018,95YY10W1,124
N06000018,95YY11W1,98
N06000018,95YY12W1,115
N06000018,95YY13S1,27
N06000018,95YY13S2,33
N06000018,95YY14S1,45
N06000018,95YY14S2,44
N06000018,95YY15S1,45
N06000018,95YY15S2,45
N06000018,95YY16W1,141
N06000018,95YY17W1,93
N06000018,95YY18W1,81
N06000018,95YY19W1,70
N06000018,95YY20W1,81
N06000018,95YY21W1,116
N06000018,95ZZ01W1,86
N06000018,95ZZ02W1,29
N06000018,95ZZ03W1,76
N06000018,95ZZ04W1,112
N06000018,95ZZ05W1,84
N06000018,95ZZ06W1,53
N06000018,95ZZ07W1,88
N06000018,95ZZ08W1,109
N06000018,95ZZ09W1,100
N06000018,95ZZ10W1,150
N06000018,95ZZ11W1,129
N06000018,95ZZ12W1,59
N06000018,95ZZ13W1,99
N06000018,95ZZ14S1,34
N06000018,95ZZ14S2,16
N06000018,95ZZ15W1,92
N06000018,95ZZ16S1,21
N06000018,95ZZ16S2,35
E14000639,E01000001,147
E14000639,E01000002,321
E14000639,E01000003,47
E14000639,E01000005,300
E14000540,E01000006,16
E14000540,E01000007,81
E14000540,E01000008,29
E14000540,E01000009,39
E14000540,E01000010,129
E14000540,E01000011,13
E14000540,E01000012,26
E14000540,E01000013,32
E14000540,E01000014,22
E14000540,E01000015,47
E14000540,E01000016,30
E14000540,E01000017,22
E14000540,E01000018,25
E14000540,E01000019,21
E14000540,E01000020,30
E14000540,E01000021,31
E14000540,E01000022,23
E14000540,E01000023,41
E14000540,E01000024,38
E14000540,E01000025,25
E14000657,E01000027,43
E14000657,E01000028,28
E14000657,E01000029,33
E14000657,E01000030,33
E14000657,E01000031,49
E14000657,E01000032,52
E14000657,E01000033,19
E14000657,E01000034,32
E14000657,E01000035,54
E14000657,E01000036,27
E14000657,E01000037,21
E14000657,E01000038,55
E14000657,E01000039,26
E14000540,E01000040,28
E14000540,E01000041,20
E14000540,E01000042,42
E14000540,E01000043,23
E14000540,E01000044,20
E14000540,E01000045,35
E14000540,E01000046,30
E14000540,E01000048,34
E14000540,E01000049,32
E14000540,E01000050,50
E14000540,E01000051,41
E14000540,E01000052,338
E14000540,E01000053,26
E14000540,E01000054,20
E14000540,E01000055,25
E14000540,E01000056,22
E14000540,E01000057,18
E14000540,E01000058,19
E14000540,E01000059,35
E14000657,E01000060,41
E14000657,E01000061,45
E14000657,E01000062,36
E14000657,E01000063,22
E14000657,E01000064,47
E14000657,E01000065,502
E14000540,E01000066,26
E14000540,E01000067,21
E14000540,E01000068,24
E14000540,E01000069,37
E14000540,E01000070,54
E14000540,E01000071,39
E14000540,E01000072,28
E14000540,E01000073,20
E14000540,E01000074,20
E14000540,E01000075,26
E14000540,E01000076,23
E14000540,E01000077,23
E14000540,E01000078,23
E14000540,E01000079,26
E14000540,E01000080,26
E14000540,E01000081,24
E14000540,E01000082,23
E14000540,E01000083,21
E14000657,E01000084,25
E14000657,E01000085,25
E14000657,E01000086,17
E14000657,E01000087,30
E14000657,E01000088,39
E14000657,E01000089,14
E14000657,E01000090,35
E14000540,E01000091,45
E14000540,E01000092,143
E14000540,E01000093,38
E14000540,E01000094,51
E14000540,E01000095,91
E14000540,E01000096,52
E14000540,E01000097,23
E14000540,E01000098,32
E14000540,E01000099,49
E14000540,E01000100,21
E14000540,E01000101,23
E14000540,E01000102,33
E14000657,E01000103,34
E14000657,E01000104,35
E14000657,E01000105,44
E14000657,E01000106,47
E14000657,E01000107,21
E14000657,E01000108,34
E14000657,E01000109,54
E14000657,E01000110,28
E14000657,E01000111,48
E14000657,E01000112,48
E14000657,E01000113,36
E14000657,E01000114,38
E14000636,E01000115,51
E14000636,E01000116,34
E14000636,E01000117,36
E14000636,E01000118,30
E14000636,E01000119,39
E14000636,E01000120,28
E14000636,E01000121,32
E14000636,E01000122,30
E14000636,E01000123,64
E14000636,E01000124,55
