pcon,lsoa11,pcds
E14000943,E01025448,39
E14000943,E01025449,37
E14000943,E01025450,30
E14000943,E01025451,70
E14000943,E01025452,59
E14000943,E01025453,83
E14000943,E01025454,41
E14000943,E01025455,60
E14000894,E01025456,53
E14000894,E01025457,55
E14000894,E01025458,44
E14000943,E01025459,81
E14000943,E01025460,70
E14000894,E01025461,40
E14000894,E01025462,46
E14000894,E01025463,34
E14000894,E01025464,20
E14000894,E01025465,22
E14000943,E01025466,38
E14000943,E01025467,47
E14001033,E01025468,38
E14001033,E01025469,26
E14001033,E01025470,32
E14001033,E01025471,14
E14001033,E01025472,37
E14001033,E01025473,47
E14001033,E01025474,63
E14001033,E01025475,44
E14001033,E01025476,47
E14001033,E01025477,42
E14001033,E01025478,42
E14001033,E01025479,112
E14001033,E01025480,29
E14001033,E01025481,33
E14001033,E01025482,39
E14001033,E01025483,46
E14001033,E01025484,59
E14001033,E01025485,58
E14001033,E01025486,35
E14001033,E01025487,72
E14001033,E01025488,95
E14001033,E01025489,29
E14001033,E01025490,43
E14001033,E01025491,56
E14001033,E01025492,26
E14001033,E01025493,37
E14001033,E01025494,26
E14001033,E01025495,80
E14000943,E01025496,24
E14000943,E01025497,35
E14000943,E01025498,86
E14001033,E01025499,34
E14001033,E01025500,74
E14001033,E01025501,29
E14001033,E01025502,30
E14001033,E01025503,14
E14001033,E01025504,19
E14001033,E01025505,25
E14001033,E01025506,82
E14000943,E01025507,58
E14000943,E01025508,41
E14000943,E01025509,27
E14001033,E01025510,54
E14001033,E01025511,41
E14001033,E01025512,37
E14000943,E01025513,73
E14001033,E01025514,85
E14001033,E01025515,50
E14001033,E01025516,30
E14001033,E01025517,268
E14001033,E01025518,154
E14001033,E01025519,21
E14001033,E01025520,27
E14001033,E01025521,228
E14001033,E01025522,33
E14001033,E01025523,49
E14001033,E01025524,42
E14001033,E01025525,20
E14001033,E01025526,43
E14001033,E01025527,26
E14001033,E01025528,24
E14001033,E01025529,26
E14000943,E01025530,64
E14000943,E01025531,48
E14000943,E01025532,37
E14000943,E01025533,51
E14001033,E01025534,41
E14001033,E01025535,61
E14001033,E01025536,27
E14001033,E01025537,47
E14001033,E01025538,70
E14001033,E01025539,51
E14001033,E01025540,33
E14000572,E01025541,60
E14000572,E01025542,46
E14000572,E01025543,67
E14000572,E01025544,41
E14001057,E01025545,223
E14001057,E01025546,73
E14001057,E01025547,85
E14001057,E01025548,41
E14001057,E01025549,103
E14001057,E01025550,24
E14001057,E01025551,23
E14001057,E01025552,33
E14001057,E01025553,85
E14000572,E01025554,34
E14000572,E01025555,46
E14000572,E01025556,29
E14000572,E01025557,47
E14001057,E01025558,55
E14001057,E01025559,183
E14001057,E01025560,35
E14001057,E01025561,51
E14001057,E01025562,122
E14001057,E01025563,28
E14001057,E01025564,50
E14001057,E01025565,70
E14001057,E01025566,65
E14001057,E01025567,40
E14001057,E01025568,48
E14001057,E01025569,44
E14000572,E01025570,171
E14000572,E01025571,25
E14000572,E01025572,41
E14000776,E01025573,41
E14000776,E01025574,61
E14000776,E01025575,83
E14001057,E01025576,69
E14001057,E01025577,32
E14000776,E01025578,30
E14000776,E01025579,21
E14000776,E01025580,28
E14000776,E01025581,34
E14000776,E01025582,160
E14000776,E01025583,27
E14000776,E01025584,88
E14000776,E01025585,77
E14000776,E01025586,41
E14000776,E01025587,38
E14000776,E01025588,43
E14000776,E01025589,57
E14000776,E01025590,38
E14000776,E01025591,73
E14000776,E01025592,27
E14000776,E01025593,39
E14001057,E01025594,52
E14001057,E01025595,55
E14001057,E01025596,69
E14001057,E01025597,25
E14001057,E01025598,79
E14001057,E01025599,37
E14001057,E01025600,37
E14000572,E01025601,41
E14000572,E01025602,88
E14000572,E01025603,39
E14000572,E01025604,53
E14000776,E01025605,29
E14000776,E01025606,23
E14000776,E01025607,29
E14000776,E01025608,37
E14000776,E01025609,105
E14000940,E01025610,55
E14000940,E01025611,51
E14000940,E01025612,62
E14000940,E01025613,63
E14000940,E01025614,45
E14000940,E01025615,100
E14000940,E01025616,62
E14000940,E01025617,91
E14000940,E01025618,80
E14000940,E01025619,65
E14000940,E01025620,40
E14000940,E01025621,57
E14000625,E01025622,35
E14000625,E01025623,39
E14000625,E01025624,52
E14000940,E01025625,45
E14000940,E01025626,145
E14000940,E01025627,114
E14000625,E01025629,38
E14000625,E01025630,64
E14000625,E01025631,30
E14000625,E01025632,23
E14000625,E01025633,41
E14000625,E01025634,36
E14000625,E01025635,20
E14000940,E01025636,22
E14000940,E01025637,30
E14000625,E01025638,80
E14000625,E01025639,56
E14000625,E01025640,77
E14000940,E01025641,81
E14000940,E01025642,126
E14000940,E01025643,71
E14000940,E01025644,46
E14000940,E01025645,56
E14000940,E01025646,64
E14000940,E01025647,65
E14000940,E01025648,86
E14000940,E01025649,96
E14000940,E01025650,59
E14000940,E01025651,56
E14000940,E01025652,23
E14000940,E01025653,32
E14000940,E01025654,27
E14000940,E01025655,33
E14000940,E01025656,19
E14000940,E01025657,43
E14000940,E01025658,42
E14000940,E01025659,112
E14000940,E01025660,27
E14000940,E01025661,77
E14000940,E01025662,76
E14000940,E01025663,87
E14000940,E01025664,42
E14000940,E01025665,64
E14000940,E01025666,28
E14000940,E01025667,22
E14000940,E01025668,27
E14000940,E01025669,745
E14000625,E01025670,21
E14000625,E01025671,47
E14000625,E01025672,42
E14000625,E01025673,45
E14000797,E01025674,34
E14000797,E01025675,38
E14000797,E01025676,54
E14000797,E01025677,31
E14000625,E01025678,41
E14000625,E01025679,121
E14000625,E01025680,44
E14000625,E01025681,46
E14000625,E01025682,34
E14000625,E01025683,41
E14000625,E01025684,43
E14000625,E01025685,71
E14000625,E01025686,68
E14000625,E01025687,57
E14000625,E01025688,49
E14000797,E01025689,55
E14000797,E01025690,46
E14000797,E01025692,76
E14000797,E01025693,55
E14000797,E01025695,52
E14000797,E01025696,46
E14000797,E01025697,39
E14000797,E01025698,59
E14000797,E01025699,170
E14000797,E01025700,56
E14000797,E01025701,34
E14000797,E01025702,16
E14000797,E01025703,349
E14000797,E01025704,151
E14000797,E01025705,33
E14000797,E01025706,40
E14000797,E01025707,24
E14000797,E01025708,38
E14000797,E01025709,37
E14000797,E01025710,25
E14000797,E01025711,31
E14000797,E01025712,29
E14000797,E01025713,37
E14000797,E01025714,65
E14000797,E01025715,24
E14000797,E01025716,28
E14000797,E01025717,53
E14000797,E01025718,106
E14000797,E01025719,27
E14000797,E01025720,85
E14000797,E01025721,27
E14000797,E01025722,29
E14000797,E01025723,52
E14000797,E01025724,52
E14000797,E01025725,59
E14000625,E01025726,39
E14000625,E01025727,27
E14000625,E01025728,41
E14000625,E01025729,33
E14000625,E01025730,121
E14000625,E01025731,80
E14000797,E01025732,52
E14000797,E01025733,45
E14000797,E01025734,36
E14000797,E01025735,76
E14000625,E01025736,32
E14000625,E01025737,56
E14000625,E01025738,41
E14000625,E01025739,71
E14000797,E01025740,41
E14000797,E01025741,26
E14000797,E01025742,23
E14000797,E01025743,52
E14000797,E01025744,150
E14000797,E01025745,25
E14000797,E01025746,48
E14000797,E01025747,32
E14000797,E01025748,45
E14000797,E01025749,37
E14000797,E01025750,36
E14000797,E01025751,37
E14000625,E01025752,70
E14000625,E01025753,57
E14000625,E01025754,38
E14000625,E01025755,44
E14000625,E01025756,66
E14000625,E01025757,44
E14000625,E01025758,67
E14000625,E01025759,197
E14000797,E01025760,57
E14000797,E01025761,58
E14000625,E01025762,30
E14000625,E01025763,52
E14000625,E01025764,29
E14000625,E01025765,26
E14000625,E01025766,46
E14000625,E01025767,40
E14000625,E01025768,74
E14000625,E01025769,82
E14000909,E01025770,91
E14000728,E01025771,122
E14000940,E01025772,50
E14000940,E01025773,62
E14000940,E01025774,47
E14000940,E01025775,40
E14000940,E01025776,39
E14000940,E01025777,107
E14000728,E01025778,99
E14000728,E01025779,64
E14000728,E01025780,37
E14000728,E01025781,54
E14000728,E01025782,87
E14000728,E01025783,89
E14000728,E01025784,54
E14000728,E01025785,74
E14000728,E01025786,36
E14000728,E01025787,80
E14000728,E01025788,59
E14000728,E01025789,58
E14000940,E01025790,55
E14000940,E01025791,72
E14000940,E01025792,92
E14000940,E01025793,242
E14000728,E01025794,37
E14000728,E01025795,92
E14000728,E01025796,362
E14000728,E01025797,42
E14000728,E01025798,49
E14000728,E01025799,37
E14000728,E01025800,33
E14000728,E01025801,42
E14000728,E01025802,30
E14000728,E01025803,33
E14000728,E01025804,36
E14000728,E01025805,73
E14000728,E01025806,19
E14000728,E01025807,22
E14000940,E01025808,121
E14000909,E01025809,92
E14000940,E01025810,115
E14000909,E01025812,39
E14000909,E01025813,51
E14000909,E01025814,44
E14000909,E01025815,83
E14000940,E01025816,100
E14000583,E01025817,57
E14000583,E01025818,66
E14000583,E01025819,59
E14000583,E01025820,28
E14000583,E01025821,49
E14000583,E01025822,30
E14000583,E01025823,21
E14000583,E01025824,34
E14000583,E01025825,24
E14000583,E01025826,30
E14000583,E01025827,27
E14000583,E01025828,30
E14000583,E01025829,22
E14000583,E01025830,37
E14000583,E01025831,19
E14000583,E01025832,38
E14000583,E01025833,43
E14000583,E01025834,33
E14000583,E01025835,62
E14000583,E01025836,38
E14000583,E01025837,81
E14000583,E01025838,60
E14000583,E01025839,141
E14000583,E01025840,29
E14000583,E01025841,34
E14000583,E01025842,37
E14000583,E01025843,53
E14000583,E01025844,35
E14000625,E01025845,34
E14000625,E01025846,52
E14000625,E01025847,24
E14000625,E01025848,33
E14000583,E01025849,65
E14000583,E01025850,23
E14000583,E01025851,21
E14000583,E01025852,649
E14000583,E01025853,83
E14000583,E01025854,34
E14000583,E01025855,24
E14000583,E01025856,26
E14000583,E01025857,17
E14000583,E01025858,80
E14000583,E01025859,25
E14000583,E01025860,33
E14000583,E01025861,37
E14000583,E01025862,35
E14000583,E01025863,24
E14000583,E01025864,44
E14000583,E01025865,22
E14000583,E01025866,27
E14000583,E01025867,24
E14000583,E01025868,35
E14000583,E01025869,78
E14000583,E01025870,53
E14000583,E01025871,68
E14000583,E01025872,28
E14000583,E01025873,56
E14000583,E01025874,44
E14000583,E01025875,41
E14000583,E01025876,51
E14000583,E01025877,71
E14000583,E01025878,120
E14000583,E01025879,33
E14000583,E01025880,34
E14000583,E01025881,50
E14000583,E01025882,78
E14000909,E01025883,49
E14000909,E01025884,45
E14000909,E01025885,62
E14000909,E01025886,50
E14000909,E01025887,120
E14000909,E01025888,90
E14000909,E01025889,98
E14000909,E01025890,31
E14000909,E01025891,52
E14000909,E01025892,68
E14000909,E01025893,29
E14000909,E01025894,86
E14000909,E01025895,32
E14000909,E01025896,45
E14000909,E01025897,55
E14000909,E01025898,27
E14000909,E01025899,53
E14000909,E01025900,26
E14000909,E01025901,48
E14000909,E01025902,32
E14000909,E01025903,286
E14000909,E01025904,52
E14000909,E01025905,26
E14000909,E01025906,30
E14000909,E01025907,27
E14000909,E01025908,54
E14000909,E01025909,86
E14000909,E01025910,94
E14000909,E01025911,67
E14000909,E01025912,100
E14000858,E01025913,102
E14000858,E01025914,45
E14000858,E01025915,197
E14000858,E01025916,168
E14000858,E01025917,186
E14000858,E01025918,67
E14000858,E01025919,67
E14000858,E01025920,83
E14000858,E01025921,78
E14000858,E01025923,80
E14000858,E01025924,126
E14000858,E01025925,172
E14000858,E01025926,88
E14000858,E01025927,58
E14000858,E01025928,58
E14000858,E01025929,65
E14000858,E01025930,191
E14000858,E01025931,65
E14000858,E01025932,54
E14000858,E01025933,49
E14000858,E01025934,76
E14000858,E01025935,46
E14000858,E01025936,38
E14000858,E01025937,90
E14000858,E01025938,50
E14000858,E01025939,100
E14000858,E01025940,79
E14000858,E01025941,76
E14000858,E01025942,82
E14000858,E01025943,87
E14000858,E01025944,66
E14000858,E01025945,66
E14000858,E01025946,81
E14000858,E01025947,45
E14000858,E01025948,41
E14000858,E01025949,51
E14000858,E01025950,50
E14000858,E01025951,67
E14000858,E01025952,41
E14000858,E01025953,23
E14000858,E01025954,52
E14000858,E01025955,95
E14000858,E01025956,41
E14000858,E01025957,358
E14000858,E01025958,80
E14000858,E01025959,97
E14000858,E01025960,50
E14000858,E01025961,52
E14000858,E01025962,58
E14000858,E01025963,82
E14000858,E01025964,130
E14000858,E01025965,76
E14000858,E01025966,47
E14000858,E01025967,54
E14000858,E01025968,76
E14000858,E01025969,56
E14000728,E01025970,39
E14000728,E01025971,26
E14000728,E01025972,30
E14000728,E01025973,52
E14000728,E01025974,40
E14000728,E01025975,36
E14000728,E01025976,47
E14000728,E01025977,58
E14000728,E01025978,50
E14000728,E01025979,30
E14000728,E01025980,19
E14000728,E01025981,28
E14000728,E01025982,36
E14000728,E01025983,28
E14000728,E01025984,28
E14000728,E01025985,63
E14000728,E01025986,55
E14000728,E01025987,91
E14000728,E01025988,70
E14000728,E01025989,69
E14000728,E01025990,65
E14000728,E01025991,66
E14000728,E01025992,358
E14000728,E01025993,41
E14000728,E01025994,90
E14000728,E01025995,47
E14000728,E01025997,43
E14000728,E01025998,87
E14000728,E01025999,56
E14000728,E01026000,63
E14000728,E01026001,68
E14000728,E01026003,76
E14000728,E01026004,46
E14000728,E01026005,57
E14000582,E01026006,157
E14000582,E01026007,43
E14000582,E01026008,74
E14000582,E01026009,68
E14000582,E01026010,23
E14000582,E01026011,51
E14000582,E01026012,19
E14000582,E01026013,40
E14000582,E01026014,50
E14000582,E01026015,31
E14000582,E01026016,134
E14000582,E01026017,98
E14000582,E01026018,90
E14000582,E01026019,75
E14000582,E01026020,89
E14000582,E01026021,50
E14000582,E01026022,48
E14000582,E01026023,86
E14000582,E01026024,111
E14000582,E01026025,413
E14000582,E01026026,44
E14000582,E01026027,37
E14000582,E01026028,34
E14000582,E01026029,91
E14000582,E01026030,55
E14000582,E01026031,28
E14000582,E01026032,43
E14000582,E01026033,119
E14000582,E01026034,74
E14000582,E01026035,46
E14000582,E01026036,85
E14000582,E01026037,39
E14000582,E01026038,34
E14000582,E01026039,47
E14000582,E01026040,47
E14000582,E01026041,32
E14000798,E01026042,74
E14000798,E01026043,86
E14000798,E01026044,55
E14000798,E01026045,122
E14000582,E01026046,63
E14000582,E01026047,38
E14000798,E01026048,56
E14000798,E01026049,87
E14000798,E01026050,47
E14000798,E01026051,41
E14000798,E01026052,49
E14000798,E01026053,50
E14000798,E01026054,60
E14000582,E01026055,64
E14000582,E01026056,99
E14000582,E01026057,109
E14000798,E01026058,138
E14000798,E01026059,54
E14000798,E01026060,59
E14000798,E01026061,35
E14000798,E01026062,42
E14000798,E01026063,51
E14000798,E01026064,54
E14000798,E01026065,55
E14000798,E01026066,74
E14000798,E01026067,148
E14000798,E01026068,141
E14000582,E01026069,113
E14000798,E01026070,146
E14000798,E01026071,184
E14000798,E01026072,62
E14000798,E01026073,106
E14000798,E01026074,76
E14000798,E01026075,117
E14000798,E01026076,97
E14000798,E01026077,86
E14000798,E01026078,23
E14000798,E01026079,84
E14000798,E01026080,74
E14000798,E01026081,120
E14000798,E01026082,139
E14000582,E01026083,56
E14000582,E01026084,45
E14000582,E01026085,85
E14000798,E01026087,28
E14000798,E01026088,36
E14000798,E01026089,94
E14000798,E01026090,34
E14000798,E01026091,35
E14000582,E01026092,60
E14000582,E01026093,242
E14000582,E01026094,60
E14000582,E01026095,37
E14000582,E01026096,43
E14000582,E01026097,58
E14000582,E01026098,69
E14000798,E01026099,97
E14000798,E01026100,97
E14000798,E01026101,50
E14000582,E01026102,106
E14000798,E01026103,80
E14000798,E01026104,78
E14000798,E01026105,130
E14000798,E01026106,47
E14000798,E01026107,55
E14000798,E01026108,73
E14000798,E01026109,88
E14000582,E01026110,76
E14000582,E01026111,74
E14000582,E01026112,62
E14000798,E01026113,119
E14000582,E01026114,46
E14000582,E01026115,43
E14000582,E01026116,58
E14000798,E01026117,102
E14000798,E01026118,51
E14000798,E01026119,40
E14000798,E01026120,88
E14000707,E01026121,159
E14000792,E01026122,163
E14000792,E01026123,107
E14000792,E01026124,66
E14000792,E01026125,33
E14000792,E01026126,57
E14000792,E01026127,25
E14000792,E01026128,62
E14000792,E01026129,21
E14000792,E01026130,35
E14000792,E01026131,36
E14000792,E01026132,899
E14000792,E01026133,100
E14000792,E01026134,67
E14000792,E01026135,40
E14000792,E01026136,36
E14000792,E01026137,19
E14000792,E01026138,35
E14000792,E01026139,28
E14000792,E01026140,21
E14000792,E01026141,24
E14000792,E01026142,32
E14000792,E01026143,216
E14000792,E01026144,38
E14000792,E01026145,53
E14000792,E01026146,49
E14000792,E01026147,74
E14000792,E01026148,70
E14000792,E01026149,52
E14000792,E01026150,45
E14000792,E01026151,63
E14000792,E01026152,39
E14000792,E01026153,47
E14000792,E01026154,31
E14000792,E01026155,26
E14000792,E01026156,26
E14000792,E01026157,33
E14000792,E01026158,33
E14000792,E01026159,50
E14000792,E01026160,39
E14000792,E01026161,40
E14000792,E01026162,48
E14000792,E01026163,55
E14000792,E01026164,43
E14000792,E01026165,58
E14000792,E01026166,32
E14000792,E01026167,94
E14000792,E01026168,36
E14000792,E01026169,42
E14000792,E01026170,33
E14000792,E01026171,47
E14000792,E01026172,31
E14000792,E01026173,32
E14000792,E01026174,48
E14000792,E01026175,55
E14000792,E01026176,146
E14000792,E01026177,53
E14000792,E01026178,52
E14000929,E01026179,55
E14000929,E01026180,50
E14000929,E01026182,47
E14000929,E01026183,89
E14000792,E01026184,43
E14000792,E01026186,52
E14000792,E01026187,41
E14000792,E01026188,57
E14000929,E01026189,55
E14000929,E01026190,71
E14000929,E01026191,54
E14000929,E01026192,45
E14000929,E01026193,62
E14000929,E01026194,51
E14000929,E01026195,75
E14000929,E01026196,99
E14000929,E01026197,56
E14000929,E01026198,38
E14000929,E01026199,91
E14000929,E01026200,54
E14000929,E01026201,77
E14000929,E01026202,49
E14000929,E01026203,84
E14000929,E01026204,43
E14000929,E01026205,64
E14000929,E01026206,42
E14000929,E01026207,51
E14000929,E01026208,53
E14000929,E01026209,92
E14000929,E01026210,86
E14000929,E01026211,82
E14000929,E01026212,44
E14000929,E01026213,52
E14000929,E01026214,28
E14000929,E01026215,37
E14000929,E01026218,36
E14000929,E01026219,32
E14000929,E01026220,71
E14000929,E01026221,146
E14000929,E01026222,51
E14000929,E01026223,44
E14000929,E01026224,41
E14000792,E01026225,60
E14000792,E01026226,65
E14000929,E01026227,238
E14000929,E01026228,28
E14000929,E01026229,37
E14000929,E01026230,45
E14000929,E01026231,64
E14000929,E01026232,101
E14000929,E01026233,33
E14000929,E01026234,72
E14000929,E01026235,58
E14000929,E01026236,30
E14000929,E01026237,26
E14000929,E01026238,49
E14000939,E01026239,93
E14000939,E01026240,72
E14000939,E01026241,59
E14000939,E01026242,58
E14000939,E01026243,36
E14000939,E01026244,62
E14000939,E01026245,96
E14000939,E01026246,94
E14000939,E01026247,61
E14000939,E01026248,100
E14000939,E01026249,75
E14000939,E01026250,78
E14000939,E01026251,47
E14000939,E01026252,57
E14000939,E01026253,43
E14000939,E01026254,71
E14000939,E01026255,62
E14000939,E01026256,59
E14000939,E01026257,50
E14000939,E01026258,338
E14000939,E01026259,52
E14000939,E01026260,50
E14000939,E01026262,29
E14000939,E01026263,59
E14000939,E01026264,28
E14000939,E01026265,32
E14000939,E01026266,149
E14000939,E01026267,74
E14000939,E01026268,49
E14000939,E01026269,53
E14000939,E01026270,60
E14000939,E01026271,36
E14000939,E01026272,80
E14000939,E01026273,40
E14000939,E01026274,72
E14000939,E01026275,56
E14000939,E01026276,88
E14000939,E01026277,33
E14000939,E01026278,53
E14000939,E01026279,35
E14000939,E01026280,103
E14000939,E01026281,46
E14000939,E01026282,72
E14000939,E01026283,52
E14000939,E01026284,54
E14000939,E01026285,63
E14000939,E01026286,42
E14000714,E01026287,26
E14000714,E01026288,36
E14000714,E01026289,50
E14000714,E01026290,85
E14000929,E01026291,76
E14000714,E01026292,26
E14000714,E01026293,82
E14000714,E01026294,31
E14000714,E01026296,53
E14000714,E01026297,24
E14000714,E01026298,70
E14000714,E01026299,65
E14000714,E01026300,44
E14000714,E01026301,225
E14000714,E01026302,29
E14000939,E01026303,17
E14000939,E01026304,43
E14000939,E01026305,30
E14000939,E01026306,36
E14000939,E01026307,28
E14000714,E01026308,26
E14000714,E01026309,34
E14000714,E01026310,19
E14000714,E01026311,34
E14000714,E01026312,20
E14000929,E01026313,77
E14000929,E01026314,37
E14000714,E01026315,137
E14000714,E01026316,117
E14000714,E01026317,99
E14000714,E01026318,38
E14000714,E01026319,61
E14000714,E01026320,57
E14000714,E01026321,30
E14000714,E01026322,24
E14000714,E01026323,542
E14000714,E01026324,48
E14000714,E01026325,28
E14000714,E01026326,37
E14000714,E01026327,32
E14000714,E01026328,34
E14000929,E01026329,95
E14000714,E01026330,95
E14000714,E01026331,134
E14000714,E01026332,114
E14000929,E01026333,111
E14000939,E01026334,40
E14000939,E01026335,74
E14000939,E01026336,59
E14000939,E01026337,50
E14000714,E01026338,54
E14000714,E01026339,28
E14000929,E01026340,61
E14000714,E01026341,33
E14000714,E01026342,41
E14000714,E01026343,54
E14000714,E01026344,36
E14000714,E01026345,44
E14000714,E01026346,32
E14000714,E01026347,57
E14000714,E01026348,22
E14000714,E01026349,59
E14000714,E01026350,104
E14000714,E01026351,309
E14000714,E01026352,24
E14000714,E01026353,53
E14000714,E01026354,20
E14000929,E01026355,86
E14000714,E01026356,23
E14000714,E01026357,28
E14000714,E01026358,33
E14000714,E01026359,58
E14000714,E01026360,57
E14000714,E01026361,98
E14000714,E01026362,45
E14000714,E01026363,48
E14000714,E01026364,46
E14000929,E01026365,94
E14000707,E01026366,80
E14000707,E01026367,114
E14000707,E01026368,65
E14000707,E01026369,32
E14000707,E01026370,71
E14000707,E01026371,34
E14000707,E01026372,104
E14000707,E01026373,97
E14000707,E01026374,34
E14000707,E01026375,49
E14000707,E01026376,58
E14000707,E01026377,57
E14000707,E01026378,31
E14000707,E01026379,195
E14000707,E01026380,61
E14000707,E01026381,54
E14000707,E01026382,52
E14000707,E01026383,43
E14000707,E01026384,175
E14000707,E01026385,69
E14000707,E01026386,83
E14000707,E01026387,127
E14000707,E01026388,95
E14000707,E01026389,62
E14000707,E01026390,179
E14000707,E01026391,79
E14000707,E01026392,119
E14000707,E01026393,50
E14000707,E01026394,75
E14000707,E01026395,56
E14000707,E01026396,32
E14000707,E01026397,99
E14000707,E01026398,53
E14000707,E01026399,66
E14000707,E01026400,50
E14000707,E01026401,51
E14000707,E01026402,58
E14000707,E01026403,69
E14000707,E01026404,83
E14000707,E01026405,59
E14000707,E01026406,31
E14000707,E01026407,60
E14000707,E01026408,50
E14000707,E01026409,51
E14000707,E01026410,62
E14000707,E01026411,214
E14000707,E01026412,56
E14000707,E01026413,55
E14000707,E01026414,79
E14000707,E01026415,82
E14000707,E01026416,63
E14000816,E01026419,72
E14000816,E01026420,48
E14000816,E01026421,79
E14000816,E01026422,79
E14000816,E01026423,56
E14000952,E01026424,81
E14000816,E01026425,57
E14000816,E01026426,256
E14000816,E01026427,124
E14000816,E01026428,59
E14000816,E01026429,32
E14000816,E01026430,73
E14000816,E01026431,30
E14000816,E01026432,41
E14000816,E01026433,20
E14000816,E01026434,44
E14000952,E01026435,103
E14000816,E01026436,104
E14000816,E01026437,50
E14000816,E01026438,47
E14000952,E01026439,55
E14000952,E01026440,70
E14000952,E01026441,75
E14000816,E01026442,124
E14000816,E01026443,103
E14000952,E01026444,108
E14000952,E01026445,72
E14000816,E01026446,58
E14000816,E01026447,33
E14000816,E01026448,56
E14000816,E01026449,170
E14000816,E01026450,54
E14000816,E01026451,70
E14000816,E01026452,84
E14000816,E01026453,91
E14000816,E01026454,27
E14000952,E01026455,139
E14000952,E01026456,52
E14000952,E01026457,50
E14000952,E01026458,50
E14000952,E01026459,61
E14000816,E01026461,83
E14000816,E01026462,100
E14000816,E01026464,49
E14000952,E01026465,34
E14000952,E01026466,60
E14000952,E01026467,30
E14000952,E01026468,246
E14000952,E01026469,30
E14000952,E01026470,44
E14000952,E01026471,30
E14000952,E01026472,25
E14000952,E01026473,29
E14000952,E01026474,59
E14000952,E01026475,35
E14000952,E01026476,31
E14000952,E01026477,53
E14000952,E01026478,52
E14000816,E01026479,69
E14000816,E01026480,48
E14000816,E01026481,62
E14000816,E01026483,60
E14000816,E01026484,71
E14000816,E01026485,65
E14000816,E01026486,44
E14000816,E01026487,51
E14000816,E01026488,54
E14000816,E01026489,35
E14000816,E01026490,51
E14000952,E01026491,130
E14000952,E01026492,34
E14000952,E01026493,77
E14000952,E01026494,105
E14000816,E01026495,42
E14000816,E01026496,47
E14000603,E01026497,71
E14000603,E01026498,56
E14000603,E01026499,80
E14000603,E01026500,40
E14000603,E01026501,71
E14000603,E01026502,70
E14000603,E01026503,60
E14000603,E01026504,96
E14000603,E01026505,82
E14000603,E01026506,46
E14000603,E01026507,70
E14000603,E01026508,31
E14000603,E01026509,80
E14000603,E01026510,112
E14000603,E01026511,67
E14000603,E01026512,51
E14000603,E01026513,38
E14000603,E01026514,62
E14000603,E01026515,44
E14000603,E01026516,55
E14000603,E01026517,82
E14000603,E01026518,15
E14000603,E01026519,34
E14000603,E01026520,37
E14000603,E01026521,94
E14000603,E01026522,83
E14000603,E01026523,91
E14000603,E01026524,92
E14000603,E01026525,97
E14000863,E01026526,26
E14000863,E01026527,37
E14000863,E01026528,26
E14000863,E01026529,52
E14000863,E01026530,71
E14000863,E01026531,54
E14000863,E01026532,48
E14000603,E01026533,38
E14000603,E01026534,52
E14000603,E01026535,68
E14000603,E01026536,78
E14000603,E01026537,22
E14000603,E01026538,63
E14000603,E01026539,96
E14000863,E01026540,32
E14000863,E01026541,39
E14000863,E01026542,36
E14000863,E01026543,49
E14000863,E01026544,34
E14000603,E01026545,50
E14000603,E01026546,40
E14000603,E01026547,84
E14000603,E01026548,33
E14000603,E01026549,67
E14000603,E01026550,26
E14000603,E01026551,22
E14000603,E01026552,26
E14000863,E01026553,21
E14000863,E01026554,28
E14000863,E01026555,29
E14000863,E01026556,46
E14000863,E01026557,42
E14000863,E01026558,76
E14000863,E01026559,978
E14000863,E01026560,260
E14000863,E01026561,77
E14000603,E01026562,20
E14000603,E01026563,17
E14000603,E01026564,29
E14000603,E01026565,16
E14000603,E01026566,39
E14000603,E01026567,48
E14000603,E01026568,35
E14000863,E01026569,34
E14000863,E01026570,30
E14000863,E01026571,25
E14000863,E01026572,32
E14000863,E01026573,43
E14000863,E01026574,27
E14000863,E01026575,53
E14000863,E01026576,38
E14000863,E01026577,95
E14000603,E01026578,79
E14000603,E01026579,59
E14000603,E01026580,43
E14000717,E01026581,48
E14000717,E01026582,35
E14000717,E01026583,28
E14000717,E01026584,37
E14000717,E01026585,33
E14000717,E01026586,16
E14000717,E01026587,83
E14000717,E01026588,84
E14000717,E01026589,36
E14000717,E01026590,48
E14000717,E01026591,46
E14000717,E01026592,39
E14000717,E01026593,51
E14000717,E01026594,49
E14000717,E01026595,51
E14000717,E01026596,364
E14000717,E01026597,133
E14000717,E01026598,48
E14000717,E01026599,27
E14000717,E01026600,34
E14000717,E01026601,29
E14000717,E01026602,44
E14000717,E01026603,31
E14000717,E01026604,32
E14000717,E01026605,42
E14000717,E01026606,65
E14000717,E01026607,60
E14000717,E01026608,51
E14000717,E01026609,58
E14000717,E01026610,37
E14000717,E01026611,35
E14000717,E01026612,67
E14000717,E01026613,44
E14000717,E01026614,46
E14000717,E01026615,36
E14000717,E01026616,29
E14000717,E01026617,28
E14000717,E01026618,34
E14000717,E01026619,28
E14000717,E01026620,31
E14000717,E01026621,24
E14000717,E01026622,92
E14000717,E01026623,126
E14000717,E01026624,63
E14000717,E01026625,46
E14000717,E01026626,88
E14000717,E01026627,42
E14000717,E01026628,44
E14000717,E01026629,49
E14000717,E01026630,39
E14000717,E01026631,57
