Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01010383,Hillhead,Glasgow City,705,585,1010,1048,791,740,2162,6223,1431,46
S01010384,Hillhead,Glasgow City,1538,1405,6171,5737,6508,6142,6330,4431,1798,821
S01010385,Hillhead,Glasgow City,872,757,3442,3256,3492,3276,2286,6927,4395,238
S01010386,Hillhead,Glasgow City,1020,836,1161,987,1350,696,1849,6890,1042,172
S01010387,Hillhead,Glasgow City,1512,1349,3763,3465,4278,3134,3185,5336,1855,799.5
S01010388,Glasgow Harbour and Partick South,Glasgow City,963,739,1100,1003,1044,703,1872,6877,1136,631
S01010389,Glasgow Harbour and Partick South,Glasgow City,1404,1231,6281,6302,6573,6707,4650,5068,4856.5,49
S01010390,Glasgow Harbour and Partick South,Glasgow City,1078,950,3128,2787,2728,3126,4027,6888,2730,103
S01010391,Glasgow Harbour and Partick South,Glasgow City,823,703,2289,2212,1923,2704,2297,6777,2091,518
S01010392,Glasgow Harbour and Partick South,Glasgow City,1015,806,6655,6083.5,6824,6968,6039,3949,4584,1028.5
S01010393,Partick,Glasgow City,988,791,4537,3986,4883,3603,3984,6799,2695,240
S01010394,Partick,Glasgow City,936,674,301,262,113,274,2356,5290,1718,359
S01010395,Partick,Glasgow City,1011,798,2670,2003,2916,2509,3119,6776,3139,230
S01010396,Partick,Glasgow City,1023,801,3268,2566,3305,2225,4444,6963,3455,477
S01010397,Partickhill and Hyndland,Glasgow City,553,433,5496,4174,5339,4594,5934,6930,4612,825
S01010398,Partickhill and Hyndland,Glasgow City,1074,810,6359,5594.5,6007,5239,6815,6667,2714,2050
S01010399,Partickhill and Hyndland,Glasgow City,1210,1002,6947,6746,6733,6896,6712,5592,4669,2858
S01010400,Partickhill and Hyndland,Glasgow City,1172,853,6781,6230,6484,6393,6651,6654,2654,2069
S01010401,Partickhill and Hyndland,Glasgow City,742,538,5006,3677,4619,4536,5839,6946,3776,909
S01010402,Partickhill and Hyndland,Glasgow City,974,735,6927,6073,6678,6761,6743,6951,4104,3541.5
S01010403,Dowanhill,Glasgow City,1016,682,6747,6028,6234,5897,6861,6151,3586,3608
S01010404,Dowanhill,Glasgow City,945,650,6549,5348.5,6416,6479,6048,6630,4023,1460
S01010405,Dowanhill,Glasgow City,792,566,6297,5629,5320,6523,6920,4939,3747,2170
S01010406,Dowanhill,Glasgow City,859,707,6192,5783,5890,6049,6116,5614,3788,222
S01010407,Dowanhill,Glasgow City,914,788,6097,5233,6423,5780,6492,6210,2262,334
S01010408,Kelvinside and Jordanhill,Glasgow City,550,358,2841,2813,1543,3120,6485,4388,3133,1407
S01010409,Kelvinside and Jordanhill,Glasgow City,652,387,6788,6611,5683,6283,6890,4491,5268,6280
S01010410,Kelvinside and Jordanhill,Glasgow City,566,379,6789,6907,6262,6457,6729,4404,3206,3188
S01010411,Kelvinside and Jordanhill,Glasgow City,1137,666,6677,6430,6359,6778,6914,3962,2084,5310
S01010412,Kelvinside and Jordanhill,Glasgow City,900,657,5199,6070,4733,6072,6583,2656,564,1434
S01010413,Kelvinside and Jordanhill,Glasgow City,804,446,6208,6225,5796,5391,6901,3217,2469.5,5429.5
S01010414,Kelvinside and Jordanhill,Glasgow City,1104,667,5860,4554,5360,4974,6793,5491,4949,2519
S01010415,Broomhill,Glasgow City,1030,723,1110,1108,709,754,3301,6447,974,1010
S01010416,Broomhill,Glasgow City,744,476,6427,6046.5,6517,6006,6856,2744,3983.5,2704.5
S01010417,Broomhill,Glasgow City,605,406,6903,6403,6723,6207,6650,5104,5124,4901
S01010418,Broomhill,Glasgow City,1143,877,6402,5326,6001.5,6168,6391,5579,3370,3665
S01010419,Broomhill,Glasgow City,982,690,6783,5988,6251,6146,6665,5053,6142,3509
S01010420,Victoria Park,Glasgow City,707,413,6064,5341,5504,5390,6770,4207,3204,5442
S01010421,Victoria Park,Glasgow City,874,554,5703,5347,5163.5,5522,6812,3331,2048,5066
S01010422,Victoria Park,Glasgow City,1156,752,4290,3478,3404,3105,6284,6591,3274,2896
S01010423,Whiteinch,Glasgow City,896,654,508,405,405,413,1584,5552,1289,348
S01010424,Whiteinch,Glasgow City,998,689,875,634,846,383,2752,6710,2044,577
S01010425,Whiteinch,Glasgow City,1073,769,343,281.5,287,409,928,6944,554,331
S01010426,Whiteinch,Glasgow City,722,541,1406,1143,1034,1744,2142,6875,2321,504
S01010427,Scotstoun North and East,Glasgow City,1161,740,914,646,660,1285,1959,6787,2208,216
S01010428,Scotstoun North and East,Glasgow City,730,463,5417,4323,4863,4477,6151,5177,4165,5249
S01010429,Scotstoun North and East,Glasgow City,989,642,6179,5387.5,4835,5411,6642,6904,3675,5694
S01010430,Scotstoun North and East,Glasgow City,937,640,890,669,839,1043,1263,6673,1722,387
S01010431,Scotstoun North and East,Glasgow City,675,445,6758,6206,5732,6261,6924,6136,3500,5733
S01010432,Scotstoun South and West,Glasgow City,902,662,1222,809,1099,1212,2633,6633,1101,528
S01010433,Scotstoun South and West,Glasgow City,631,441,224,101,222,422,861,6942,508,68
S01010434,Scotstoun South and West,Glasgow City,620,453,195,74,216,273,442,6903,2463,581
S01010435,Scotstoun South and West,Glasgow City,645,418,1707,1314,2342,912,2283,6738,672,2766
S01010436,Scotstoun South and West,Glasgow City,799,601,365,381,284,472,776,6724,468,292
S01010437,Yoker South,Glasgow City,570,384,1751,1295.5,1681,1623,2985,5052,2567.5,306
S01010438,Yoker South,Glasgow City,873,586,968,703,818,1333,1715,5116,1858,365
S01010439,Yoker South,Glasgow City,980,736,1160,744,1074,1741,1846,4955,1623,657
S01010440,Yoker South,Glasgow City,626,425,453,289,305,463,2594,4984,787,893
S01010441,Yoker South,Glasgow City,965,785,3687,3366,3629,3515,3158,5712,2328,1071
S01010442,Yoker South,Glasgow City,768,589,1019,763,1061,1738,800,5733,2002,337
S01010443,Yoker North,Glasgow City,559,370,2928,2704.5,3831,2415,1590,5123,4635,548
S01010444,Yoker North,Glasgow City,660,402,1383,1383,1538,732,1321,6609,2343,968
S01010445,Yoker North,Glasgow City,939,471,1150,1060,1021,879,1252,5728,3684,1032
S01010446,Yoker North,Glasgow City,825,562,3189,2663,3352,2297,3420,4805,4248,1927
S01010447,Knightswood West,Glasgow City,1029,710,512,335,290,514,2362,6121,2478,483
S01010448,Knightswood West,Glasgow City,855,597,2547,2232,2603,2290,2288,5566,2934,2571.5
S01010449,Knightswood West,Glasgow City,736,448,1541,1447,1487,1182,1640,5669,3142,947
S01010450,Knightswood East,Glasgow City,777,485,1359,1341,1249,1342,1262,4247,3492,773
S01010451,Knightswood East,Glasgow City,851,565,361,281.5,123,538,3243,5101,587,1223
S01010452,Knightswood East,Glasgow City,777,459,2061,1990,1612,1829,2298,6107,2954,1328
S01010453,Knightswood East,Glasgow City,761,571,491,343,296,887,1537,5771,866,703
S01010454,Knightswood East,Glasgow City,784,471,2102,1735,1501,2451,2789,6325,3148,1578
S01010455,Knightswood Park West,Glasgow City,886,593,50,62,18,23,940,3161,684,908
S01010456,Knightswood Park West,Glasgow City,538,329,2193,1841,2677,880,3993,3457,4206,1088
S01010457,Knightswood Park West,Glasgow City,547,374,2435,2888,2331,2462,3385,5003,298,610
S01010458,Knightswood Park West,Glasgow City,757,484,828,765,595,992,1315,4912,1963,1109
S01010459,Knightswood Park West,Glasgow City,553,373,1912,1433,2101,1493,1672,5319,5680,1560
S01010460,Knightswood Park East,Glasgow City,811,545,5972,4458,5752,5888,5292,5130,5379,5591
S01010461,Knightswood Park East,Glasgow City,639,367,600,688,299,795,1468,5248,775,925
S01010462,Knightswood Park East,Glasgow City,971,704,131,40,147,608,321,4620,900,87
S01010463,Knightswood Park East,Glasgow City,798,517,3300,2723,3046,2580,4388,5201,4173,1019
S01010464,Knightswood Park East,Glasgow City,494,339,2595,2073,2948,2121,2816,4650,3051,1886
S01010465,Anniesland East,Glasgow City,957,691,5443,5527,5551,4760,5697,1687,5231,2786
S01010466,Anniesland East,Glasgow City,846,666,5944,5443,5226,5145,6342,4369,4545,2448
S01010467,Anniesland East,Glasgow City,899,510,5039,4523,4737,3192,5758,4251,5100,2714
S01010468,Anniesland East,Glasgow City,955,658,5291,4546,5389,5287,4289,3548,4050,4078
S01010469,Anniesland East,Glasgow City,585,477,1566,1440.5,1399,1579,3037,6688,683,70
S01010470,Anniesland West,Glasgow City,763,474,1859,1865,1895,870,1796,6465,3048,2032
S01010471,Anniesland West,Glasgow City,688,460,1872,1314,2596,1646,1196,5742,3339,1347
S01010472,Anniesland West,Glasgow City,776,621,2089,1496,2262,1778,3153,3535,3298,1575
S01010473,Anniesland West,Glasgow City,798,574,4161,3871,3790,4005,3266,6414,3964,492
S01010474,Anniesland West,Glasgow City,800,636,3586,2620,3233,3330,4534,5770,4885,1127
S01010475,Anniesland West,Glasgow City,737,593,5611,5359,5441,4761,5445,3136,5774,1619
S01010476,Anniesland West,Glasgow City,1182,796,3858,3155,4020,2549,3792,6694,3098,2481
S01010477,Anniesland West,Glasgow City,819,546,2685,2583,2924,2166,1820,6119,3648,1254
S01010478,Blairdardie East,Glasgow City,970,694,253,358,90,188,1825,2600,2144,285
S01010479,Blairdardie East,Glasgow City,1080,685,1825,1689,1796,1074,2574,4345,3061,1133
S01010480,Blairdardie East,Glasgow City,587,387,1977,1428,2249,1581,2301,5306,1882,3687
S01010481,Blairdardie East,Glasgow City,629,412,227,94,332,359,460,3816,3055,186
S01010482,Blairdardie East,Glasgow City,820,545,1972,1561,1715,1127,3130,6047,5394,1742
S01010483,Blairdardie East,Glasgow City,1011,657,1271,1149,1187,915,1868,3676,3571,856
S01010484,Blairdardie East,Glasgow City,547,351,1436,1381,2213,1232,791,2418,3109,1445
S01010485,Blairdardie West,Glasgow City,972,668,3030,2544,3765,2989,2742,3152,2636,1461
S01010486,Blairdardie West,Glasgow City,919,615,5676,5885.5,5458,4835,5373,4167,1747,3677
S01010487,Blairdardie West,Glasgow City,1022,630,3487,3184,3436,2839,3364,3454,5758,1831
S01010488,Drumchapel South,Glasgow City,782,510,429,329,789,282,410,5095,1292,508
S01010489,Drumchapel South,Glasgow City,1082,563,798,915,726,1154,642,4144,928,780
S01010490,Drumchapel South,Glasgow City,689,433,219,107,391,367,261,4160,871,671
S01010491,Drumchapel North,Glasgow City,742,484,143,108,114,275,351,3474,2976,634
S01010492,Drumchapel North,Glasgow City,568,330,102,97,236,58,99,5462,1565,170
S01010493,Drumchapel North,Glasgow City,661,416,30,26,71,38,74,5368,841,580
S01010494,Drumchapel North,Glasgow City,597,402,1009,755,1387.5,1454,566,5982,1677,283
S01010495,Drumchapel North,Glasgow City,797,536,59,96,82,15,251,3640,863,488
S01010496,Drumry East,Glasgow City,841,568,168,153,199,115,288,6373,1600,227
S01010497,Drumry East,Glasgow City,650,438,347,403,445,52,680,4459,2439,962.5
S01010498,Drumry East,Glasgow City,935,627,296,298,459.5,412,91,5061,2043,530
S01010499,Drumry East,Glasgow City,738,442,28,41,75,78,64,6363,80,258
S01010500,Drumry West,Glasgow City,1022,664,420,311,618,179,633,6172,2280,798
S01010501,Drumry West,Glasgow City,1119,748,974,1024,990.5,471,1005,5528,3308,1530
S01010502,Drumry West,Glasgow City,806,563,2146,2026,2008,1550,2322,5171,3410,1525.5
S01010503,Drumry West,Glasgow City,647,440,324,198,480,243,463,6385,1657,874
S01010504,Lochaber West,Highland,590,339,3982,4504,5972.5,6674,5057,6,6132,2038
S01010505,Lochaber West,Highland,513,306,3055,3861,3291,5107,6196,33,4390,2776
S01010506,Lochaber West,Highland,902,552,3920,4180,5051,5400,5574,123,5323,2813
S01010507,Lochaber West,Highland,704,443,4850,4123,4876,3360,3947,6196,4565,2614
S01010508,Lochaber West,Highland,1073,628,3884,4880,5023,5436,5880,8,6592,3207
S01010509,Lochaber West,Highland,1008,645,3786,5244.5,5408,4841,4076,67,3087,3529
S01010510,Fort William North,Highland,932,527,3775,3824,4243,3432,3203,2408,1918,4463
S01010511,Fort William North,Highland,860,518,2787,3095,3304,2190,1573,3131,4321,2272
S01010512,Fort William North,Highland,584,355,3333,3087,4078,3341,3292,1210,4071,4035
S01010513,Fort William North,Highland,761,465,6005,5887.5,6003,5788,4495,2330,6622,5691
S01010514,Fort William North,Highland,712,432,4182,4099,4656,3457,2613,3412,4302,3102
S01010515,Fort William North,Highland,780,472,3094,3457,3307,2801,2116,2623,3280,3366
S01010516,Fort William South,Highland,617,404,3785,4868,4872,4933,4276,791,203,4265
S01010517,Fort William South,Highland,832,551,3099,3173.5,3568,4002,2121,1595,3669,2183
S01010518,Fort William South,Highland,645,410,4237,4655,5130,4814,3235,914,3333,2911.5
S01010519,Fort William South,Highland,790,501,3296,4224,4371,4284,1740,650,4331,1879
S01010520,Fort William South,Highland,900,588,4503,4060,4305,3704,4203,2992,5791,3504.5
S01010521,Fort William South,Highland,766,484,2757,3485,3074,2515,2237,2303,1233,2618
S01010522,Fort William South,Highland,578,381,1129,1434,1391,627,2519,2862,45,1152
S01010523,Fort William South,Highland,578,352,941,1077,1678.5,1617,247,1299,1200,2784
S01010524,Lochaber East and North,Highland,494,297,5185,5640,6592,5902,4161,530,5483,4208
S01010525,Lochaber East and North,Highland,643,395,3540,4645.5,4057,5324,4416,279,1196,4773
S01010526,Lochaber East and North,Highland,804,480,4857,3855,4816,3458,5089,4781,4876,3314
S01010527,Lochaber East and North,Highland,802,477,2290,1974,1774,2540,3897,3814,2548,2745
S01010528,Lochaber East and North,Highland,629,392,3118,3761,3848,4937,3649,102,6192,3010
S01010529,Lochaber East and North,Highland,734,432,4976,5033,5418,5728,4475,778,6344,4862
S01010530,Lochaber East and North,Highland,663,392,4585,6184.5,5175,6319,5452,69,5931,4415
S01010531,Badenoch and Strathspey South,Highland,1113,629,4170,3844,4369,3861,3406,2150,6438,3349
S01010532,Badenoch and Strathspey South,Highland,554,331,4065,4114.5,6329,6195,4180,166,2893,3367
S01010533,Badenoch and Strathspey South,Highland,573,341,4885,3902.5,4114.5,4997,4855,6182,2777,4502
S01010534,Badenoch and Strathspey South,Highland,884,557,4525,4007,3542,4557,3930,5431,5047,2771
S01010535,Badenoch and Strathspey South,Highland,728,450,4697,5601,5839,6663,4723,266,2561,3136
S01010536,Badenoch and Strathspey Central,Highland,860,519,3377,2744.5,3372,3879,2256,4982,5232,2359.5
S01010537,Badenoch and Strathspey Central,Highland,790,563,4873,4727,4919.5,5567,2943,4852,2054,2133
S01010538,Badenoch and Strathspey Central,Highland,1069,714,4278,3781,4326.5,5128,3840,2072,4155,2700
S01010539,Badenoch and Strathspey Central,Highland,1056,716,4917,5513,5217,6327,4740,644,4115.5,2603
S01010540,Badenoch and Strathspey Central,Highland,635,389,4608,4739,5755,5554,3794,480,6777,3216
S01010541,Badenoch and Strathspey Central,Highland,861,502,4756,4957,5296,6093,4524,712,3574,3417
S01010542,Badenoch and Strathspey North,Highland,910,541,4784,5119,5677,6443,5346,292,6494,1576.5
S01010543,Badenoch and Strathspey North,Highland,598,373,3447,4142,4705,5797,1813,338,5414,3482
S01010544,Badenoch and Strathspey North,Highland,876,509,4654,3915,4670,4890,3426,3432,4607,4184.5
S01010545,Badenoch and Strathspey North,Highland,725,430,5482,4441.5,5277.5,4306,5104,5639,6048,2240
S01010546,Badenoch and Strathspey North,Highland,843,466,4936,4002,4897,3878,3756,6419,4269,4423.5
S01010547,Badenoch and Strathspey North,Highland,763,478,4767,5691,5983,6502,3923,245,4988,3989
S01010548,Nairn Rural,Highland,698,348,5252,5524,5743,6275,5747,458,6307,5897
S01010549,Nairn Rural,Highland,1329,809,5192,5496,5301,5844,5670,642,5760,6905
S01010550,Nairn Rural,Highland,510,332,4051,3807,3675,3609,4007,2377,6715,4040
S01010551,Nairn Rural,Highland,826,509,4494,5520.5,5009,6013,4943,314,2802,3963
S01010552,Nairn Rural,Highland,764,490,3922,3875,5288,5951,5715,85,5824,3591
S01010553,Nairn Rural,Highland,596,386,3821,5533,4270,6250,4917,20,5074,4298
S01010554,Nairn East,Highland,726,436,4139,3588,3712,4213,4313,3689,4115.5,1959
S01010555,Nairn East,Highland,867,615,3161,3187,2957,3812,3957,6297,238,1414
S01010556,Nairn East,Highland,1016,545,1760,1554,1642,1585,1787,6499,1448,2901
S01010557,Nairn East,Highland,628,386,2706,2954.5,2993,4116,2332,864,3017,3707.5
S01010558,Nairn East,Highland,788,453,3077,3263,2612,3681,3138,2156,3134,4155
S01010559,Nairn West,Highland,888,451,5008,4153,4398,4136,6120,3495,4637,6312
S01010560,Nairn West,Highland,682,404,6265,5626,5813,5468,5372,5767,3499,6181.5
S01010561,Nairn West,Highland,683,355,6403,6068.5,6486,5377,6320,2213,6802,6001
S01010562,Nairn West,Highland,739,471,5228,5433,4510,4775,4789,2310,5762,6118
S01010563,Nairn West,Highland,517,327,2837,2298,3089,2793,2449,4730,2926,2666
S01010564,Nairn West,Highland,479,291,575,848,154,1233,1524,4004,822,2696
S01010565,Nairn West,Highland,589,347,2847,2541,2466,2790,3306,3027,5043.5,4284
S01010566,Inverness East Rural,Highland,1111,694,4831,6392,6629,6103,5397,25,6260,4141
S01010567,Inverness East Rural,Highland,1111,677,4212,4983,4629,4407,5035,325,5478,5208
S01010568,Inverness East Rural,Highland,1114,706,3626,3980,3957,5361,5026,227,4099,4953
S01010569,Inverness East Rural,Highland,1104,851,4932,6113,6172,6318,3038,421,4926,5100
S01010570,Inverness East Rural,Highland,1067,657,2064,1671,2700,2926,963,2711,4295,2916
S01010571,Inverness Culloden and Balloch,Highland,722,475,4646,4624.5,3633,4094,3743,4422,6595,3139
S01010572,Inverness Culloden and Balloch,Highland,734,460,3000,3050,2857,2444,2405,6675,2083,2368
S01010573,Inverness Culloden and Balloch,Highland,508,336,2965,2719,2870,3167,1913,5365,3714,3113
S01010574,Inverness Culloden and Balloch,Highland,588,380,6776,6109,6446,6299,5475,5099,5386,6566
S01010575,Inverness Culloden and Balloch,Highland,646,370,5717,5373,4261,5804,6168,3350,6225,6830
S01010576,Inverness Culloden and Balloch,Highland,797,454,6496,6479,6548.5,6007,6322,1751,6639,6785
S01010577,Inverness Smithton,Highland,894,556,1476,1512,1961,1554,1133,2949,920,1638
S01010578,Inverness Smithton,Highland,536,383,2702,2824,2478.5,2387,2310,2973,5618,4242
S01010579,Inverness Smithton,Highland,658,399,6114,5637,5049,5070,5929,4705,6928,4629
S01010580,Inverness Smithton,Highland,531,393,2429,2682,2381,2027,2423,2935,2980,2735
S01010581,Inverness Smithton,Highland,535,378,4766,3970,4232.5,4581,4432,4715,5613,1442
S01010582,Inverness Westhill,Highland,723,452,4786,5324,5113,4700,6226,747,2036,6397
S01010583,Inverness Westhill,Highland,915,572,5766,6213,6510,5970,5654,833,4275,5695
S01010584,Inverness Westhill,Highland,989,656,3514,3268,3807,3654,4242,1076,3954,5704
S01010585,Inverness Westhill,Highland,850,581,5528,5572,6075,6166,4348,1139,5701,6355
S01010586,Inverness Westhill,Highland,813,529,6008,6495,6519.5,6189,5996,720,6843,5216
S01010587,Inverness Westhill,Highland,657,390,5361,6012,5390.5,5893,5624,784,4683,5064
S01010588,Inverness Westhill,Highland,667,413,4257,4240,3819,4415,5726,873,6261,6429
S01010589,Inverness Westhill,Highland,565,417,1387,1533,1422,1834,1518,1056,2731,1592
S01010590,Inverness Inshes,Highland,944,589,5832,6424.5,6584,6453,6285,468,5631,6836
S01010591,Inverness Inshes,Highland,1386,923,4738,5031.5,5219,5059,5086,509,5999,4859
S01010592,Inverness Inshes,Highland,487,327,5065,4872,4717,4319,5759,1764,6339,4731
S01010593,Inverness Inshes,Highland,1153,767,5351,4922,5454,5759,6158,1166,5354,5592
S01010594,Inverness Inshes,Highland,740,514,5690,5563.5,5462,5825,4297,2596,5475,5650.5
S01010595,Inverness Inshes,Highland,893,621,5156,4719,5519.5,4637,5375,2838,1726,5702
S01010596,Inverness Slackbuie,Highland,1313,847,5234,6451,6748,6445,5220,324,1959,6085
S01010597,Inverness Slackbuie,Highland,968,684,5050,4606.5,5230,5560,4493,1618,5438,4355.5
S01010598,Inverness Slackbuie,Highland,1090,717,6045,5995,6492,6615,5642,1100,6051,5654
S01010599,Inverness Lochardil and Holm Mains,Highland,828,519,4676,4464,4997,5599,5088,643,5393,6694
S01010600,Inverness Lochardil and Holm Mains,Highland,906,505,5057,4885,5221,4518,4841,2272,3210,4608
S01010601,Inverness Lochardil and Holm Mains,Highland,663,344,5326,5813,4488,4826,4769,2048,6791,6320
S01010602,Inverness Lochardil and Holm Mains,Highland,515,357,5144,5427,5680.5,4684,3974,1243,6387,5239.5
S01010603,Inverness Lochardil and Holm Mains,Highland,766,461,5774,5969,5538,5900,5598,1281,6627,6440.5
S01010604,Inverness Lochardil and Holm Mains,Highland,480,304,6350,6803.5,6451,6589,6191,1090,6328,6428
