Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01012260,Peebles South,Scottish Borders,963,556,4198,3857,3745,3914,4084,2846,5191,4831
S01012261,Tweeddale East Area,Scottish Borders,896,529,5382,5139,6699,6700,6573,375,5040,5753
S01012262,Tweeddale East Area,Scottish Borders,977,641,4070,4754,4244,5106,5740,311,3555,4170
S01012263,Tweeddale East Area,Scottish Borders,695,438,2560,2752,2588,2756,2445,1486,5655,2190
S01012264,Tweeddale East Area,Scottish Borders,461,258,4953,4364,3821.5,5597,6553,2697,4073,4237
S01012265,Tweeddale East Area,Scottish Borders,761,455,3119,2910,2976,3490,2571,2893,5506,2306.5
S01012266,Tweeddale East Area,Scottish Borders,1166,659,4228,3602,3738,3992,3780,4557,4030,5572
S01012267,Tweeddale East Area,Scottish Borders,753,433,6302,5869,5633,5699,5853,4532,3956,6067
S01012268,Earlston Stow and Clovernfords Area,Scottish Borders,612,390,5102,5338,5631,5730,6204,405,6490,4922
S01012269,Earlston Stow and Clovernfords Area,Scottish Borders,948,540,5466,4422,5209,4848,5364,3602,5858.5,6273
S01012270,Earlston Stow and Clovernfords Area,Scottish Borders,780,460,3783,3585.5,3518,3976,4096,2227,3629,3183
S01012271,Earlston Stow and Clovernfords Area,Scottish Borders,1643,1063,3750,4232,5501,4460,5185,61,5360,3627
S01012272,Earlston Stow and Clovernfords Area,Scottish Borders,711,441,4872,4805.5,4576,4433,6027,1454,4828,3846
S01012273,Earlston Stow and Clovernfords Area,Scottish Borders,906,542,5724,6195,6308,6028,5422,701,6264,6201
S01012274,Galashiels North,Scottish Borders,871,565,3787,4007,3516,2809,4435,3118,2168,3719
S01012275,Galashiels North,Scottish Borders,781,590,1696,2270,1721,1684,1526,6680,74,1188
S01012276,Galashiels North,Scottish Borders,958,600,2921,3685,2650.5,2635,2765,3594,1074,2782
S01012277,Galashiels North,Scottish Borders,1057,735,2835,2827,3040,2500,2573,2407,3479,3821
S01012278,Galashiels West,Scottish Borders,684,472,2123,2283,2163,1784,2465,6835,212,2550
S01012279,Galashiels West,Scottish Borders,736,519,1878,1918.5,1665,972,2265,6038,2896,2024
S01012280,Galashiels West,Scottish Borders,949,616,2616,2490.5,1972,2270,3413,4509,4761,3432
S01012281,Galashiels West,Scottish Borders,683,462,3458,3346,3937.5,2820,2446,6557,1226,2467.5
S01012282,Galashiels South,Scottish Borders,1053,642,5082,4795,5704,4628,4438,1809,3774,5945
S01012283,Galashiels South,Scottish Borders,890,512,3311,2401,2850,3133,4605,5371,3115,5798
S01012284,Galashiels South,Scottish Borders,785,490,1963,2140,2105,1636,1940,6628,261,2055
S01012285,Galashiels South,Scottish Borders,514,282,4603,4749,3191,4377,5668,4917,1893,4059
S01012286,Langlee,Scottish Borders,1020,674,2274,3250,2467,1766,1726,2186,1591,2535
S01012287,Langlee,Scottish Borders,865,546,277,224,339,342,440,5074,617,2299
S01012288,Langlee,Scottish Borders,757,480,993,1089,882,956,1090,3681,1369,2558
S01012289,Melrose and Tweedbank Area,Scottish Borders,888,478,5160,4753,4748,5718,6574,1069,6669,6045
S01012290,Melrose and Tweedbank Area,Scottish Borders,578,333,3793,3307,2890,4483,4380,3917,4004,2922
S01012291,Melrose and Tweedbank Area,Scottish Borders,1132,713,5727,5060,4783,5438,6555,2880,6609,5781
S01012292,Melrose and Tweedbank Area,Scottish Borders,754,363,6583,6151,5721,4575,6437,6384,4947,6641
S01012293,Melrose and Tweedbank Area,Scottish Borders,450,263,4123,3851,3660,4159,5540,1184,6673,6254
S01012294,Melrose and Tweedbank Area,Scottish Borders,793,516,2848,3043,2960,2376,3127,1203,6127,4490.5
S01012295,Melrose and Tweedbank Area,Scottish Borders,779,526,4206,4098,4641,3854,4050,1054,6109,6408
S01012296,Lauder and Area,Scottish Borders,948,554,6292,5880.5,6226.5,5497,5982,2666,5858.5,6017
S01012297,Lauder and Area,Scottish Borders,614,367,5268,6172.5,6613,5693,6109,197,5807,6072
S01012298,Lauder and Area,Scottish Borders,842,459,4877,3703,4607.5,4793,4792,3880,4933,5139
S01012299,Lauder and Area,Scottish Borders,628,413,4599,6024,5476,5457,5240,119,5151,4814
S01012300,Berwickshire Central,Scottish Borders,629,392,3057,2675.5,2871.5,3233,2566,4292,3708,4184.5
S01012301,Berwickshire Central,Scottish Borders,886,555,3965,4389,4536,4715,5175,268,5256,4201
S01012302,Berwickshire Central,Scottish Borders,597,394,2561,3470,2599,3953,5170,26,6130,4636
S01012303,Berwickshire Central,Scottish Borders,981,568,4235,5040,5114,6136,4665,116,5664,5111
S01012304,Berwickshire Central,Scottish Borders,1069,615,4478,5409,4767,4967,5152,295,6015,4749
S01012305,Duns,Scottish Borders,779,437,3950,3757,3004,3921,3405,5063,4771,4323
S01012306,Duns,Scottish Borders,559,290,2774,2704.5,2051,2601,2940,5482,3922,4139
S01012307,Duns,Scottish Borders,591,383,2990,2940,2347,2595,3196,5246,3013,5353
S01012308,Duns,Scottish Borders,827,498,5074,4593,4754,5627,3191,3472,6645,4583
S01012309,Berwickshire East,Scottish Borders,607,346,3835,3634,4059,4093,3544,1156,6758,5140
S01012310,Berwickshire East,Scottish Borders,881,515,3966,4564,4478,5118,3850,563,2803,4066
S01012311,Berwickshire East,Scottish Borders,514,290,4527,3923,3494,4063,5334,4310,4347,4958
S01012312,Berwickshire East,Scottish Borders,975,580,3260,3732.5,4292,4154,4046,127,5424,5007
S01012313,Berwickshire East,Scottish Borders,736,488,3408,3994,3668,4216,4885,218,5159,5404
S01012314,Eyemouth,Scottish Borders,802,459,2981,2715,3152,3066,2230,3604,4109,2338
S01012315,Eyemouth,Scottish Borders,692,354,2379,2317,1614,2577,4973,6117,739,2401
S01012316,Eyemouth,Scottish Borders,604,320,2312,2458,2403,2388,988,6243,3332,3392
S01012317,Eyemouth,Scottish Borders,688,383,3802,3142,3989,4316,2590,5031,2509,3898.5
S01012318,Eyemouth,Scottish Borders,771,464,2672,2771,2590,2609,2111,3618,3397,2866
S01012319,Chirnside and Area,Scottish Borders,718,466,4002,4462,4168,5460,3858,454,6587,3609
S01012320,Chirnside and Area,Scottish Borders,584,330,3357,2748.5,3394,3324,2206,6099,4999,2600
S01012321,Chirnside and Area,Scottish Borders,860,479,4183,3845,3306,3848,3882,5811,3717,3678
S01012322,Chirnside and Area,Scottish Borders,991,577,4466,4515,4911,6137,5136,322,6875,4006
S01012323,Chirnside and Area,Scottish Borders,853,525,4823,4981,5186,5531,5589,535,4956,5114.5
S01012324,Coldstream and Area,Scottish Borders,880,495,3961,4280,3881,4665,4891,519,6464,4315
S01012325,Coldstream and Area,Scottish Borders,563,260,4833,4024.5,4198,5224,3912,3626,6066,6542
S01012326,Coldstream and Area,Scottish Borders,525,292,1586,1549,1292,1934,1821,6934,624,2314
S01012327,Coldstream and Area,Scottish Borders,783,438,4115,3864,3716,4124,3001,4435,3646,4723
S01012328,Cheviot East,Scottish Borders,611,317,3451,4072,2698,3951,5293,697,6152,4176
S01012329,Cheviot East,Scottish Borders,841,478,3301,4299,3473,5289,4704,64,5932,5533
S01012330,Cheviot East,Scottish Borders,554,294,4026,3790,3358,4254,4126,3715,2257,6251
S01012331,Cheviot East,Scottish Borders,719,430,6135,6296,6551,5464,5059,1611,6590,6721
S01012332,Cheviot East,Scottish Borders,953,570,4715,5023,5102,5616,4938,397,6870,5761
S01012333,Cheviot East,Scottish Borders,1013,569,4620,4986,5406,5020,4766,364,6552,5490
S01012334,Kelso North,Scottish Borders,918,486,3879,3756,3725,3989,2388,3952,4060,5092
S01012335,Kelso North,Scottish Borders,934,593,4673,4230,4283,4646,2981,3953,5828,6141
S01012336,Kelso North,Scottish Borders,627,338,4994,4150,5047,5078,2754,5014,5841,5792
S01012337,Kelso North,Scottish Borders,799,495,1868,1587,1161,2326,3085,6193,1358,5086
S01012338,Kelso South,Scottish Borders,686,397,3426,3033,2953,3117,3039,6163,3934,3019
S01012339,Kelso South,Scottish Borders,589,341,2911,3068,2483,2755,2934,6495,973,3147
S01012340,Kelso South,Scottish Borders,1077,543,3563,2951,2823,4729,3474,3955,3974,5766.5
S01012341,Cheviot West,Scottish Borders,925,573,4809,5107.5,5930.5,5946,5386,243,5578,5170
S01012342,Cheviot West,Scottish Borders,1047,585,4137,4573,4093,4744,4871,498,6389,5188
S01012343,Cheviot West,Scottish Borders,979,601,4484,4919,4999,5342,5558,347,3880,5773
S01012344,St Boswells and Newtown Area,Scottish Borders,650,412,2966,2863,2629,2750,3134,3992,2899,3245
S01012345,St Boswells and Newtown Area,Scottish Borders,681,444,4355,4148,3820,4378,3654,3071,5308,3614
S01012346,St Boswells and Newtown Area,Scottish Borders,863,502,4882,5436,5975,5229,4980,284,6851,5975.5
S01012347,St Boswells and Newtown Area,Scottish Borders,765,417,4947,4282,5028,4745,3583,2968,6089,5968
S01012348,St Boswells and Newtown Area,Scottish Borders,695,340,5214,4539,4188,5119,5866,3403,5341,5896
S01012349,Jedburgh,Scottish Borders,833,494,3459,2872.5,3124,3666,3034,4075,4915,5523
S01012350,Jedburgh,Scottish Borders,750,428,2453,2048.5,2123.5,3102,2861,5048,1674,4553
S01012351,Jedburgh,Scottish Borders,833,495,2620,2357,2578,2568,1960,5673,2617,5991
S01012352,Jedburgh,Scottish Borders,741,426,4847,3469,4973,4126,3878,6732,4131,5141
S01012353,Jedburgh,Scottish Borders,725,444,2281,2163,1792,2941,2234,6636,1593,2369
S01012354,Denholm and Hermitage,Scottish Borders,777,426,3765,3047,2972,3957,2976,6354,6107,6087
S01012355,Denholm and Hermitage,Scottish Borders,908,564,3079,3477,4174.5,4375,4146,66,6035,4405
S01012356,Denholm and Hermitage,Scottish Borders,695,394,5287,4813,4498.5,5101,3928,5009,5988,4281
S01012357,Denholm and Hermitage,Scottish Borders,905,522,4583,5214,6021.5,4386,5023,213,6032,6625
S01012358,Denholm and Hermitage,Scottish Borders,768,437,3892,4518.5,5290,4893,4844,58,6620,6180
S01012359,Burnfoot,Scottish Borders,760,450,564,843.5,845,668,174,2093,807,3063
S01012360,Burnfoot,Scottish Borders,760,414,619,567,1052,563,514,2780,697,1366
S01012361,Burnfoot,Scottish Borders,621,378,865,1041,1254.5,1079,388,1157,2768,2391
S01012362,Burnfoot,Scottish Borders,872,534,740,856.5,1405,1039,187,1912,771,2266
S01012363,Hawick Central,Scottish Borders,1063,674,1233,1174,878,1345,1599,6158,990,2999
S01012364,Hawick Central,Scottish Borders,631,351,1989,1845,1469,2164,2829,6060,1274,2280
S01012365,Hawick Central,Scottish Borders,833,478,5369,5140,4649,4529,4072,4995,5382,5639
S01012366,Hawick Central,Scottish Borders,767,441,2215,2427,2041,1980,1964,6436,781,3938
S01012367,Hawick Central,Scottish Borders,899,505,3959,4254,3272,3649,3122,2860,5759,6177
S01012368,Hawick West End,Scottish Borders,601,315,4196,4438,3670,4278,5308,1148,4419,6026
S01012369,Hawick West End,Scottish Borders,823,485,4957,4721.5,4930,4770,4114,3032,2745,5246
S01012370,Hawick West End,Scottish Borders,994,602,2345,2152.5,1917.5,2488,3010,3183,4092,5025.5
S01012371,Hawick West End,Scottish Borders,916,514,2158,2215,1486,2062,2457,5843,2414,4391
S01012372,Hawick North,Scottish Borders,673,410,1363,1494,1023,1673,1195,5676,1184,3611
S01012373,Hawick North,Scottish Borders,960,572,3223,3128,2376,3939,3779,3232,3183,5147
S01012374,Hawick North,Scottish Borders,873,549,3256,3539,3384,3137,2437,1495,6223,5336
S01012375,Hawick North,Scottish Borders,843,537,2237,2188,2170,2784,2580,1863,1975,5070
S01012376,Ettrick Yarrow and Liliesleaf Area,Scottish Borders,1017,612,5165,5586,6133,6235,6111,233,6560,5987
S01012377,Ettrick Yarrow and Liliesleaf Area,Scottish Borders,643,339,4197,4702,5012,5146,6090,551,745,5399
S01012378,Ettrick Yarrow and Liliesleaf Area,Scottish Borders,576,338,4171,6174,4812.5,5831,4931,27,6094,4033
S01012379,Ettrick Yarrow and Liliesleaf Area,Scottish Borders,500,276,3863,5364.5,4503,4970,5731,19,5924,5571
S01012380,Selkirk,Scottish Borders,871,540,2947,2832,2611,2547,2412,4906,5229,2891
S01012381,Selkirk,Scottish Borders,782,420,2899,2584,2551,2767,2755,6899,1784,5035
S01012382,Selkirk,Scottish Borders,919,527,5455,4695,4397,5069,5302,4833,5564,6539
S01012383,Selkirk,Scottish Borders,830,459,4574,4048,3962,3822,3414,5919,5130,4807
S01012384,Selkirk,Scottish Borders,485,268,3618,3269,2725,3586,4690,4659,2259,6199.5
S01012385,Selkirk,Scottish Borders,677,444,4107,4069,3257,3881,3812,5419,2345,4584.5
S01012386,Selkirk,Scottish Borders,996,558,841,974,647,1092,1535,1652,1364,2067
S01012387,Shetland South,Shetland Islands,910,552,4141,5073,5415,5562,4468,97,5304,4480
S01012388,Shetland South,Shetland Islands,732,443,4816,5345,5638,5223,6216,238,6816,3469
S01012389,Shetland South,Shetland Islands,951,606,4699,5360,4245,5213,4782,825,6309,3779
S01012390,Shetland South,Shetland Islands,787,488,4675,5822,5400,5595,5150,149,6928,4481
S01012391,Lerwick South,Shetland Islands,1112,690,4916,5896,4904,5079,5529,515,5071,5534
S01012392,Lerwick South,Shetland Islands,811,496,4504,4737,4420,4453,4373,1438,3730,4414
S01012393,Lerwick South,Shetland Islands,817,502,4778,4569,4024,5002,5377,3251,2709,2100
S01012394,Lerwick South,Shetland Islands,664,387,2715,3129,2142,1976,4101,4149,1378,4380
S01012395,Lerwick North,Shetland Islands,568,348,4605,4117,4672,4032,3317,6353,1852,3690
S01012396,Lerwick North,Shetland Islands,600,379,4698,4385.5,3715,4165,4043,6375,3557,3280
S01012397,Lerwick North,Shetland Islands,799,462,3795,5050,3978,4382,4621,230,5586,3685
S01012398,Lerwick North,Shetland Islands,806,543,4073,4183,4032,3011,4208,6250,873,1715
S01012399,Lerwick North,Shetland Islands,592,386,4249,3705,3686,4044,3565,6240,3261,3083
S01012400,Lerwick North,Shetland Islands,535,385,2889,3759,2907,3236,1777,5500,436,1893
S01012401,Lerwick North,Shetland Islands,719,478,1774,3222,1291,1841,3445,1364,185,1397
S01012402,Central Shetland,Shetland Islands,666,432,4486,5500.5,4796.5,4702,4686,335,6238,6185
S01012403,Central Shetland,Shetland Islands,1025,654,4509,5009,5497,5232,3753,413,5719,5192
S01012404,Central Shetland,Shetland Islands,937,606,4104,3808,3559,3474,3629,4439,6500,1914
S01012405,Central Shetland,Shetland Islands,797,507,5270,6706,6318,6488,5536,134,6836,5957
S01012406,East and West Mainland,Shetland Islands,661,418,4406,5423,5877,5982,4948,48,6540,4055
S01012407,East and West Mainland,Shetland Islands,882,538,4965,5268,6048,5264,4545,486,6665,4627
S01012408,East and West Mainland,Shetland Islands,659,421,4611,6099,5603,5789,4897,94,5906,4332
S01012409,East and West Mainland,Shetland Islands,686,410,3814,4733,4324,5028,4927,172,4441,3653
S01012410,North Mainland,Shetland Islands,1105,747,5203,5263,5275,4090,3862,2824,5638,4961
S01012411,North Mainland,Shetland Islands,868,600,3440,4288,4219,4222,3313,282,4533,3798.5
S01012412,North Mainland,Shetland Islands,648,384,3857,5238,4133,4409,4727,157,6207,4675
S01012413,North and East Isles,Shetland Islands,939,532,3825,4406,4909,4957,5850,47,6865,4034
S01012414,North and East Isles,Shetland Islands,700,342,3381,4057,4344,5231,4894,21,6804,3716
S01012415,North and East Isles,Shetland Islands,598,332,5499,6037,6494.5,6705,3457,739,6928,6453
S01012416,North and East Isles,Shetland Islands,506,297,4017,4945,6398,6082,3217,18,6928,5272
S01012417,Carrick South,South Ayrshire,631,338,1997,1870,1576.5,2475,4124,992,4026,4097
S01012418,Carrick South,South Ayrshire,749,421,2712,3498,4027,3900,3732,13,4228,3732
S01012419,Carrick South,South Ayrshire,793,459,2922,3353,3969,3773,4031,104,5609,2918
S01012420,Carrick South,South Ayrshire,787,493,2401,2514,2842,2275,2853,916,4345,3128
S01012421,Carrick South,South Ayrshire,732,430,2346,3306,2689,2848,2084,446,3732,3250
S01012422,Carrick South,South Ayrshire,865,502,2885,3579,3272,3451,3017,358,5021,3894
S01012423,Carrick South,South Ayrshire,803,512,3627,3689,3829,4240,4514,652,4190,4875
S01012424,Girvan Glendoune,South Ayrshire,913,531,2204,2225,2472,1763,2305,2585,2160,2675
S01012425,Girvan Glendoune,South Ayrshire,593,343,529,325,636,290,2060,3306,1195,1939
S01012426,Girvan Glendoune,South Ayrshire,474,300,510,583.5,302,481,2089,2405,546,2819
S01012427,Girvan Glendoune,South Ayrshire,608,390,692,741,494,844,1589,1180,3426,1957
S01012428,Girvan Glendoune,South Ayrshire,683,372,2647,2637,3014.5,2587,2875,1175,3761,5788.5
S01012429,Girvan Ailsa,South Ayrshire,573,333,1958,1844,1611,1897,1952,3692,4698,3278
S01012430,Girvan Ailsa,South Ayrshire,574,338,3332,2623,3317,3204,3086,6331,2253,3997.5
S01012431,Girvan Ailsa,South Ayrshire,894,502,3075,2709,2636,2050,4187,6137,3033,3670.5
S01012432,Girvan Ailsa,South Ayrshire,683,375,2317,1953,2006,1858,3022,4394,6290,2817
S01012433,Girvan Ailsa,South Ayrshire,494,291,1349,1119,869,1352,2391,6040,2824,2949
S01012434,Maybole,South Ayrshire,673,453,1826,1605.5,1544,1175,2079,6783,3952,3054
S01012435,Maybole,South Ayrshire,624,418,1395,1569,1152,807,2063,6725,1077,1849
S01012436,Maybole,South Ayrshire,705,432,1432,1535,1070,1095,1731,4766,3408,2565.5
S01012437,Maybole,South Ayrshire,692,443,2896,3057,2323,2585,2472,5066,3568,4271
S01012438,Maybole,South Ayrshire,744,460,3101,2641,3005,3201,3149,3190,3562,4783
S01012439,Maybole,South Ayrshire,761,413,2135,1829,1830,1518,3390,6449,1680,2971
S01012440,Maybole,South Ayrshire,479,274,5363,5182,4239,3641,6375,4612,4633,6546
S01012441,Carrick North,South Ayrshire,818,468,3916,4477,4509,4174,4987,251,6433,4850
S01012442,Carrick North,South Ayrshire,1251,775,3235,3551,4274,4105,4799,391,947,5195
S01012443,Carrick North,South Ayrshire,745,458,4222,4451,4599,4054,5181,531,6361,4947
S01012444,Carrick North,South Ayrshire,993,599,3137,3889,2667,3014,5383,788,2831,5648
S01012445,Carrick North,South Ayrshire,575,334,5501,4979,5464,5977,5566,1435,6470,6480
S01012446,Coylton,South Ayrshire,478,286,1483,1457,2153,768,1667,1537,3881,3774
S01012447,Coylton,South Ayrshire,791,487,5237,5207,5096,3706,4364,2858,6838,6171
S01012448,Coylton,South Ayrshire,959,605,4191,4999,4152,3925,5126,837,2589,6563
S01012449,Coylton,South Ayrshire,594,386,4164,4975,4475,3357,3062,1213,6487,4135
S01012450,Coylton,South Ayrshire,940,584,3565,4062,4535,4469,3795,443,2146,3701
S01012451,Alloway and Doonfoot,South Ayrshire,965,440,5722,5814,4934,4878,6357,2445,4656,6912
S01012452,Alloway and Doonfoot,South Ayrshire,566,308,4762,5511,4926.5,3761,5309,657,6746,6010
S01012453,Alloway and Doonfoot,South Ayrshire,807,430,6360,6487,6729,5422,6611,1357,6425,6959
S01012454,Alloway and Doonfoot,South Ayrshire,613,321,6277,6564,6507,5261,6630,1359,6175,6727
S01012455,Alloway and Doonfoot,South Ayrshire,657,331,6463,6695,6661.5,6672,6709,1164,5602,6952.5
S01012456,Alloway and Doonfoot,South Ayrshire,793,399,6620,6271,6752,5604,6820,2197,6640,6704
S01012457,Alloway and Doonfoot,South Ayrshire,799,369,5928,6836,5434,6373,6140,842,6841,6770.5
S01012458,Alloway and Doonfoot,South Ayrshire,806,422,5610,4626,4868,6315,6410,3410,3595,6044
S01012459,Castlehill and Kincaidston,South Ayrshire,703,447,5907,5205,6474,5136,4523,3942,3398,6368
S01012460,Castlehill and Kincaidston,South Ayrshire,517,265,6444,6007,6195,5940,5679,2912,6394,6783
S01012461,Castlehill and Kincaidston,South Ayrshire,532,337,2763,2379.5,3006.5,2396,2177,3511,6036,3796
S01012462,Castlehill and Kincaidston,South Ayrshire,670,441,1565,1385.5,1086,1394,2933,3635,5012,2694
S01012463,Castlehill and Kincaidston,South Ayrshire,538,360,1085,1485,715,679,1718,3773,1924,2498
S01012464,Castlehill and Kincaidston,South Ayrshire,594,365,769,549,1045,985,977,1242,2904,2920
S01012465,Castlehill and Kincaidston,South Ayrshire,636,369,2819,2950,3370,1835,2246,1964,6782,4115
S01012466,Belmont,South Ayrshire,775,474,4425,4412,4060,3085,3263,5292,4088,4913
S01012467,Belmont,South Ayrshire,642,412,3751,3140,3863,2824,3479,3994,4940,4384
S01012468,Belmont,South Ayrshire,761,470,4031,3052,4197,3146,4023,4164,4773,5339
S01012469,Belmont,South Ayrshire,748,412,6844,6410,6346,5163,6667,5188,6826,6547
S01012470,Belmont,South Ayrshire,925,581,2075,2119,1557,1458,2759,4441,3631,4548
S01012471,Belmont,South Ayrshire,847,434,6627,5752,6690,5179,5919,4411,6218,6621
S01012472,Belmont,South Ayrshire,698,333,6395,6786.5,5639,6150,6046,2119,6311,6613
S01012473,Holmston and Forehill,South Ayrshire,513,302,5493,6102,4464,5209,5662,1787,6390,5564
S01012474,Holmston and Forehill,South Ayrshire,709,396,2866,2327,2747.5,1992,2983,6152,4314,5113
S01012475,Holmston and Forehill,South Ayrshire,660,358,5308,4528,4640,4624,4893,5227,4418,6109
S01012476,Holmston and Forehill,South Ayrshire,974,594,3174,3340,2946,2742,2350,4125,3620,4974
S01012477,Holmston and Forehill,South Ayrshire,655,385,6217,6620,5690.5,4987,5848,2275,6789,6891
S01012478,Holmston and Forehill,South Ayrshire,850,534,2475,3089.5,2807,1920,1929,4289,628,4573
S01012479,Holmston and Forehill,South Ayrshire,616,390,6091,6248,6325,5026,5798,1661,6507,5974
S01012480,Ayr South Harbour and Town Centre,South Ayrshire,589,393,2283,2315,2220,2108,2247,2924,3330,3682
S01012481,Ayr South Harbour and Town Centre,South Ayrshire,818,570,1486,1568,1474,1215,3156,5950,67,1359
S01012482,Ayr South Harbour and Town Centre,South Ayrshire,759,389,2731,3337,2009,2014,4357,6840,470,3746
S01012483,Ayr South Harbour and Town Centre,South Ayrshire,802,518,722,1025,435,493,2768,6111,53,1020
S01012484,Ayr South Harbour and Town Centre,South Ayrshire,806,461,4736,4229,3482,3544,6362,6415,2473,6305
S01012485,Ayr South Harbour and Town Centre,South Ayrshire,908,441,6140,5464.5,5950,3466,6171,5814,5823,5394
S01012486,Ayr South Harbour and Town Centre,South Ayrshire,668,252,5592,4787,5105,3517,5408,6247,5964,5757
S01012487,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,591,367,2624,2324,2079,2277,3100,6635,3859,2638
S01012488,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,860,532,2824,2744.5,2378,1759,3222,6531,3597,3569
S01012489,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,973,703,20,20,23,26,143,6043,310,747
S01012490,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,904,644,265,435,318,249,191,6285,206,753
S01012491,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,492,354,44,52,59,18,400,5245,189,1809
S01012492,"Ayr North Harbour, Wallacetown and Newton South",South Ayrshire,738,517,13,45,24,47,33,5303,64,2230
S01012493,Craigie,South Ayrshire,624,333,733,674,383,552,3175,5113,943,4587.5
S01012494,Craigie,South Ayrshire,1004,695,3169,3660,4321,2639,2406,1408,2333,2199
S01012495,Craigie,South Ayrshire,1007,629,1297,1333,1418,1026,1799,1151,4359,1566
S01012496,Dalmilling,South Ayrshire,793,484,518,404,716,575,564,2286,2193,1681
S01012497,Dalmilling,South Ayrshire,489,334,354,738,487,180,158,3036,547,2902
S01012498,Dalmilling,South Ayrshire,843,527,178,220,255,304,85,1841,1603,1018
S01012499,Dalmilling,South Ayrshire,837,445,938,791,1633,1086,515,2336,1748,1354.5
S01012500,"Lochside, Braehead and Whitletts",South Ayrshire,523,322,481,754,416,231,448,3716,2514,2291
S01012501,"Lochside, Braehead and Whitletts",South Ayrshire,571,347,62,145,122,65,28,2989,782,536
S01012502,"Lochside, Braehead and Whitletts",South Ayrshire,806,548,114,60,193,155,284,5849,425,884
S01012503,"Lochside, Braehead and Whitletts",South Ayrshire,588,374,349,385,373,592,357,3083,654,1533
S01012504,"Lochside, Braehead and Whitletts",South Ayrshire,650,419,805,869,800,1032,395,5067,1672,2972.5
S01012505,"Lochside, Braehead and Whitletts",South Ayrshire,1054,693,1318,1490,1136,1121,1746,4837,529,2517
S01012506,Newton North,South Ayrshire,463,271,3216,3467,2525.5,2699,3322,6004,1553,5857
S01012507,Newton North,South Ayrshire,901,566,2396,2058,2117,1938,2638,6273,3893,3754
S01012508,Newton North,South Ayrshire,729,495,2525,2411,2179,1903,2908,4238,4678,5418
S01012509,Newton North,South Ayrshire,549,353,4521,3821,3583.5,3387,4745,6689,4242,5727
S01012510,Newton North,South Ayrshire,964,607,5438,5248,5123,3987,5101,3363,5450,5620
S01012511,Newton North,South Ayrshire,583,360,3733,3673,3385,2179,3505,6646,3299,3940
S01012512,Heathfield,South Ayrshire,673,411,1832,1605.5,1302,2323,2757,4374,1479,3780
S01012513,Heathfield,South Ayrshire,560,359,5655,5951,6196,5001,5518,1475,3442,5624
S01012514,Heathfield,South Ayrshire,955,661,5278,5733,5794,4667,4956,868,6536,6170
S01012515,Heathfield,South Ayrshire,610,388,1292,1164.5,1263,424,2524,4230,5139,2018
S01012516,Heathfield,South Ayrshire,621,371,2998,2732,3047,2422,3320,2375,5511,4613
S01012517,Heathfield,South Ayrshire,1041,607,2181,2103,2527.5,1262,3362,1693,3505,3702.5
S01012518,Prestwick West,South Ayrshire,531,316,4923,4347,3886,3730,4735,6622,4874,5019
S01012519,Prestwick West,South Ayrshire,518,286,4841,4202.5,3924,3149,5825,6651,4094,3901
S01012520,Prestwick West,South Ayrshire,766,391,6342,5772,6559,4129,6487,3393,6629,5611
S01012521,Prestwick West,South Ayrshire,547,370,5318,5722,5177,4134,4784,6721,632,4527
S01012522,Prestwick West,South Ayrshire,824,471,6368,5697,5620,4924,6161,5071,6181,6089
S01012523,Prestwick West,South Ayrshire,853,527,5625,5523,5247.5,4069,4590,4154,5717,5629
S01012524,Prestwick East,South Ayrshire,911,511,4462,3706,3639,3677,4827,6925,2832,4710
S01012525,Prestwick East,South Ayrshire,756,462,6231,5348.5,5094,5045,5802,6631,6625,6488
S01012526,Prestwick East,South Ayrshire,734,408,6685,6105,5977,5663,6081,4976,6070,6651
S01012527,Prestwick East,South Ayrshire,593,333,4474,4106,3784,3242,4733,4178,5083,4912
S01012528,Prestwick East,South Ayrshire,806,512,2830,3024,3294,1960,2415,2452,3796,2719
S01012529,Prestwick East,South Ayrshire,704,432,2491,2918,2940,2154,2068,1819,2653,3022
S01012530,Prestwick East,South Ayrshire,886,502,5701,5544,5344,4969,5333,2362,6676,5343
S01012531,Prestwick Airport and Monkton,South Ayrshire,926,552,3890,4592,4062,3739,3291,1403,2489,5681
S01012532,Prestwick Airport and Monkton,South Ayrshire,1012,643,4450,4823,5015,3982,4087,1109,3137,5800
S01012533,Prestwick Airport and Monkton,South Ayrshire,537,318,4321,3724,4524,3176,2496,5630,6928,4956
S01012534,Prestwick Airport and Monkton,South Ayrshire,686,356,2348,2265,2490.5,1573,2151,5838,2936,2427
S01012535,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,776,488,3034,3387,3654,2899,2646,781,6395,3181.5
