nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01031921,3.765,4.6,4.5,0.24944118575635965,10,10,41271.0,10,5
S,S01006663,3.3198303379275407,1.0,1.0,0.24870728222712613,10,10,41272.0,10,5
E,E01033103,3.621,2.9000000000000004,3.2,0.24805567252008265,10,10,41273.0,10,5
E,E01028644,3.62,4.7,3.2,0.24688792266849324,10,10,41274.0,10,5
S,S01008623,2.745402354904199,2.0,0.0,0.24418706824344127,10,10,41275.0,10,5
E,E01008132,3.749,3.4000000000000004,4.3999999999999995,0.24358568546882164,10,10,41276.0,10,5
E,E01027768,3.683,3.4000000000000004,3.8,0.2434851792912731,10,10,41277.0,10,5
S,S01012888,4.458611405730784,3.0,3.0,0.24342995503327725,10,10,41278.0,10,5
E,E01016426,3.562,2.6,2.7,0.2433009179657697,10,10,41279.0,10,5
E,E01030906,3.715,4.3999999999999995,4.1000000000000005,0.24236768252845842,10,10,41280.0,10,5
E,E01014901,3.658,1.7999999999999998,3.5999999999999996,0.23994842767732383,10,10,41281.0,10,5
E,E01023810,3.625,4.6,3.3000000000000003,0.23989817458855,10,10,41282.0,10,5
E,E01023526,3.493,1.7000000000000002,2.1,0.23969716223345516,10,10,41283.0,10,5
E,E01019828,3.863,3.1,5.5,0.23559569783320278,10,10,41284.0,10,5
E,E01013376,3.764,3.2,4.6,0.2354449385668813,10,10,41285.0,10,5
E,E01025680,3.664,4.8,3.6999999999999997,0.23412642944897133,10,10,41286.0,10,5
S,S01006576,4.451149562763987,2.0,3.0,0.23282569501312,10,10,41287.0,10,5
E,E01027015,3.564,3.5000000000000004,2.8000000000000003,0.23280792033105957,10,10,41288.0,10,5
E,E01030798,3.563,2.6,2.8000000000000003,0.23164017047947016,10,10,41289.0,10,5
E,E01030774,3.53,1.5,2.5,0.23158991739069634,10,10,41290.0,10,5
E,E01030883,3.726,3.6999999999999997,4.3,0.22955593622016313,10,10,41291.0,10,5
E,E01021754,3.605,2.6,3.2,0.22937167489465748,10,10,41292.0,10,5
E,E01016587,3.658,3.3000000000000003,3.6999999999999997,0.22711993033943578,10,10,41293.0,10,5
S,S01008351,4.446267182439849,3.0,3.0,0.22588719058400697,10,10,41294.0,10,5
E,E01030372,3.502,4.6,2.3,0.22454991622197928,10,10,41295.0,10,5
E,E01018439,3.688,2.3,4.0,0.22366693387344316,10,10,41296.0,10,5
E,E01031739,3.544,2.0,2.7,0.22228142063716616,10,10,41297.0,10,5
E,E01025696,3.653,3.1,3.6999999999999997,0.22128118108149142,10,10,41298.0,10,5
E,E01000684,3.543,2.1999999999999997,2.7,0.2211136707855772,10,10,41299.0,10,5
E,E01013439,3.564,2.7,2.9000000000000004,0.21997942299317064,10,10,41300.0,10,5
E,E01024453,3.585,2.3,3.1,0.21884517520076496,10,10,41301.0,10,5
S,S01012104,5.011439578676049,3.0,4.0,0.21725399871786166,10,10,41302.0,10,5
E,E01031710,3.582,3.5999999999999996,3.1,0.2153419256459972,10,10,41303.0,10,5
E,E01031923,3.702,4.2,4.2,0.21435843711991254,10,10,41304.0,10,5
E,E01021243,3.548,3.5999999999999996,2.8000000000000003,0.2141239227056344,10,10,41305.0,10,5
E,E01022705,3.843,2.5,5.5,0.21224070080142,10,10,41306.0,10,5
S,S01007387,3.864563676625149,1.0,2.0,0.211027502048869,10,10,41307.0,10,5
E,E01013463,3.607,2.6,3.4000000000000004,0.20605017992205887,10,10,41308.0,10,5
S,S01012745,3.85985649277717,3.0,2.0,0.20433797484911853,10,10,41309.0,10,5
S,S01010411,3.859469407379223,2.0,2.0,0.2037878756004341,10,10,41310.0,10,5
E,E01017799,3.539,3.5999999999999996,2.8000000000000003,0.20361417404133242,10,10,41311.0,10,5
E,E01023112,3.506,3.1,2.5,0.20356392095255815,10,10,41312.0,10,5
E,E01008420,3.493,2.1999999999999997,2.4,0.20121167021978925,10,10,41313.0,10,5
E,E01006137,3.426,2.8000000000000003,1.7999999999999998,0.19994341419065242,10,10,41314.0,10,5
E,E01031740,3.546,2.9000000000000004,2.9000000000000004,0.19895992566456666,10,10,41315.0,10,5
E,E01008371,3.434,1.6,1.9,0.19645691566547596,10,10,41316.0,10,5
E,E01032763,3.609,3.3000000000000003,3.5000000000000004,0.19555718228734698,10,10,41317.0,10,5
S,S01013340,4.995783123670115,3.0,4.0,0.1950041174732986,10,10,41318.0,10,5
S,S01006774,4.42262157491954,2.0,3.0,0.19228367311577843,10,10,41319.0,10,5
E,E01019653,3.616,3.2,3.5999999999999996,0.190902933910583,10,10,41320.0,10,5
E,E01014944,3.495,3.5999999999999996,2.5,0.19071867258507869,10,10,41321.0,10,5
E,E01014405,3.473,2.6,2.3,0.19068517052589584,10,10,41322.0,10,5
E,E01022884,3.527,4.8,2.8000000000000003,0.18960117582226355,10,10,41323.0,10,5
E,E01019931,3.547,2.4,3.0,0.18729917817826758,10,10,41324.0,10,5
E,E01032364,3.47,2.4,2.3,0.18718192097112918,10,10,41325.0,10,5
E,E01021194,3.535,3.0,2.9000000000000004,0.1861146772970872,10,10,41326.0,10,5
S,S01012563,3.846883715623012,1.0,2.0,0.18590195271110566,10,10,41327.0,10,5
E,E01020383,3.776,3.5999999999999996,5.1,0.18531545009650507,10,10,41328.0,10,5
E,E01006195,3.6,3.1,3.5000000000000004,0.185047433623045,10,10,41329.0,10,5
E,E01018256,3.545,3.5000000000000004,3.0,0.1849636784750892,10,10,41330.0,10,5
E,E01022470,3.468,1.6,2.3,0.1848464212679506,10,10,41331.0,10,5
S,S01012714,4.4158230349090015,3.0,3.0,0.18262205381475827,10,10,41332.0,10,5
S,S01007446,3.269737815503385,1.0,1.0,0.1775192211522736,10,10,41333.0,10,5
E,E01016617,3.589,2.7,3.5000000000000004,0.1722021852555642,10,10,41334.0,10,5
E,E01010172,3.62,3.0,3.8,0.16991693864116098,10,10,41335.0,10,5
S,S01011897,4.406364672586018,3.0,3.0,0.16918047726536178,10,10,41336.0,10,5
E,E01030762,3.497,2.9000000000000004,2.7,0.16739717761247874,10,10,41337.0,10,5
E,E01014715,3.495,2.7,2.7,0.16506167790930082,10,10,41338.0,10,5
E,E01022219,3.67,3.8,4.3,0.16416194453117328,10,10,41339.0,10,5
E,E01010186,3.592,3.8,3.5999999999999996,0.16287693747244525,10,10,41340.0,10,5
S,S01012145,4.40191381816376,3.0,3.0,0.16285522788454454,10,10,41341.0,10,5
E,E01028128,3.709,3.3000000000000003,4.7,0.15839019939159193,10,10,41342.0,10,5
E,E01016998,3.522,3.9,3.0,0.15810543188854043,10,10,41343.0,10,5
E,E01022661,3.478,2.9000000000000004,2.6,0.15803842777017518,10,10,41344.0,10,5
E,E01019830,3.62,3.1,3.9,0.1570884413032747,10,10,41345.0,10,5
S,S01008404,3.8253137773324446,2.0,2.0,0.1552482341499246,10,10,41346.0,10,5
S,S01010625,4.396482632484146,2.0,3.0,0.15513679888239862,10,10,41347.0,10,5
S,S01013103,3.824799549218568,2.0,2.0,0.1545174483837961,10,10,41348.0,10,5
E,E01022590,3.604,4.1000000000000005,3.8,0.1512329410157358,10,10,41349.0,10,5
E,E01015021,3.614,3.0,3.9,0.15008194219374005,10,10,41350.0,10,5
E,E01031487,3.592,2.3,3.6999999999999997,0.1500484401345572,10,10,41351.0,10,5
E,E01031307,3.57,1.7999999999999998,3.5000000000000004,0.1500149380753717,10,10,41352.0,10,5
E,E01023473,3.668,3.5999999999999996,4.3999999999999995,0.14899794749010553,10,10,41353.0,10,5
E,E01013108,3.503,2.3,2.9000000000000004,0.14874668204623598,10,10,41354.0,10,5
E,E01012926,3.634,4.2,4.1000000000000005,0.14777994454974408,10,10,41355.5,10,5
E,E01022704,3.634,3.0,4.1000000000000005,0.14777994454974408,10,10,41355.5,10,5
E,E01030398,3.347,1.0,1.5,0.1461766679287802,10,10,41357.0,10,5
E,E01023455,3.511,5.800000000000001,3.0,0.14526018352106096,10,10,41358.0,10,5
E,E01022898,3.553,3.1,3.4000000000000004,0.14299168793624784,10,10,41359.0,10,5
S,S01009963,4.959099153375169,3.0,4.0,0.14287137207644474,10,10,41360.0,10,5
E,E01031725,3.607,3.8,3.9,0.14190769323261598,10,10,41361.0,10,5
E,E01013113,3.692,3.2,4.7,0.13853845191457825,10,10,41362.0,10,5
E,E01013377,3.582,2.7,3.6999999999999997,0.1383709416186658,10,10,41363.0,10,5
S,S01008350,3.2418917733188493,1.0,1.0,0.1379463337073057,10,10,41364.0,10,5
S,S01008034,3.241383432076546,2.0,1.0,0.13722391395975286,10,10,41365.0,10,5
S,S01008633,4.381797533042399,3.0,3.0,0.1342673416189486,10,10,41366.0,10,5
E,E01016689,3.542,3.5000000000000004,3.4000000000000004,0.13014643956876792,10,10,41367.0,10,5
E,E01030447,3.53,4.0,3.3000000000000003,0.12896193868758754,10,10,41368.0,10,5
E,E01016054,3.507,2.4,3.1,0.12776068677681574,10,10,41369.0,10,5
E,E01018235,3.592,4.3,3.9,0.12439144545878111,10,10,41370.0,10,5
E,E01018282,3.548,4.2,3.5000000000000004,0.12432444134041276,10,10,41371.0,10,5
E,E01031295,3.471,2.0,2.8000000000000003,0.12420718413327458,10,10,41372.0,10,5
E,E01012513,3.536,4.3999999999999995,3.4000000000000004,0.12313994045923327,10,10,41373.0,10,5
E,E01029731,3.634,3.6999999999999997,4.3,0.1221229498739671,10,10,41374.0,10,5
E,E01010771,3.468,2.1,2.8000000000000003,0.12070393457850725,10,10,41375.0,10,5
E,E01013354,3.412,2.1999999999999997,2.3,0.11945242957896185,10,10,41376.0,10,5
E,E01030370,3.367,1.4000000000000001,1.9,0.11821767560900698,10,10,41377.0,10,5
S,S01008387,3.79904468016708,1.0,2.0,0.11791639293109557,10,10,41378.0,10,5
S,S01010940,3.798787883158095,2.0,2.0,0.11755145061486205,10,10,41379.0,10,5
S,S01013450,3.226459513956517,3.0,1.0,0.11601506395198413,10,10,41380.0,10,5
E,E01032624,3.398,2.5,2.1999999999999997,0.11593242899460332,10,10,41381.0,10,5
S,S01008536,3.796983249598852,2.0,2.0,0.11498682903431279,10,10,41382.0,10,5
E,E01030050,3.518,2.9000000000000004,3.3000000000000003,0.11494894046851822,10,10,41383.0,10,5
E,E01023441,3.429,3.4000000000000004,2.5,0.11364718238019877,10,10,41384.0,10,5
E,E01022744,3.604,2.3,4.1000000000000005,0.11274744900207079,10,10,41385.0,10,5
E,E01010697,3.461,1.9,2.8000000000000003,0.11252968561738319,10,10,41386.0,10,5
E,E01012477,3.57,2.5,3.8,0.11152944606170667,10,10,41387.0,10,5
E,E01023489,3.404,3.5000000000000004,2.3,0.11011043076624905,10,10,41388.0,10,5
S,S01006870,3.79137001465646,3.0,2.0,0.10700968409194167,10,10,41389.0,10,5
E,E01015830,3.533,2.9000000000000004,3.5000000000000004,0.106808193566577,10,10,41390.0,10,5
E,E01029770,3.653,3.3000000000000003,4.6,0.1058247050404928,10,10,41391.0,10,5
E,E01011376,3.576,2.5,3.9,0.10570744783335595,10,10,41392.0,10,5
E,E01022430,3.639,3.8,4.5,0.1023047044561336,10,10,41393.0,10,5
E,E01015295,3.529,4.2,3.5000000000000004,0.10213719416021938,10,10,41394.0,10,5
E,E01019963,3.561,6.4,3.8,0.10101969739740468,10,10,41395.0,10,5
E,E01016551,3.44,2.0,2.7,0.10083543607190126,10,10,41396.0,10,5
E,E01024718,3.505,2.9000000000000004,3.3000000000000003,0.09976819239786039,10,10,41397.0,10,5
S,S01011550,4.92817884831656,1.0,4.0,0.09892955284987082,10,10,41398.0,10,5
E,E01030671,3.196,0.8999999999999999,0.5,0.09813141371771472,10,10,41399.0,10,5
S,S01008353,3.2132979479276824,1.0,1.0,0.09731074799903916,10,10,41400.0,10,5
S,S01007932,4.926085035811906,3.0,4.0,0.0959539699634977,10,10,41401.0,10,5
E,E01010196,3.544,2.8000000000000003,3.6999999999999997,0.09399644725828171,10,10,41402.0,10,5
E,E01008522,3.642,3.2,4.6,0.092979456673012,10,10,41403.0,10,5
E,E01003886,3.466,2.7,3.0,0.09271144019955191,10,10,41404.0,10,5
E,E01007954,3.471,3.4000000000000004,3.1,0.08572169211960867,10,10,41405.0,10,5
E,E01023852,3.383,4.6,2.3,0.08558768388287841,10,10,41406.0,10,5
S,S01008630,3.7756993066581535,3.0,2.0,0.0847395474710777,10,10,41407.0,10,5
E,E01022537,3.448,2.1,2.9000000000000004,0.08452044020883598,10,10,41408.0,10,5
E,E01009859,3.36,2.0,2.1,0.0843864319721066,10,10,41409.0,10,5
E,E01014090,3.589,3.5000000000000004,4.2,0.08240270389034698,10,10,41410.0,10,5
E,E01022519,3.424,2.0,2.7,0.08215143844647521,10,10,41411.0,10,5
E,E01022498,3.413,3.5999999999999996,2.6,0.08213468741688379,10,10,41412.0,10,5
S,S01009917,3.7732037961223153,3.0,2.0,0.0811930988627616,10,10,41413.0,10,5
E,E01017700,3.509,2.8000000000000003,3.5000000000000004,0.07878219712843748,10,10,41414.0,10,5
E,E01008619,3.475,3.0,3.2,0.07756419418807603,10,10,41415.0,10,5
E,E01017964,3.461,2.9000000000000004,3.1,0.07404419360371772,10,10,41416.0,10,5
E,E01016525,3.438,3.4000000000000004,2.9000000000000004,0.07284294169294547,10,10,41417.0,10,5
E,E01023416,3.416,1.6,2.7,0.07280943963376263,10,10,41418.0,10,5
E,E01027357,3.558,3.8,4.0,0.07185945316686126,10,10,41419.0,10,5
E,E01027077,3.481,2.8000000000000003,3.3000000000000003,0.07174219595972176,10,10,41420.0,10,5
E,E01022511,3.272,1.7000000000000002,1.4000000000000001,0.07142392639748718,10,10,41421.0,10,5
E,E01028654,3.522,5.5,3.6999999999999997,0.068305950523321,10,10,41422.0,10,5
E,E01027205,3.379,2.8000000000000003,2.4,0.06808818713863385,10,10,41423.0,10,5
S,S01006541,4.334943860816932,3.0,3.0,0.06768211255571321,10,10,41424.0,10,5
E,E01015911,3.466,2.8000000000000003,3.2,0.06705444552377404,10,10,41425.0,10,5
E,E01031718,3.498,2.4,3.5000000000000004,0.06593694876095846,10,10,41426.0,10,5
E,E01009429,3.431,2.5,2.9000000000000004,0.06466869273182141,10,10,41427.0,10,5
E,E01013054,3.527,4.0,3.8,0.06131620244337643,10,10,41428.0,10,5
E,E01030868,3.493,4.6,3.5000000000000004,0.06009819950301232,10,10,41429.0,10,5
E,E01021935,3.492,3.9,3.5000000000000004,0.0589304496514238,10,10,41430.0,10,5
E,E01028573,3.404,3.1,2.7,0.058796441414693756,10,10,41431.0,10,5
E,E01017780,3.412,3.5999999999999996,2.8000000000000003,0.05530994288951829,10,10,41432.0,10,5
E,E01032700,3.247,2.6,1.3,0.05505867744564846,10,10,41433.0,10,5
E,E01030499,3.451,2.1999999999999997,3.2,0.049538197749937396,10,10,41434.0,10,5
E,E01023408,3.373,2.9000000000000004,2.5,0.04825319069121026,10,10,41435.0,10,5
E,E01023515,3.362,2.1,2.4,0.04823643966161928,10,10,41436.0,10,5
E,E01010198,3.372,4.2,2.5,0.04708544083962085,10,10,41437.0,10,5
E,E01000758,3.339,2.0,2.1999999999999997,0.04703518775084681,10,10,41438.0,10,5
E,E01004157,3.327,2.6,2.1,0.04585068686966687,10,10,41439.0,10,5
S,S01012917,3.747385332070811,2.0,2.0,0.04450166655287524,10,10,41440.0,10,5
E,E01019241,3.424,2.1,3.0,0.043665946432809744,10,10,41441.0,10,5
E,E01011564,3.445,2.3,3.2,0.04253169864040274,10,10,41442.0,10,5
E,E01028135,3.465,3.2,3.4000000000000004,0.040229700996408546,10,10,41443.0,10,5
E,E01016229,3.353,2.4,2.4,0.037726690997317736,10,10,41444.0,10,5
S,S01008857,3.742019891168342,4.0,2.0,0.036876669523892236,10,10,41445.0,10,5
S,S01009089,3.740037489218097,1.0,2.0,0.034059415684806416,10,10,41446.0,10,5
E,E01025016,3.525,3.2,4.0,0.03332370806442153,10,10,41447.0,10,5
E,E01019362,3.393,3.3000000000000003,2.8000000000000003,0.033122695709325356,10,10,41448.0,10,5
E,E01022745,3.36,2.7,2.5,0.033072442620551534,10,10,41449.0,10,5
S,S01011905,3.16766301729743,2.0,1.0,0.032457510996015015,10,10,41450.0,10,5
E,E01030899,3.477,2.8000000000000003,3.5999999999999996,0.028585704539699996,10,10,41451.0,10,5
S,S01011112,3.734826633099986,3.0,2.0,0.026654103960885855,10,10,41452.0,10,5
E,E01023826,3.519,4.0,4.0,0.026317208954886873,10,10,41453.0,10,5
E,E01023698,3.376,1.5,2.7,0.02609944557019972,10,10,41454.0,10,5
E,E01026303,3.438,3.3000000000000003,3.3000000000000003,0.021528952341391516,10,10,41455.0,10,5
S,S01009613,4.30240591482775,2.0,3.0,0.021441412861757048,10,10,41456.0,10,5
S,S01008575,3.7295516744254567,2.0,2.0,0.019157694075392584,10,10,41457.0,10,5
E,E01014967,3.381,2.6,2.8000000000000003,0.019109697490256483,10,10,41458.0,10,5
E,E01016708,3.325,1.7999999999999998,2.3,0.017858192490711522,10,10,41459.0,10,5
E,E01008523,3.608,2.8000000000000003,4.9,0.014790469705319609,10,10,41460.0,10,5
E,E01015401,3.476,3.1,3.6999999999999997,0.014589457350222546,10,10,41461.0,10,5
S,S01007868,4.296903112607598,2.0,3.0,0.013621207338585517,10,10,41462.0,10,5
E,E01033551,3.396,1.9,3.0,0.010968950588315707,10,10,41463.0,10,5
S,S01008611,3.150931648595618,2.0,1.0,0.00868003604825529,10,10,41464.0,10,5
S,S01006937,3.721350150178554,2.0,2.0,0.007502249694859131,10,10,41465.0,10,5
E,E01030338,3.238,1.3,1.6,0.0060634367676810075,10,10,41466.0,10,5
E,E01030789,3.335,1.7999999999999998,2.5,0.0038786963308243827,10,10,41467.0,10,5
E,E01006134,3.224,1.5,1.5,0.0025434361833227975,10,10,41468.0,10,5
E,E01023374,3.299,1.6,2.1999999999999997,0.0003251936872832317,10,10,41469.0,10,5
S,S01008974,4.286328693222327,3.0,3.0,-0.0014064330476535325,10,10,41470.0,10,5
S,S01009348,3.713658968783088,2.0,2.0,-0.0034279303883499868,10,10,41471.0,10,5
E,E01033425,3.383,3.3000000000000003,3.0,-0.004211797482342572,10,10,41472.0,10,5
E,E01030771,3.348,2.0,2.7,-0.006597550274295205,10,10,41473.0,10,5
E,E01015315,3.49,3.4000000000000004,4.0,-0.007547536741197014,10,10,41474.0,10,5
E,E01025454,3.412,3.9,3.3000000000000003,-0.008832543799925041,10,10,41475.0,10,5
S,S01007391,3.137266076075769,1.0,1.0,-0.010740539400680538,10,10,41476.0,10,5
E,E01027295,3.476,3.6999999999999997,3.9,-0.011067537325554433,10,10,41477.0,10,5
E,E01007826,3.408,2.8000000000000003,3.3000000000000003,-0.013503543206281776,10,10,41478.0,10,5
E,E01006081,3.265,2.0,2.0,-0.013721306590968041,10,10,41479.0,10,5
S,S01006757,3.704973427517975,2.0,2.0,-0.01577122659558694,10,10,41480.0,10,5
E,E01016429,3.34,2.0,2.7,-0.015939549087007787,10,10,41481.0,10,5
S,S01006549,3.132563281884212,1.0,1.0,-0.01742382832145517,10,10,41482.0,10,5
E,E01018414,3.371,3.1,3.0,-0.018224795701411445,10,10,41483.0,10,5
S,S01008735,4.274490835019698,2.0,3.0,-0.018229586124046016,10,10,41484.0,10,5
E,E01028364,3.414,2.9000000000000004,3.4000000000000004,-0.019325541434634275,10,10,41485.0,10,5
E,E01022995,3.545,4.3,4.6,-0.020292278931128394,10,10,41486.0,10,5
E,E01022849,3.468,4.3999999999999995,3.9,-0.020409536138267015,10,10,41487.0,10,5
E,E01021474,3.325,2.4,2.6,-0.020627299522955056,10,10,41488.0,10,5
E,E01025019,3.51,2.7,4.3,-0.022678031723081027,10,10,41489.0,10,5
E,E01017868,3.421,3.4000000000000004,3.5000000000000004,-0.023979789811401808,10,10,41490.0,10,5
E,E01030480,3.387,3.4000000000000004,3.2,-0.02519779275176326,10,10,41491.0,10,5
E,E01013798,3.341,2.1999999999999997,2.8000000000000003,-0.02760029657330687,10,10,41492.0,10,5
S,S01008876,3.696624424357329,2.0,2.0,-0.027636257904682715,10,10,41493.0,10,5
E,E01007619,3.384,2.1,3.2,-0.028701042306531477,10,10,41494.0,10,5
S,S01008889,3.695101024951017,2.0,2.0,-0.029801208774189236,10,10,41495.0,10,5
E,E01018407,3.416,3.1,3.5000000000000004,-0.02981853906934795,10,10,41496.0,10,5
S,S01008847,3.691871808728739,2.0,2.0,-0.03439034963854648,10,10,41497.0,10,5
E,E01018614,3.368,2.4,3.1,-0.03455654259406726,10,10,41498.5,10,5
E,E01014615,3.368,2.6,3.1,-0.03455654259406726,10,10,41498.5,10,5
E,E01002188,3.181,2.0,1.4000000000000001,-0.034841310097119424,10,10,41500.0,10,5
E,E01016270,3.279,3.4000000000000004,2.3,-0.03585830068238671,10,10,41501.0,10,5
E,E01024817,3.296,3.2,2.5,-0.04166354788115001,10,10,41502.0,10,5
E,E01015518,3.272,3.0,2.3,-0.04403254964351033,10,10,41503.0,10,5
E,E01018693,3.303,1.6,2.6,-0.04631779625791532,10,10,41504.0,10,5
S,S01007150,4.253424914231265,2.0,3.0,-0.048167029540986395,10,10,41505.0,10,5
S,S01008442,3.681778270979417,1.0,2.0,-0.04873459398854885,10,10,41506.0,10,5
S,S01008849,3.681287207207157,1.0,2.0,-0.049432460179340554,10,10,41507.0,10,5
E,E01018671,3.377,2.6,3.3000000000000003,-0.049703788605543586,10,10,41508.0,10,5
S,S01009097,3.680618063744957,2.0,2.0,-0.050383401025393404,10,10,41509.0,10,5
S,S01011132,3.679610699487178,3.0,2.0,-0.05181499809491563,10,10,41510.0,10,5
E,E01021379,3.351,2.9000000000000004,3.1,-0.05440829007108183,10,10,41511.0,10,5
E,E01000707,3.318,2.4,2.8000000000000003,-0.054458543159855655,10,10,41512.0,10,5
S,S01012292,4.2469998701039895,3.0,3.0,-0.05729786208058574,10,10,41513.0,10,5
E,E01030443,3.205,1.6,1.7999999999999998,-0.05812930301053576,10,10,41514.0,10,5
E,E01015512,3.379,3.4000000000000004,3.4000000000000004,-0.06019678624025193,10,10,41515.0,10,5
E,E01014987,3.269,2.3,2.4,-0.06036429653616571,10,10,41516.0,10,5
E,E01005929,3.411,2.4,3.6999999999999997,-0.061314283003068404,10,10,41517.0,10,5
E,E01031139,3.375,4.3999999999999995,3.4000000000000004,-0.06486778564660955,10,10,41518.0,10,5
S,S01007685,3.098170289926727,2.0,1.0,-0.06630079225800656,10,10,41519.0,10,5
E,E01023242,3.198,1.7999999999999998,1.7999999999999998,-0.06630355197165949,10,10,41520.0,10,5
E,E01023654,3.307,1.7000000000000002,2.8000000000000003,-0.06730379152733601,10,10,41521.0,10,5
E,E01006139,3.208,2.8000000000000003,1.9,-0.06745455079365748,10,10,41522.0,10,5
E,E01030512,3.372,3.4000000000000004,3.4000000000000004,-0.06837103520137688,10,10,41523.0,10,5
E,E01013088,3.316,1.6,2.9000000000000004,-0.06962254020092384,10,10,41524.0,10,5
E,E01014776,3.239,2.1999999999999997,2.1999999999999997,-0.06973979740806202,10,10,41525.0,10,5
S,S01006514,3.666523775279192,2.0,2.0,-0.07041323820571499,10,10,41526.0,10,5
E,E01025832,3.26,1.5,2.4,-0.0708740452004677,10,10,41527.0,10,5
E,E01014822,3.486,3.5000000000000004,4.5,-0.07636102283699575,10,10,41528.0,10,5
E,E01007861,3.332,2.3,3.1,-0.07659553725127388,10,10,41529.0,10,5
E,E01017887,3.298,2.8000000000000003,2.8000000000000003,-0.07781354019163755,10,10,41530.0,10,5
E,E01019880,3.394,3.5999999999999996,3.6999999999999997,-0.08116603048008209,10,10,41531.0,10,5
E,E01016604,3.172,2.3,1.7000000000000002,-0.0838365507750869,10,10,41532.0,10,5
E,E01017798,3.193,1.9,1.9,-0.08497079856749412,10,10,41533.0,10,5
E,E01026184,3.212,2.1999999999999997,2.1,-0.08844054606307772,10,10,41534.0,10,5
E,E01016657,3.19,1.6,1.9,-0.08847404812226145,10,10,41535.0,10,5
S,S01006921,3.6533711152066535,1.0,2.0,-0.08910489762371121,10,10,41536.0,10,5
E,E01016427,3.199,2.6,2.0,-0.09079279679584817,10,10,41537.0,10,5
E,E01017438,3.253,2.1,2.5,-0.09187679149948025,10,10,41538.0,10,5
S,S01008605,3.65012546670126,3.0,2.0,-0.0937173909230713,10,10,41539.0,10,5
E,E01002924,3.339,2.5,3.3000000000000003,-0.09407828296592768,10,10,41540.0,10,5
E,E01031101,3.36,3.0,3.5000000000000004,-0.09521253075833513,10,10,41541.0,10,5
E,E01027203,3.25,2.5,2.5,-0.09538004105424758,10,10,41542.0,10,5
S,S01008972,3.07744963288625,1.0,1.0,-0.09574757049006544,10,10,41543.0,10,5
S,S01008402,3.648526951455388,1.0,2.0,-0.09598909127763977,10,10,41544.0,10,5
E,E01007952,3.37,3.2,3.5999999999999996,-0.09636352958033267,10,10,41545.0,10,5
E,E01029244,3.282,1.9,2.8000000000000003,-0.09649753781706316,10,10,41546.0,10,5
E,E01012302,3.391,3.5000000000000004,3.8,-0.09749777737273924,10,10,41547.0,10,5
E,E01024326,3.303,3.9,3.0,-0.09763178560946972,10,10,41548.0,10,5
E,E01026927,3.39,3.0,3.8,-0.09866552722432775,10,10,41549.0,10,5
E,E01030442,3.093,0.5,1.0999999999999999,-0.09911780502329315,10,10,41550.0,10,5
E,E01027675,3.4,3.1,3.9,-0.09981652604632352,10,10,41551.0,10,5
E,E01011461,3.256,1.7999999999999998,2.6,-0.10120203928260274,10,10,41552.0,10,5
E,E01028354,3.343,3.2,3.4000000000000004,-0.10223578089746077,10,10,41553.0,10,5
E,E01024469,3.287,3.4000000000000004,2.9000000000000004,-0.10348728589700729,10,10,41554.0,10,5
E,E01006152,3.317,3.3000000000000003,3.2,-0.10694028236300035,10,10,41555.0,10,5
S,S01010997,3.640042258707641,1.0,2.0,-0.10804695533195097,10,10,41556.0,10,5
E,E01030897,3.446,3.9,4.3999999999999995,-0.1102425195626715,10,10,41557.0,10,5
E,E01016228,3.335,3.6999999999999997,3.4000000000000004,-0.11157777971017335,10,10,41558.0,10,5
S,S01008540,3.637272187853899,1.0,2.0,-0.11198359025418747,10,10,41559.0,10,5
S,S01008696,4.206711527543305,2.0,3.0,-0.11455289440915362,10,10,41560.0,10,5
E,E01028972,3.296,3.0,3.1,-0.11863453190848183,10,10,41561.0,10,5
E,E01003008,3.164,2.1,1.9,-0.11883554426357756,10,10,41562.0,10,5
S,S01012693,3.630745387251989,2.0,2.0,-0.1212590321242919,10,10,41563.0,10,5
E,E01032616,3.282,2.0,3.0,-0.12215453249284058,10,10,41564.0,10,5
E,E01015914,3.336,2.4,3.5000000000000004,-0.12323852719647466,10,10,41565.0,10,5
S,S01008747,3.6277654676078166,3.0,2.0,-0.12549388977093323,10,10,41566.0,10,5
E,E01014477,3.356,3.0,3.6999999999999997,-0.12554052484046796,10,10,41567.0,10,5
E,E01027272,3.323,2.9000000000000004,3.4000000000000004,-0.12559077792924267,10,10,41568.0,10,5
S,S01011903,3.626837921176853,2.0,2.0,-0.1268120552132339,10,10,41569.0,10,5
E,E01020144,3.321,4.2,3.4000000000000004,-0.1279262776324197,10,10,41570.0,10,5
S,S01012620,4.1972429073015,2.0,3.0,-0.12800904881001873,10,10,41571.0,10,5
E,E01022693,3.1,1.7000000000000002,1.4000000000000001,-0.1294290480758354,10,10,41572.0,10,5
E,E01023279,3.219,3.1,2.5,-0.1315802864535094,10,10,41573.0,10,5
E,E01023814,3.119,2.9000000000000004,1.6,-0.13289879557142004,10,10,41574.0,10,5
E,E01028365,3.281,3.9,3.1,-0.1361507796823176,10,10,41575.0,10,5
E,E01032973,3.248,3.5999999999999996,2.8000000000000003,-0.1362010327710914,10,10,41576.0,10,5
