nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01024075,20.894,10.8,14.6,18.95615016249907,5,5,18481.0,5,3
E,E01014678,20.498,10.9,11.0,18.955547125433785,5,5,18482.0,5,3
E,E01005940,20.41,12.8,10.2,18.95541311719705,5,5,18483.0,5,3
E,E01007069,20.782,13.900000000000002,13.600000000000001,18.953647152499983,5,5,18484.0,5,3
E,E01016378,20.121,9.9,7.6,18.951474340872913,5,5,18485.0,5,3
S,S01011593,21.049002238073086,13.0,9.0,18.949651921352377,4,5,18486.0,5,3
E,E01013268,20.185,8.9,8.200000000000001,18.94923934734728,5,5,18487.0,5,3
E,E01005964,20.305,9.9,9.3,18.948255858821202,5,5,18488.0,5,3
E,E01002769,20.118,11.1,7.6,18.947971091318145,5,5,18489.0,5,3
E,E01016013,19.853,10.4,5.2,18.946401316756365,5,5,18490.0,5,3
E,E01011202,20.598,13.600000000000001,12.0,18.944037137213805,5,5,18491.0,5,3
E,E01022937,20.245,12.2,8.799999999999999,18.942333354415297,5,5,18492.0,5,3
E,E01027785,20.519,13.100000000000001,11.3,18.94158438030349,5,5,18493.0,5,3
E,E01020640,20.497,12.4,11.1,18.941550878244307,5,5,18494.0,5,3
E,E01018139,20.266,12.5,9.0,18.94119910662289,5,5,18495.0,5,3
E,E01032217,20.101,8.799999999999999,7.5,18.940947841179018,5,5,18496.0,5,3
E,E01011275,20.43,10.7,10.5,18.94028262221517,5,5,18497.0,5,3
N,95SS30S2,4.631215945794856,7.8,10.1,18.939597738188944,10,5,18498.0,5,3
E,E01025604,20.561,12.4,11.700000000000001,18.939315884718678,5,5,18499.0,5,3
E,E01017999,20.231,11.799999999999999,8.7,18.93881335383094,5,5,18500.0,5,3
E,E01020500,20.373,10.9,10.0,18.937863367364038,5,5,18501.0,5,3
S,S01011517,20.46910137096945,10.0,8.0,18.937354019456222,5,5,18502.0,5,3
E,E01029382,20.427,13.700000000000001,10.5,18.936779372660403,5,5,18503.0,5,3
E,E01013700,20.262,12.7,9.0,18.936528107216535,5,5,18504.0,5,3
E,E01004934,20.624,14.799999999999999,12.3,18.935913141341455,5,5,18505.0,5,3
E,E01011006,20.261,11.5,9.0,18.935360357364942,5,5,18506.0,5,3
E,E01010581,20.228,10.2,8.7,18.935310104276173,5,5,18507.0,5,3
E,E01014038,20.414,14.2,10.4,18.934427121927634,5,5,18508.0,5,3
S,S01008817,22.18038150197402,13.0,11.0,18.933855657543596,4,5,18509.0,5,3
E,E01018067,20.291,12.1,9.3,18.931907360898954,5,5,18510.0,5,3
E,E01025863,20.388,11.4,10.2,18.929722620462094,5,5,18511.0,5,3
E,E01028446,20.333,9.5,9.700000000000001,18.929638865314136,5,5,18512.0,5,3
E,E01028441,20.211,12.6,8.6,18.928286854137045,5,5,18513.0,5,3
E,E01003639,20.275,12.6,9.2,18.926051860611413,5,5,18514.0,5,3
E,E01003683,20.176,15.5,8.3,18.92590110134509,5,5,18515.0,5,3
E,E01027822,19.999,7.8,6.7,18.92446533502004,5,5,18516.0,5,3
E,E01020055,20.493,12.9,11.200000000000001,18.92405138150006,5,5,18517.0,5,3
S,S01008311,21.030605634283532,16.0,9.0,18.9235079283817,4,5,18518.0,5,3
E,E01024595,20.305,12.5,9.5,18.92259886414542,5,5,18519.0,5,3
E,E01027477,19.799,6.4,4.9,18.92182831678422,5,5,18520.0,5,3
E,E01011435,19.445,2.3,1.7000000000000002,18.918956784134124,5,5,18521.0,5,3
E,E01006355,20.366,9.6,10.100000000000001,18.91686062106502,5,5,18522.0,5,3
E,E01029185,20.409,11.200000000000001,10.5,18.915759875331798,5,5,18523.0,5,3
E,E01003527,19.947,9.2,6.3,18.915056332088966,5,5,18524.0,5,3
E,E01031806,20.506,13.5,11.4,18.91357513489494,5,5,18525.0,5,3
E,E01028538,20.241,11.700000000000001,9.0,18.91200536033316,5,5,18526.0,5,3
E,E01008588,20.513,12.2,11.5,18.90892088651818,5,5,18527.0,5,3
E,E01001889,19.908,7.5,6.0,18.907999579890657,5,5,18528.0,5,3
E,E01020049,19.61,3.9,3.3000000000000003,18.906379552240104,5,5,18529.0,5,3
S,S01012567,23.300123871352188,15.0,13.0,18.9015218364724,4,5,18530.0,5,3
E,E01013317,20.199,10.100000000000001,8.7,18.90144535858009,5,5,18531.0,5,3
E,E01016855,20.056,11.899999999999999,7.3999999999999995,18.9012275951954,5,5,18532.0,5,3
E,E01007039,20.539,11.899999999999999,11.799999999999999,18.90079689064583,5,5,18533.0,5,3
E,E01025061,20.231,9.1,9.0,18.900327861817274,5,5,18534.0,5,3
W,W01001927,18.9,18.0,10.0,18.9,5,5,18539.0,5,3
W,W01001490,18.9,17.0,9.0,18.9,5,5,18539.0,5,3
W,W01000096,18.9,17.0,11.0,18.9,5,5,18539.0,5,3
W,W01000857,18.9,19.0,13.0,18.9,5,5,18539.0,5,3
W,W01000696,18.9,14.0,10.0,18.9,5,5,18539.0,5,3
W,W01000123,18.9,15.0,12.0,18.9,5,5,18539.0,5,3
W,W01000066,18.9,12.0,8.0,18.9,5,5,18539.0,5,3
W,W01000097,18.9,17.0,13.0,18.9,5,5,18539.0,5,3
W,W01000509,18.9,17.0,13.0,18.9,5,5,18539.0,5,3
E,E01001301,20.032,11.799999999999999,7.199999999999999,18.89885859343304,5,5,18544.0,5,3
E,E01030259,19.812,6.800000000000001,5.2,18.898523572841214,5,5,18545.0,5,3
E,E01025653,20.394,10.6,10.5,18.89824362755796,5,5,18546.0,5,3
E,E01027215,20.294,8.9,9.6,18.896925118440056,5,5,18547.0,5,3
E,E01019417,20.25,15.4,9.2,18.896858114321688,5,5,18548.0,5,3
E,E01011648,20.063,10.6,7.5,18.896573346818634,5,5,18549.0,5,3
E,E01026738,20.072,8.200000000000001,7.6,18.894254598145046,5,5,18550.0,5,3
S,S01011428,21.581040778585333,13.0,10.0,18.893931163702465,4,5,18551.0,5,3
E,E01026419,20.016,7.5,7.1,18.8930030931455,5,5,18552.0,5,3
S,S01007661,21.00847574671569,12.0,9.0,18.89205844826928,4,5,18553.0,5,3
E,E01005790,20.574,12.1,12.2,18.890354146099895,5,5,18554.0,5,3
E,E01011239,20.354,11.0,10.2,18.89001912550806,5,5,18555.0,5,3
E,E01019388,20.617,12.7,12.6,18.88925340036667,5,5,18556.0,5,3
S,S01010704,23.290625930506028,14.0,13.0,18.888024013637356,4,5,18557.0,5,3
E,E01032499,20.076,7.000000000000001,7.7,18.88609710021352,5,5,18558.0,5,3
S,S01007159,22.14654455247732,12.0,11.0,18.885768903058338,4,5,18559.0,5,3
S,S01008064,23.28845548933552,17.0,13.0,18.884939531340834,4,5,18560.0,5,3
S,S01012909,22.145888681164504,16.0,11.0,18.884836823681727,4,5,18561.0,5,3
E,E01016809,20.25,12.3,9.3,18.884029616983803,5,5,18562.0,5,3
E,E01029838,20.14,9.700000000000001,8.3,18.883862106687886,5,5,18563.0,5,3
E,E01003842,20.358,12.6,10.299999999999999,18.881861627576534,5,5,18564.0,5,3
E,E01023537,20.137,12.0,8.3,18.880358857133118,5,5,18565.0,5,3
E,E01026727,20.016,7.1,7.199999999999999,18.880174595807613,5,5,18566.0,5,3
E,E01026724,20.444,10.100000000000001,11.1,18.879660136110083,5,5,18567.0,5,3
E,E01018024,19.828,7.5,5.5,18.878722078452974,5,5,18568.0,5,3
E,E01011147,20.187,11.200000000000001,8.799999999999999,18.87460386302313,5,5,18569.0,5,3
E,E01004396,19.912,12.4,6.3,18.874185087283347,5,5,18570.0,5,3
E,E01017412,19.802,5.5,5.3,18.874017576987434,5,5,18571.0,5,3
S,S01013237,20.423226340891823,12.0,8.0,18.87215956956759,5,5,18572.0,5,3
E,E01025625,20.437,15.0,11.1,18.871485887148964,5,5,18573.0,5,3
E,E01018842,20.195,12.1,8.9,18.871117364497955,5,5,18574.0,5,3
E,E01004610,19.919,10.2,6.4,18.86953083890658,5,5,18575.0,5,3
E,E01008741,20.336,13.200000000000001,10.2,18.86899962817946,5,5,18576.0,5,3
S,S01011504,19.84825958521279,12.0,7.0,18.866873688796474,5,5,18577.0,5,3
E,E01005388,20.356,10.8,10.4,18.866697630535466,5,5,18578.0,5,3
E,E01018183,20.166,13.0,8.7,18.862909613477647,5,5,18579.0,5,3
E,E01021909,19.891,7.9,6.2,18.862490837737866,5,5,18580.0,5,3
E,E01029143,20.396,13.8,10.8,18.862093635247476,5,5,18581.0,5,3
E,E01013616,20.187,15.2,8.9,18.861775365685244,5,5,18582.0,5,3
E,E01026594,20.285,13.200000000000001,9.8,18.860758375099977,5,5,18583.0,5,3
E,E01033096,21.032,10.2,16.6,18.860729695260588,5,5,18584.0,5,3
E,E01005269,20.252,9.4,9.5,18.8607081220112,5,5,18585.0,5,3
E,E01002455,20.172,11.3,8.799999999999999,18.857087615249295,5,5,18586.0,5,3
E,E01023332,20.084,11.5,8.0,18.856953607012564,5,5,18587.0,5,3
E,E01024095,20.71,12.9,13.700000000000001,18.85674066584768,5,5,18588.0,5,3
E,E01026985,20.171,8.7,8.799999999999999,18.855919865397702,5,5,18589.0,5,3
S,S01010947,22.69666065261772,13.0,12.0,18.855738734674354,4,5,18590.0,5,3
E,E01023681,20.566,15.9,12.4,18.855355152611402,5,5,18591.0,5,3
E,E01027789,20.169,14.399999999999999,8.799999999999999,18.853584365694527,5,5,18592.0,5,3
S,S01012027,20.40934504423575,7.0,8.0,18.852432421755317,5,5,18593.0,5,3
S,S01006710,20.98051006294255,11.0,9.0,18.85231553439513,4,5,18594.0,5,3
E,E01029053,19.849,7.1,5.8999999999999995,18.85193083598479,5,5,18595.0,5,3
E,E01015571,20.123,11.799999999999999,8.4,18.851181861872984,5,5,18596.0,5,3
E,E01012110,20.54,11.899999999999999,12.2,18.850650651145862,5,5,18597.0,5,3
E,E01028129,20.614,14.299999999999999,12.9,18.847264658798238,5,5,18598.0,5,3
E,E01006118,20.559,15.5,12.4,18.84718090365028,5,5,18599.0,5,3
E,E01009895,20.624,12.9,13.0,18.846113659976233,5,5,18600.0,5,3
E,E01033715,20.554,13.200000000000001,12.4,18.841342154392333,5,5,18601.0,5,3
E,E01021064,20.422,12.1,11.200000000000001,18.841141142037237,5,5,18602.0,5,3
E,E01014537,20.114,12.7,8.4,18.840672113208683,5,5,18603.0,5,3
E,E01033073,20.014,8.200000000000001,7.5,18.839353604090768,5,5,18604.0,5,3
S,S01008903,22.68500401554418,14.0,12.0,18.839173120651324,4,5,18605.0,5,3
E,E01007469,20.464,11.1,11.600000000000001,18.838872646452423,5,5,18606.0,5,3
E,E01009262,20.299,13.3,10.100000000000001,18.83862138100855,5,5,18607.0,5,3
E,E01000006,19.837,11.700000000000001,5.8999999999999995,18.837917837765723,5,5,18608.0,5,3
E,E01018313,20.529,11.600000000000001,12.2,18.837805402778386,5,5,18609.0,5,3
E,E01027017,20.253,11.4,9.700000000000001,18.83621887718701,5,5,18610.0,5,3
E,E01017126,19.878,7.7,6.3,18.83448159232932,5,5,18611.0,5,3
E,E01019669,20.326,11.0,10.4,18.83166513498779,5,5,18612.0,5,3
E,E01000738,20.161,11.700000000000001,8.9,18.831413869543926,5,5,18613.0,5,3
E,E01027590,20.237,11.0,9.6,18.830363376899474,5,5,18614.0,5,3
E,E01001859,20.236,18.6,9.6,18.829195627047888,5,5,18615.0,5,3
E,E01007687,20.653,11.600000000000001,13.4,18.828664416320766,5,5,18616.0,5,3
E,E01027998,20.433,12.4,11.4,18.828329395728936,5,5,18617.0,5,3
E,E01022441,19.805,7.5,5.7,18.826206837190647,5,5,18618.0,5,3
S,S01010521,20.9619391105157,10.0,9.0,18.825923769085602,4,5,18619.0,5,3
E,E01002307,20.131,14.000000000000002,8.7,18.82203836867203,5,5,18620.0,5,3
E,E01008346,20.01,14.2,7.6,18.821854107346525,5,5,18621.0,5,3
E,E01007583,19.889,6.4,6.5,18.82166984602102,5,5,18622.0,5,3
E,E01025458,20.268,10.4,10.0,18.815249632947182,5,5,18623.0,5,3
E,E01019803,20.202,12.1,9.4,18.815149126769636,5,5,18624.0,5,3
E,E01023400,20.256,12.3,9.9,18.814065132066002,5,5,18625.0,5,3
E,E01017137,19.355,3.2,1.7000000000000002,18.813859297491106,5,5,18626.0,5,3
E,E01002874,20.025,10.7,7.8,18.813713360444584,5,5,18627.0,5,3
S,S01009903,20.9532271587754,15.0,9.0,18.81354294012039,4,5,18628.0,5,3
E,E01018273,20.154,12.0,9.0,18.81041112324491,5,5,18629.0,5,3
E,E01007828,20.296,14.899999999999999,10.299999999999999,18.80946113677801,5,5,18630.0,5,3
E,E01007396,20.449,12.1,11.700000000000001,18.808527901340703,5,5,18631.0,5,3
E,E01023285,20.24,12.2,9.8,18.808209631778464,5,5,18632.0,5,3
E,E01028931,20.216,12.0,9.6,18.805840630016107,5,5,18633.0,5,3
E,E01032724,20.084,10.4,8.4,18.805639617661008,5,5,18634.0,5,3
E,E01031631,20.468,13.700000000000001,11.899999999999999,18.805058153845113,5,5,18635.0,5,3
S,S01012169,22.659159340131875,14.0,12.0,18.802444438551184,4,5,18636.0,5,3
E,E01001720,19.773,9.4,5.6000000000000005,18.801667339277685,5,5,18637.0,5,3
E,E01003095,19.761,8.6,5.5,18.800482838396505,5,5,18638.0,5,3
E,E01029696,19.717,5.1,5.1,18.800415834278134,5,5,18639.0,5,3
E,E01029611,20.42,12.5,11.5,18.800320150320395,5,5,18640.0,5,3
E,E01011793,20.321,12.0,10.6,18.80016939105407,5,5,18641.0,5,3
W,W01000647,18.8,10.0,6.0,18.8,5,5,18644.5,5,3
W,W01001033,18.8,16.0,11.0,18.8,5,5,18644.5,5,3
W,W01000048,18.8,15.0,9.0,18.8,5,5,18644.5,5,3
W,W01000898,18.8,13.0,10.0,18.8,5,5,18644.5,5,3
W,W01001721,18.8,5.0,2.0,18.8,5,5,18644.5,5,3
W,W01001925,18.8,14.0,11.0,18.8,5,5,18644.5,5,3
S,S01012461,20.94338755895858,14.0,9.0,18.79955957496299,4,5,18648.0,5,3
E,E01018967,19.837,8.799999999999999,6.2,18.799432345752056,5,5,18649.0,5,3
S,S01011758,20.370046533345533,10.0,8.0,18.79658407038433,5,5,18650.0,5,3
E,E01002621,20.065,12.4,8.3,18.796280867818705,5,5,18651.0,5,3
E,E01008766,20.229,12.8,9.8,18.795364383410988,5,5,18652.0,5,3
S,S01010706,21.5076317958308,13.0,10.0,18.789607346596135,4,5,18653.0,5,3
E,E01023399,20.025,9.6,8.0,18.788056365768806,5,5,18654.0,5,3
E,E01012544,20.286,11.899999999999999,10.4,18.78495514092423,5,5,18655.0,5,3
E,E01014280,20.165,7.9,9.3,18.784770879598728,5,5,18656.0,5,3
E,E01012994,20.417,12.6,11.600000000000001,18.783988403427735,5,5,18657.0,5,3
E,E01017542,19.975,7.9,7.6,18.78098286254091,5,5,18658.0,5,3
E,E01026788,19.887,8.4,6.800000000000001,18.78084885430418,5,5,18659.0,5,3
E,E01000699,20.128,14.000000000000002,9.0,18.780049627103597,5,5,18660.5,5,3
E,E01016787,20.128,12.3,9.0,18.780049627103597,5,5,18660.5,5,3
E,E01003666,20.279,16.1,10.4,18.776780891963103,5,5,18662.0,5,3
E,E01015835,20.213,14.799999999999999,9.8,18.776680385785564,5,5,18663.0,5,3
E,E01002876,20.135,12.3,9.1,18.775395378726834,5,5,18664.0,5,3
E,E01015750,20.067,13.0,8.5,18.772959372846106,5,5,18665.0,5,3
E,E01021109,19.913,9.6,7.1,18.772724858431825,5,5,18666.0,5,3
E,E01006006,20.176,13.5,9.5,18.771959133290427,5,5,18667.0,5,3
E,E01009295,20.154,13.3,9.3,18.771925631231248,5,5,18668.0,5,3
E,E01000170,20.384,14.7,11.4,18.771109653001073,5,5,18669.0,5,3
E,E01026435,19.779,7.6,5.8999999999999995,18.77018834637355,5,5,18670.0,5,3
E,E01019314,19.713,5.3,5.3,18.770087840196005,5,5,18671.0,5,3
E,E01000615,19.767,10.2,5.800000000000001,18.76900384549237,5,5,18672.0,5,3
E,E01033414,20.283,13.100000000000001,10.5,18.768623394031575,5,5,18673.0,5,3
E,E01023643,20.414,13.600000000000001,11.700000000000001,18.76765665653508,5,5,18674.0,5,3
E,E01032657,19.831,9.2,6.4,18.76676885196674,5,5,18675.0,5,3
E,E01033762,19.512,8.1,3.5000000000000004,18.766283072108596,5,5,18676.0,5,3
E,E01006512,19.654,6.6000000000000005,4.8,18.765333085641693,5,5,18677.0,5,3
E,E01028286,20.51,12.4,12.6,18.76430416624664,5,5,18678.0,5,3
E,E01023095,20.026,12.5,8.200000000000001,18.763567120944618,5,5,18679.0,5,3
E,E01032516,19.971,10.5,7.7,18.763483365796663,5,5,18680.0,5,3
E,E01024421,19.718,8.9,5.4,18.76309809211606,5,5,18681.0,5,3
E,E01024345,19.608,6.0,4.3999999999999995,18.76293058182015,5,5,18682.0,5,3
E,E01010990,20.211,13.100000000000001,9.9,18.761516388744493,5,5,18683.0,5,3
E,E01019837,20.123,11.200000000000001,9.1,18.761382380507765,5,5,18684.0,5,3
E,E01026443,20.035,10.8,8.3,18.76124837227103,5,5,18685.0,5,3
E,E01025024,20.397,13.200000000000001,11.600000000000001,18.760633406395954,5,5,18686.0,5,3
N,95GG37S1,4.792446315052249,6.8,9.7,18.760581378604655,10,5,18687.0,5,3
E,E01013498,20.089,11.3,8.799999999999999,18.760164377567396,5,5,18688.0,5,3
E,E01004016,20.176,13.3,9.6,18.75913063595254,5,5,18689.0,5,3
E,E01021664,20.022,10.0,8.200000000000001,18.75889612153826,5,5,18690.0,5,3
E,E01019132,19.725,7.6,5.5,18.7584438437393,5,5,18691.0,5,3
E,E01009765,20.075,10.0,8.7,18.75664437698304,5,5,18692.0,5,3
E,E01000580,20.094,13.600000000000001,8.9,18.753174629487457,5,5,18693.0,5,3
E,E01024231,20.335,11.899999999999999,11.1,18.752375402286873,5,5,18694.0,5,3
E,E01027932,20.236,12.8,10.2,18.75222464302055,5,5,18695.0,5,3
E,E01016233,20.214,14.2,10.0,18.75219114096137,5,5,18696.0,5,3
E,E01024859,19.895,10.299999999999999,7.1,18.75170536110322,5,5,18697.0,5,3
E,E01014059,19.497,5.1,3.5000000000000004,18.74876682433476,5,5,18698.0,5,3
E,E01025231,19.683,5.5,5.2,18.747883841986223,5,5,18699.0,5,3
E,E01022344,20.001,11.799999999999999,8.1,18.74720187199278,5,5,18700.0,5,3
E,E01031009,20.043,12.6,8.5,18.744933376407968,5,5,18701.0,5,3
E,E01000928,20.295,14.799999999999999,10.8,18.744150900236978,5,5,18702.0,5,3
E,E01013009,20.348,15.4,11.3,18.741899155681754,5,5,18703.0,5,3
E,E01001185,19.985,12.4,8.0,18.74134637170524,5,5,18704.0,5,3
E,E01015444,20.203,11.5,10.0,18.73934589259389,5,5,18705.0,5,3
E,E01004661,20.233,12.6,10.299999999999999,18.735892896127897,5,5,18706.0,5,3
E,E01015070,20.222,10.8,10.2,18.735876145098306,5,5,18707.0,5,3
E,E01019480,20.178,10.299999999999999,9.8,18.735809140979946,5,5,18708.0,5,3
S,S01012318,21.469647230988603,13.0,10.0,18.735626285331307,4,5,18709.0,5,3
S,S01011737,20.898000335208803,15.0,9.0,18.73505836200832,4,5,18710.0,5,3
S,S01008238,22.60946834188718,15.0,12.0,18.731826996132117,4,5,18711.0,5,3
E,E01000313,19.932,11.5,7.6,18.730769618922572,5,5,18712.0,5,3
S,S01007284,19.179613454365438,7.0,6.0,18.728457097927187,5,5,18713.0,5,3
E,E01017030,19.633,7.9,4.9,18.727981841420434,5,5,18714.0,5,3
E,E01014365,20.291,10.2,10.9,18.72665140349273,5,5,18715.0,5,3
E,E01031262,19.972,14.6,8.0,18.726165623634586,5,5,18716.0,5,3
E,E01026132,19.597,8.200000000000001,4.6,18.724428338776896,5,5,18717.0,5,3
E,E01018851,20.155,12.7,9.700000000000001,18.721779391731282,5,5,18718.0,5,3
E,E01021866,19.89,11.799999999999999,7.3,18.720209617169502,5,5,18719.0,5,3
E,E01006008,20.087,10.2,9.1,18.719343385850557,5,5,18720.0,5,3
S,S01012649,22.02826347822158,14.0,11.0,18.717675943657746,4,5,18721.0,5,3
E,E01012440,20.149,7.5,9.700000000000001,18.71477289262175,5,5,18722.0,5,3
E,E01028888,19.555,5.8999999999999995,4.3,18.71386833702382,5,5,18723.0,5,3
E,E01024118,20.269,13.100000000000001,10.8,18.713789404095657,5,5,18724.0,5,3
E,E01011733,19.96,8.7,8.0,18.712152625415516,5,5,18725.0,5,3
E,E01023828,20.057,13.8,8.9,18.70996788497866,5,5,18726.0,5,3
E,E01019338,19.419,4.9,3.1,18.70899632526237,5,5,18727.0,5,3
E,E01006391,20.484,11.899999999999999,12.8,18.708285675429543,5,5,18728.0,5,3
E,E01026575,20.451,11.600000000000001,12.5,18.70823542234077,5,5,18729.5,5,3
E,E01020364,20.451,16.2,12.5,18.70823542234077,5,5,18729.5,5,3
E,E01020305,20.361,14.099999999999998,11.700000000000001,18.70576591440086,5,5,18731.0,5,3
E,E01032384,20.284,13.200000000000001,11.0,18.70564865719372,5,5,18732.0,5,3
E,E01032342,20.051,12.8,8.9,18.702961385869123,5,5,18733.0,5,3
E,E01002873,19.842,9.3,7.000000000000001,18.702643116306888,5,5,18734.0,5,3
E,E01009590,20.072,11.0,9.1,18.70182713807672,5,5,18735.0,5,3
E,E01010729,19.962,11.200000000000001,8.1,18.701659627780806,5,5,18736.0,5,3
E,E01018955,19.786,9.6,6.5,18.701391611307347,5,5,18737.0,5,3
E,E01002885,19.621,8.4,5.0,18.70114034586347,5,5,18738.0,5,3
E,E01008045,20.214,12.9,10.4,18.700877151609813,5,5,18739.0,5,3
W,W01000043,18.7,20.0,10.0,18.7,5,5,18741.5,5,3
W,W01000189,18.7,9.0,5.0,18.7,5,5,18741.5,5,3
W,W01000541,18.7,11.0,8.0,18.7,5,5,18741.5,5,3
W,W01001649,18.7,10.0,8.0,18.7,5,5,18741.5,5,3
E,E01033490,19.576,9.1,4.6,18.699905591893526,5,5,18744.0,5,3
E,E01030555,19.334,2.8000000000000003,2.4,18.699537069242513,5,5,18745.0,5,3
E,E01001500,19.827,12.0,6.9,18.697955365870946,5,5,18746.0,5,3
S,S01010961,22.58468719105804,13.0,12.0,18.696609722308445,4,5,18747.0,5,3
E,E01009451,19.902,8.200000000000001,7.6,18.695737123374904,5,5,18748.0,5,3
E,E01009689,19.737,7.6,6.1,18.695485857931033,5,5,18749.0,5,3
S,S01013199,20.869486605265536,13.0,9.0,18.69453660246334,4,5,18750.0,5,3
E,E01021868,20.098,12.4,9.4,18.69370314220437,5,5,18751.0,5,3
E,E01001914,19.977,10.6,8.3,18.693518880878862,5,5,18752.0,5,3
E,E01023068,20.196,11.3,10.299999999999999,18.692686151619103,5,5,18753.0,5,3
S,S01011959,21.438433445638378,9.0,10.0,18.691267392020364,4,5,18754.0,5,3
E,E01029946,20.146,11.0,9.9,18.685612648391203,5,5,18755.0,5,3
E,E01021796,19.761,8.799999999999999,6.4,18.685026362355504,5,5,18756.0,5,3
E,E01019438,20.145,13.600000000000001,9.9,18.684444898539613,5,5,18757.0,5,3
E,E01026466,20.079,12.6,9.3,18.684344392362068,5,5,18758.0,5,3
E,E01022810,19.98,12.4,8.4,18.684193633095745,5,5,18759.0,5,3
E,E01017283,20.023,9.6,8.799999999999999,18.68309288736252,5,5,18760.0,5,3
E,E01002240,20.176,14.899999999999999,10.2,18.682159651925204,5,5,18761.5,5,3
E,E01025716,20.176,14.899999999999999,10.2,18.682159651925204,5,5,18761.5,5,3
E,E01005777,20.219,13.900000000000002,10.6,18.681058906191986,5,5,18763.0,5,3
E,E01024546,20.065,8.6,9.2,18.68082439177771,5,5,18764.0,5,3
E,E01010970,20.021,11.799999999999999,8.799999999999999,18.68075738765934,5,5,18765.0,5,3
E,E01002299,19.999,12.3,8.6,18.68072388560016,5,5,18766.0,5,3
E,E01004377,19.845,11.4,7.199999999999999,18.680489371185878,5,5,18767.0,5,3
E,E01020259,19.328,5.0,2.5,18.679702072795088,5,5,18768.0,5,3
E,E01018938,20.458,15.0,12.8,18.677924179288222,5,5,18769.0,5,3
E,E01024528,20.304,11.899999999999999,11.4,18.677689664873945,5,5,18770.0,5,3
E,E01032309,20.249,14.7,10.9,18.677605909725987,5,5,18771.0,5,3
N,95II01S2,4.958552841511361,7.7,9.4,18.6752482373871,10,5,18772.0,5,3
E,E01002143,19.971,13.900000000000002,8.4,18.673683884431444,5,5,18773.0,5,3
E,E01029367,20.397,13.4,12.3,18.67083392503073,5,5,18774.0,5,3
E,E01029922,19.977,12.0,8.5,18.667861886203088,5,5,18775.0,5,3
E,E01031606,20.141,10.4,10.0,18.666945401795367,5,5,18776.0,5,3
E,E01008206,20.228,11.700000000000001,10.8,18.66591166018051,5,5,18777.0,5,3
E,E01033141,20.162,16.6,10.2,18.665811154002956,5,5,18778.0,5,3
E,E01032654,20.139,12.9,10.0,18.664609902092188,5,5,18779.0,5,3
E,E01027777,19.37,5.5,3.0,18.664605079872388,5,5,18780.0,5,3
E,E01015763,19.974,11.4,8.5,18.66435863664832,5,5,18781.0,5,3
S,S01011822,21.41902757792128,13.0,10.0,18.66368910229964,4,5,18782.0,5,3
E,E01009616,19.917,9.0,8.0,18.661939381797186,5,5,18783.0,5,3
E,E01032782,19.565,9.9,4.8,18.661403348850268,5,5,18784.0,5,3
E,E01000260,19.85,11.0,7.3999999999999995,18.66067112576805,5,5,18785.0,5,3
E,E01009580,20.564,13.3,13.900000000000002,18.660592192839893,5,5,18786.0,5,3
E,E01021640,20.134,11.200000000000001,10.0,18.658771152834245,5,5,18787.0,5,3
E,E01020013,19.969,10.4,8.5,18.658519887390376,5,5,18788.0,5,3
E,E01033339,19.87,10.7,7.6,18.658369128124054,5,5,18789.0,5,3
E,E01000996,19.945,12.5,8.3,18.656150885628012,5,5,18790.0,5,3
E,E01000476,19.67,9.8,5.800000000000001,18.655732109888234,5,5,18791.0,5,3
E,E01013551,19.494,7.6,4.2,18.65546409341477,5,5,18792.0,5,3
E,E01025867,20.142,9.1,10.100000000000001,18.655284654309064,5,5,18793.0,5,3
E,E01006802,20.449,11.700000000000001,12.9,18.654585933286036,5,5,18794.0,5,3
S,S01009030,19.69761376555666,11.0,7.0,18.6527861705129,5,5,18795.0,5,3
E,E01006021,20.04,10.7,9.2,18.65163064548798,5,5,18796.0,5,3
E,E01025428,20.28,15.299999999999999,11.4,18.649663668435807,5,5,18797.0,5,3
E,E01031392,19.542,5.0,4.7,18.647373599601607,5,5,18798.0,5,3
E,E01021195,20.069,9.9,9.5,18.647009899170396,5,5,18799.0,5,3
E,E01013030,19.904,8.0,8.0,18.646758633726527,5,5,18800.0,5,3
E,E01032330,19.836,8.799999999999999,7.3999999999999995,18.644322627845803,5,5,18801.0,5,3
S,S01008731,20.83336270193613,14.0,9.0,18.643199785868223,4,5,18802.0,5,3
E,E01003186,19.78,10.9,6.9,18.64307112284626,5,5,18803.0,5,3
E,E01002247,19.955,14.899999999999999,8.5,18.642171389468125,5,5,18804.0,5,3
E,E01020065,20.117,12.2,10.0,18.638919405357232,5,5,18805.0,5,3
E,E01003028,19.787,12.0,7.000000000000001,18.63841687446949,5,5,18806.0,5,3
E,E01004547,20.336,13.5,12.0,18.638086676097465,5,5,18807.0,5,3
E,E01033289,19.83,9.6,7.3999999999999995,18.637316128736266,5,5,18808.0,5,3
E,E01021097,19.695,7.5,6.2,18.633611866826406,5,5,18809.0,5,3
E,E01004737,20.233,14.399999999999999,11.1,18.63326491742479,5,5,18810.0,5,3
S,S01011770,20.82597826441041,10.0,9.0,18.632705529157942,4,5,18811.0,5,3
